player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,goalkeeper,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,addedTime,goalType
"{'name': 'Nikola Vukajlović', 'firstName': 'Nikola', 'lastName': 'Vukajlović', 'slug': 'nikola-vukajlovic', 'shortName': 'N. Vukajlović', 'position': 'D', 'jerseyNumber': '7', 'userCount': 16, 'gender': 'M', 'id': 937992, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فوكاجلوفيتش'}, 'shortNameTranslation': {'ar': 'ن. فوكاجلوفيتش'}}}",True,miss,assisted,"{'x': 7.6, 'y': 47.7, 'z': 0}",head,left,"{'x': 0, 'y': 61, 'z': 25}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6134421,49,2885,"{'start': {'x': 47.7, 'y': 7.6}, 'end': {'x': 39, 'y': 0}, 'goal': {'x': 39, 'y': 75}}",42,2515,185,shot,,,
"{'name': 'Nikola Vukajlović', 'firstName': 'Nikola', 'lastName': 'Vukajlović', 'slug': 'nikola-vukajlovic', 'shortName': 'N. Vukajlović', 'position': 'D', 'jerseyNumber': '7', 'userCount': 16, 'gender': 'M', 'id': 937992, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فوكاجلوفيتش'}, 'shortNameTranslation': {'ar': 'ن. فوكاجلوفيتش'}}}",True,miss,regular,"{'x': 7.3, 'y': 50.3, 'z': 0}",head,close-right,"{'x': 0, 'y': 41.3, 'z': 29.2}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6135505,48,2838,"{'start': {'x': 50.3, 'y': 7.3}, 'end': {'x': 58.7, 'y': 0}, 'goal': {'x': 58.7, 'y': 70.8}}",43,2562,138,shot,,,
"{'name': 'Nikola Boranijašević', 'firstName': '', 'lastName': '', 'slug': 'nikola-boranijasevic', 'shortName': 'N. Boranijašević', 'position': 'D', 'jerseyNumber': '28', 'userCount': 43, 'gender': 'M', 'id': 150667, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا بورانياسيفيتش', 'bn': 'নিকোলা বোরানিজাসেভিচ', 'hi': 'निकोला बोरानिजासेविक'}, 'shortNameTranslation': {'ar': 'ن. بورانياسيفيتش', 'bn': 'এন. বোরানিজাসেভিচ', 'hi': 'एन. बोरानिजासेविक'}}}",False,miss,regular,"{'x': 7, 'y': 45, 'z': 0}",head,close-left,"{'x': 0, 'y': 57.8, 'z': 16.7}","{'name': 'Vladimir Savić', 'firstName': 'Vladimir Savic', 'lastName': '', 'slug': 'vladimir-savic', 'shortName': 'V. Savić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 24, 'gender': 'M', 'id': 1147879, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير سافيتش'}, 'shortNameTranslation': {'ar': 'ف. سافيتش'}}}",6134277,45,2785,"{'start': {'x': 45, 'y': 7}, 'block': {'x': 42.4, 'y': 1.4}, 'end': {'x': 42.2, 'y': 0}, 'goal': {'x': 42.2, 'y': 83.3}}",1,2615,85,shot,"{'x': 1.4, 'y': 42.4, 'z': 0}",2.0,
"{'name': 'Jovan Ćirić', 'slug': 'jovan-ciric', 'shortName': 'J. Ćirić', 'position': 'M', 'jerseyNumber': '25', 'userCount': 73, 'gender': 'M', 'id': 1595643, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان تشيريتش'}, 'shortNameTranslation': {'ar': 'ي. تشيريتش'}}}",False,block,regular,"{'x': 20.8, 'y': 26.7, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.2, 'z': 19}","{'name': 'Vladimir Savić', 'firstName': 'Vladimir Savic', 'lastName': '', 'slug': 'vladimir-savic', 'shortName': 'V. Savić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 24, 'gender': 'M', 'id': 1147879, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير سافيتش'}, 'shortNameTranslation': {'ar': 'ف. سافيتش'}}}",6134266,45,2741,"{'start': {'x': 26.7, 'y': 20.8}, 'block': {'x': 30, 'y': 18}, 'end': {'x': 50.8, 'y': 0}, 'goal': {'x': 50.8, 'y': 81}}",1,2659,41,shot,"{'x': 18, 'y': 30, 'z': 0}",1.0,
"{'name': 'Andrija Majdevac', 'firstName': '', 'lastName': '', 'slug': 'andrija-majdevac', 'shortName': 'A. Majdevac', 'position': 'F', 'jerseyNumber': '11', 'userCount': 71, 'gender': 'M', 'id': 796223, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا ماجديفاك', 'bn': 'আন্দ্রিজা মাজদেভাক', 'hi': 'एंड्रीजा मजदेवैक'}, 'shortNameTranslation': {'ar': 'أ. ماجديفاك', 'bn': 'এ. মাজদেভাক', 'hi': 'ए. मजदेवैक'}}}",True,block,fast-break,"{'x': 13, 'y': 64.6, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.3, 'z': 8.3}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6134265,45,2693,"{'start': {'x': 64.6, 'y': 13}, 'block': {'x': 63.5, 'y': 11.6}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 91.7}}",1,7,2693,shot,"{'x': 11.6, 'y': 63.5, 'z': 0}",,
"{'name': 'Nikola Vukajlović', 'firstName': 'Nikola', 'lastName': 'Vukajlović', 'slug': 'nikola-vukajlovic', 'shortName': 'N. Vukajlović', 'position': 'D', 'jerseyNumber': '7', 'userCount': 16, 'gender': 'M', 'id': 937992, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فوكاجلوفيتش'}, 'shortNameTranslation': {'ar': 'ن. فوكاجلوفيتش'}}}",True,miss,corner,"{'x': 29.3, 'y': 41.5, 'z': 0}",left-foot,left,"{'x': 0, 'y': 60.5, 'z': 23.6}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6134137,35,2070,"{'start': {'x': 41.5, 'y': 29.3}, 'end': {'x': 39.5, 'y': 0}, 'goal': {'x': 39.5, 'y': 76.4}}",11,630,2070,shot,,,
"{'name': 'Nebojša Bastajić', 'firstName': '', 'lastName': '', 'slug': 'nebojsa-bastajic', 'shortName': 'N. Bastajić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 31, 'gender': 'M', 'id': 267473, 'fieldTranslations': {'nameTranslation': {'ar': 'نيبويشا باستاجيتش'}, 'shortNameTranslation': {'ar': 'ن. باستاجيتش'}}}",True,miss,corner,"{'x': 19.2, 'y': 53.4, 'z': 0}",right-foot,left,"{'x': 0, 'y': 59.7, 'z': 8.3}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6134159,35,2067,"{'start': {'x': 53.4, 'y': 19.2}, 'block': {'x': 47.3, 'y': 9.8}, 'end': {'x': 40.3, 'y': 0}, 'goal': {'x': 40.3, 'y': 91.7}}",11,633,2067,shot,"{'x': 9.8, 'y': 47.3, 'z': 0}",,
"{'name': 'Vladimir Miletić', 'firstName': '', 'lastName': '', 'slug': 'vladimir-miletic', 'shortName': 'V. Miletić', 'position': 'M', 'jerseyNumber': '95', 'userCount': 51, 'gender': 'M', 'id': 998786, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير ميليتيتش'}, 'shortNameTranslation': {'ar': 'ف. ميليتيتش'}}}",True,save,assisted,"{'x': 18.4, 'y': 53.2, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.8, 'z': 7.6}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6134102,29,1684,"{'start': {'x': 53.2, 'y': 18.4}, 'block': {'x': 49.6, 'y': 0.7}, 'end': {'x': 51.2, 'y': 0}, 'goal': {'x': 51.2, 'y': 92.4}}",17,1016,1684,shot,"{'x': 0.7, 'y': 49.6, 'z': 0}",,
"{'name': 'Filip Krstić', 'firstName': 'Filip', 'lastName': 'Krstić', 'slug': 'filip-krstic', 'shortName': 'F. Krstić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 16, 'gender': 'M', 'id': 840862, 'fieldTranslations': {'nameTranslation': {'ar': 'فيليب كريستيتش'}, 'shortNameTranslation': {'ar': 'ف. كريستيتش'}}}",True,miss,throw-in-set-piece,"{'x': 24, 'y': 55.8, 'z': 0}",right-foot,left,"{'x': 0, 'y': 61.3, 'z': 27.8}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6134085,26,1544,"{'start': {'x': 55.8, 'y': 24}, 'block': {'x': 46.4, 'y': 11.9}, 'end': {'x': 38.7, 'y': 0}, 'goal': {'x': 38.7, 'y': 72.2}}",20,1156,1544,shot,"{'x': 11.9, 'y': 46.4, 'z': 0}",,
"{'name': 'Filip Krstić', 'firstName': 'Filip', 'lastName': 'Krstić', 'slug': 'filip-krstic', 'shortName': 'F. Krstić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 16, 'gender': 'M', 'id': 840862, 'fieldTranslations': {'nameTranslation': {'ar': 'فيليب كريستيتش'}, 'shortNameTranslation': {'ar': 'ف. كريستيتش'}}}",True,miss,assisted,"{'x': 29.3, 'y': 60.9, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 59, 'z': 18.1}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6133907,14,818,"{'start': {'x': 60.9, 'y': 29.3}, 'end': {'x': 41, 'y': 0}, 'goal': {'x': 41, 'y': 81.9}}",32,1882,818,shot,,,
"{'name': 'Filip Žunić', 'firstName': '', 'lastName': '', 'slug': 'filip-zunic', 'shortName': 'F. Žunić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 10, 'gender': 'M', 'id': 1030454, 'fieldTranslations': {'nameTranslation': {'ar': 'فيليب زونيش'}, 'shortNameTranslation': {'ar': 'ف. زونيش'}}}",False,goal,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.8, 'z': 16.5}","{'name': 'Vladimir Savić', 'firstName': 'Vladimir Savic', 'lastName': '', 'slug': 'vladimir-savic', 'shortName': 'V. Savić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 24, 'gender': 'M', 'id': 1147879, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير سافيتش'}, 'shortNameTranslation': {'ar': 'ف. سافيتش'}}}",6133823,6,302,"{'start': {'x': 50, 'y': 11.5}, 'end': {'x': 46.2, 'y': 0}, 'goal': {'x': 46.2, 'y': 83.5}}",40,2398,302,shot,,,penalty
