player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType,xgot
"{'name': 'Lazar Mijović', 'slug': 'lazar-mijovic', 'shortName': 'L. Mijović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 36, 'gender': 'M', 'id': 1005616, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ميوفيتش', 'hi': 'लज़ार मिजोविक', 'bn': 'লাজার মিজোভিচ'}, 'shortNameTranslation': {'ar': 'ل. ميوفيتش', 'hi': 'एल. मिजोविक', 'bn': 'এল. মিজোভিচ'}}}",True,goal,regular,"{'x': 8, 'y': 61, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.6, 'z': 10.4}",0.3432,6529719,52,,3100,"{'start': {'x': 61, 'y': 8}, 'end': {'x': 50.4, 'y': 0}, 'goal': {'x': 50.4, 'y': 89.6}}",39,2300,400,shot,,regular,0.2286
"{'name': 'Nedeljko Piščević', 'firstName': '', 'lastName': '', 'slug': 'nedeljko-piscevic', 'shortName': 'N. Piščević', 'position': 'M', 'userCount': 13, 'gender': 'M', 'id': 889060, 'fieldTranslations': {'nameTranslation': {'ar': 'نيديلجو بيشيفيتش', 'hi': 'नेडेल्ज्को पिस्चेविक', 'bn': 'নেদেলজকো পিশেভিচ'}, 'shortNameTranslation': {'ar': 'ن. بيشيفيتش', 'hi': 'एन. पिस्चेविक', 'bn': 'এন. পিসচেভিচ'}}}",True,block,regular,"{'x': 25, 'y': 51, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01082,6529717,52,,3097,"{'start': {'x': 51, 'y': 25}, 'block': {'x': 51, 'y': 25}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",39,2303,397,shot,"{'x': 25, 'y': 51, 'z': 0}",,
"{'name': 'Asmir Kajević', 'slug': 'asmir-kajevic', 'shortName': 'A. Kajević', 'position': 'M', 'jerseyNumber': '10', 'userCount': 14, 'gender': 'M', 'id': 76273, 'fieldTranslations': {'nameTranslation': {'ar': 'أسمير كايفيتش', 'hi': 'अस्मिर काजेविक', 'bn': 'আসমির কাজেভিচ'}, 'shortNameTranslation': {'ar': 'أ. كايفيتش', 'hi': 'ए. काजेविक', 'bn': 'এ. কাজেভিচ'}}}",False,block,set-piece,"{'x': 26, 'y': 58, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.004103,6529715,50,,2977,"{'start': {'x': 58, 'y': 26}, 'block': {'x': 58, 'y': 26}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",41,2423,277,shot,"{'x': 26, 'y': 58, 'z': 0}",,
"{'name': 'Andrej Bajović', 'firstName': '', 'lastName': '', 'slug': 'andrej-bajovic', 'shortName': 'A. Bajović', 'position': 'M', 'jerseyNumber': '14', 'userCount': 29, 'gender': 'M', 'id': 1005614, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه بايوفيتش'}, 'shortNameTranslation': {'ar': 'أ. بايوفيتش'}}}",False,save,regular,"{'x': 25, 'y': 28, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.4, 'z': 7.3}",0.02398,6529713,49,,2913,"{'start': {'x': 28, 'y': 25}, 'end': {'x': 51.6, 'y': 0}, 'goal': {'x': 51.6, 'y': 92.7}}",42,2487,213,shot,,,0.01382
"{'name': 'Momčilo Raspopović', 'slug': 'momcilo-raspopovic', 'shortName': 'M. Raspopović', 'position': 'D', 'jerseyNumber': '20', 'userCount': 41, 'gender': 'M', 'id': 138935, 'fieldTranslations': {'nameTranslation': {'ar': 'مومسيلو راسبوبوفيتش', 'hi': 'मोमचिलो रास्पोपोविक', 'bn': 'মোমচিলো রাস্পোপোভিচ'}, 'shortNameTranslation': {'ar': 'م. راسبوبوفيتش', 'hi': 'एम. रास्पोपोविक', 'bn': 'এম. রাস্পোপোভিচ'}}}",True,miss,regular,"{'x': 7, 'y': 30, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 57.7, 'z': 14.4}",0.0987,6529711,48,,2862,"{'start': {'x': 30, 'y': 7}, 'end': {'x': 42.3, 'y': 0}, 'goal': {'x': 42.3, 'y': 85.6}}",43,2538,162,shot,,,
"{'name': 'Momčilo Raspopović', 'slug': 'momcilo-raspopovic', 'shortName': 'M. Raspopović', 'position': 'D', 'jerseyNumber': '20', 'userCount': 41, 'gender': 'M', 'id': 138935, 'fieldTranslations': {'nameTranslation': {'ar': 'مومسيلو راسبوبوفيتش', 'hi': 'मोमचिलो रास्पोपोविक', 'bn': 'মোমচিলো রাস্পোপোভিচ'}, 'shortNameTranslation': {'ar': 'م. راسبوبوفيتش', 'hi': 'एम. रास्पोपोविक', 'bn': 'এম. রাস্পোপোভিচ'}}}",True,block,regular,"{'x': 20, 'y': 38, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.06602,6529710,47,,2773,"{'start': {'x': 38, 'y': 20}, 'block': {'x': 38, 'y': 20}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",44,2627,73,shot,"{'x': 20, 'y': 38, 'z': 0}",,
"{'name': 'Petar Grbić', 'firstName': '', 'lastName': '', 'slug': 'petar-grbic', 'shortName': 'P. Grbić', 'position': 'M', 'userCount': 40, 'gender': 'M', 'id': 57341, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر غربيش', 'hi': 'पीटर ग्रबिक', 'bn': 'পেটার গ্রিবিক'}, 'shortNameTranslation': {'ar': 'ب. غربيش', 'hi': 'पी. ग्रबिक', 'bn': 'পি. গ্রিবিক'}}}",True,save,regular,"{'x': 15, 'y': 51, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.9, 'z': 8.3}",0.1996,6529709,44,,2607,"{'start': {'x': 51, 'y': 15}, 'end': {'x': 47.1, 'y': 0}, 'goal': {'x': 47.1, 'y': 91.7}}",2,93,2607,shot,,,0.492
"{'name': 'Lazar Mijović', 'slug': 'lazar-mijovic', 'shortName': 'L. Mijović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 36, 'gender': 'M', 'id': 1005616, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ميوفيتش', 'hi': 'लज़ार मिजोविक', 'bn': 'লাজার মিজোভিচ'}, 'shortNameTranslation': {'ar': 'ل. ميوفيتش', 'hi': 'एल. मिजोविक', 'bn': 'এল. মিজোভিচ'}}}",True,miss,regular,"{'x': 12, 'y': 62, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 57.7, 'z': 55.1}",0.1378,6529708,41,,2414,"{'start': {'x': 62, 'y': 12}, 'end': {'x': 42.3, 'y': 0}, 'goal': {'x': 42.3, 'y': 44.9}}",5,286,2414,shot,,,
"{'name': 'Petar Grbić', 'firstName': '', 'lastName': '', 'slug': 'petar-grbic', 'shortName': 'P. Grbić', 'position': 'M', 'userCount': 40, 'gender': 'M', 'id': 57341, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر غربيش', 'hi': 'पीटर ग्रबिक', 'bn': 'পেটার গ্রিবিক'}, 'shortNameTranslation': {'ar': 'ب. غربيش', 'hi': 'पी. ग्रबिक', 'bn': 'পি. গ্রিবিক'}}}",True,block,regular,"{'x': 23, 'y': 37, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.03101,6529707,31,,1840,"{'start': {'x': 37, 'y': 23}, 'block': {'x': 37, 'y': 23}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",15,860,1840,shot,"{'x': 23, 'y': 37, 'z': 0}",,
"{'name': 'Lazar Mijović', 'slug': 'lazar-mijovic', 'shortName': 'L. Mijović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 36, 'gender': 'M', 'id': 1005616, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ميوفيتش', 'hi': 'लज़ार मिजोविक', 'bn': 'লাজার মিজোভিচ'}, 'shortNameTranslation': {'ar': 'ل. ميوفيتش', 'hi': 'एल. मिजोविक', 'bn': 'এল. মিজোভিচ'}}}",True,block,throw-in-set-piece,"{'x': 19, 'y': 60, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.003423,6529706,28,,1680,"{'start': {'x': 60, 'y': 19}, 'block': {'x': 60, 'y': 19}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",18,1020,1680,shot,"{'x': 19, 'y': 60, 'z': 0}",,
"{'name': 'Ivan Bojović', 'slug': 'ivan-bojovic', 'shortName': 'I. Bojović', 'position': 'M', 'jerseyNumber': '77', 'userCount': 14, 'gender': 'M', 'id': 1016595, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بويوفيتش', 'hi': 'इवान बोजोविक', 'bn': 'ইভান বোজোভিচ'}, 'shortNameTranslation': {'ar': 'إ. بويوفيتش', 'hi': 'आई. बोजोविक', 'bn': 'আই. বোজোভিচ'}}}",True,block,regular,"{'x': 12, 'y': 24, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.005939,6529705,27,,1609,"{'start': {'x': 24, 'y': 12}, 'block': {'x': 24, 'y': 12}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",19,1091,1609,shot,"{'x': 12, 'y': 24, 'z': 0}",,
"{'name': 'Lazar Savović', 'slug': 'lazar-savovic', 'shortName': 'L. Savović', 'position': 'M', 'jerseyNumber': '22', 'userCount': 105, 'gender': 'M', 'id': 1606673, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار سافوفيتش'}, 'shortNameTranslation': {'ar': 'ل. سافوفيتش'}}}",True,block,corner,"{'x': 19, 'y': 48, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.00361,6529704,25,,1458,"{'start': {'x': 48, 'y': 19}, 'block': {'x': 48, 'y': 19}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",21,1242,1458,shot,"{'x': 19, 'y': 48, 'z': 0}",,
"{'name': 'Lazar Mijović', 'slug': 'lazar-mijovic', 'shortName': 'L. Mijović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 36, 'gender': 'M', 'id': 1005616, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ميوفيتش', 'hi': 'लज़ार मिजोविक', 'bn': 'লাজার মিজোভিচ'}, 'shortNameTranslation': {'ar': 'ل. ميوفيتش', 'hi': 'एल. मिजोविक', 'bn': 'এল. মিজোভিচ'}}}",True,save,regular,"{'x': 14, 'y': 73, 'z': 0}",left-foot,high-right,"{'x': 0, 'y': 47.9, 'z': 22.9}",0.01484,6529703,24,,1413,"{'start': {'x': 73, 'y': 14}, 'end': {'x': 52.1, 'y': 0}, 'goal': {'x': 52.1, 'y': 77.1}}",22,1287,1413,shot,,,0.02806
"{'name': 'Jonathan Dresaj', 'firstName': '', 'lastName': '', 'slug': 'jonathan-dresaj', 'shortName': 'J. Dresaj', 'position': 'D', 'jerseyNumber': '22', 'userCount': 12, 'gender': 'M', 'id': 958574, 'fieldTranslations': {'nameTranslation': {'ar': 'جوناثان دريسا', 'hi': 'जोनाथन ड्रेज़ाज', 'bn': 'জোনাথন ড্রেসেজ'}, 'shortNameTranslation': {'ar': 'ج. دريسا', 'hi': 'जे. ड्रेजाज', 'bn': 'জে. ড্রেসাজ'}}}",False,block,corner,"{'x': 14, 'y': 62, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01637,6529702,22,,1312,"{'start': {'x': 62, 'y': 14}, 'block': {'x': 62, 'y': 14}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",24,1388,1312,shot,"{'x': 14, 'y': 62, 'z': 0}",,
"{'name': 'Draško Božović', 'slug': 'drasko-bozovic', 'shortName': 'D. Božović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 12, 'gender': 'M', 'id': 44305, 'fieldTranslations': {'nameTranslation': {'ar': 'دراسكو بوزوفيتش', 'hi': 'ड्रास्को बोजोविक', 'bn': 'ড্রাস্কো বোজোভিচ'}, 'shortNameTranslation': {'ar': 'د. بوزوفيتش', 'hi': 'डी. बोजोविक', 'bn': 'ডি. বোজোভিচ'}}}",False,block,regular,"{'x': 30, 'y': 75, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.001757,6529701,22,,1271,"{'start': {'x': 75, 'y': 30}, 'block': {'x': 75, 'y': 30}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",24,1429,1271,shot,"{'x': 30, 'y': 75, 'z': 0}",,
"{'name': 'Petar Grbić', 'firstName': '', 'lastName': '', 'slug': 'petar-grbic', 'shortName': 'P. Grbić', 'position': 'M', 'userCount': 40, 'gender': 'M', 'id': 57341, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر غربيش', 'hi': 'पीटर ग्रबिक', 'bn': 'পেটার গ্রিবিক'}, 'shortNameTranslation': {'ar': 'ب. غربيش', 'hi': 'पी. ग्रबिक', 'bn': 'পি. গ্রিবিক'}}}",True,block,regular,"{'x': 24, 'y': 19, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.008855,6529700,17,,999,"{'start': {'x': 19, 'y': 24}, 'block': {'x': 19, 'y': 24}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",29,1701,999,shot,"{'x': 24, 'y': 19, 'z': 0}",,
"{'name': 'Balša Radusinović', 'firstName': '', 'lastName': '', 'slug': 'balsa-radusinovic', 'shortName': 'B. Radusinović', 'position': 'F', 'jerseyNumber': '32', 'userCount': 9, 'gender': 'M', 'id': 1131064, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا رادوسينوفيتش'}, 'shortNameTranslation': {'ar': 'ب. رادوسينوفيتش'}}}",False,save,regular,"{'x': 22, 'y': 46, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.7, 'z': 3.1}",0.06503,6529699,16,,960,"{'start': {'x': 46, 'y': 22}, 'end': {'x': 50.3, 'y': 0}, 'goal': {'x': 50.3, 'y': 96.9}}",30,1740,960,shot,,,0.0489
"{'name': 'Ivan Bojović', 'slug': 'ivan-bojovic', 'shortName': 'I. Bojović', 'position': 'M', 'jerseyNumber': '77', 'userCount': 14, 'gender': 'M', 'id': 1016595, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بويوفيتش', 'hi': 'इवान बोजोविक', 'bn': 'ইভান বোজোভিচ'}, 'shortNameTranslation': {'ar': 'إ. بويوفيتش', 'hi': 'आई. बोजोविक', 'bn': 'আই. বোজোভিচ'}}}",True,goal,regular,"{'x': 10, 'y': 52, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51, 'z': 12.2}",0.3505,6529698,7,,398,"{'start': {'x': 52, 'y': 10}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 87.8}}",39,2302,398,shot,,regular,0.5168
"{'name': 'Balša Radusinović', 'firstName': '', 'lastName': '', 'slug': 'balsa-radusinovic', 'shortName': 'B. Radusinović', 'position': 'F', 'jerseyNumber': '32', 'userCount': 9, 'gender': 'M', 'id': 1131064, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا رادوسينوفيتش'}, 'shortNameTranslation': {'ar': 'ب. رادوسينوفيتش'}}}",False,miss,regular,"{'x': 14, 'y': 66, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.2, 'z': 13.7}",0.03744,6529697,2,,92,"{'start': {'x': 66, 'y': 14}, 'end': {'x': 41.8, 'y': 0}, 'goal': {'x': 41.8, 'y': 86.3}}",44,2608,92,shot,,,
"{'name': 'Marko Milickovic', 'slug': 'marko-milickovic', 'shortName': 'M. Milickovic', 'position': 'M', 'jerseyNumber': '10', 'userCount': 28, 'gender': 'M', 'id': 890615, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميليكوفيتش', 'hi': 'मार्को मिलिकोविच', 'bn': 'মার্কো মিলিকোভিচ'}, 'shortNameTranslation': {'ar': 'م. ميليكوفيتش', 'hi': 'एम. मिलिकोविच', 'bn': 'এম. মিলিকোভিচ'}}}",True,save,throw-in-set-piece,"{'x': 3, 'y': 68, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.8, 'z': 4.1}",0.04152,6529696,1,,21,"{'start': {'x': 68, 'y': 3}, 'end': {'x': 47.2, 'y': 0}, 'goal': {'x': 47.2, 'y': 95.9}}",45,2679,21,shot,,,0.4909
