player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,xgot,goalType,addedTime
"{'name': 'Jovan Baošić', 'slug': 'jovan-baosic', 'shortName': 'J. Baošić', 'position': 'D', 'jerseyNumber': '15', 'userCount': 6, 'gender': 'M', 'id': 189001, 'fieldTranslations': {'nameTranslation': {'ar': 'جوفان باوشيتش', 'hi': 'जोवन बाओसिक', 'bn': 'জোভান বাওসিচ'}, 'shortNameTranslation': {'ar': 'ج. باوشيتش', 'hi': 'जे. बाओशिक', 'bn': 'জে. বাওশিচ'}}}",True,miss,regular,"{'x': 40, 'y': 62, 'z': 0}",right-foot,close-high-left,"{'x': 0, 'y': 57.5, 'z': 58.3}",0.001964,6566500,53,3144,"{'start': {'x': 62, 'y': 40}, 'end': {'x': 42.5, 'y': 0}, 'goal': {'x': 42.5, 'y': 41.7}}",38,2256,444,shot,,,,
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",True,post,regular,"{'x': 10, 'y': 44, 'z': 0}",left-foot,left,"{'x': 0, 'y': 55.5, 'z': 19.6}",0.1731,6566499,48,2847,"{'start': {'x': 44, 'y': 10}, 'end': {'x': 44.5, 'y': 0}, 'goal': {'x': 44.5, 'y': 80.4}}",43,2553,147,shot,,,,
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",True,miss,regular,"{'x': 19, 'y': 38, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 42.6, 'z': 19.1}",0.006213,6566498,45,2809,"{'start': {'x': 38, 'y': 19}, 'end': {'x': 57.4, 'y': 0}, 'goal': {'x': 57.4, 'y': 80.9}}",1,2591,109,shot,,,,2.0
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",True,miss,regular,"{'x': 8, 'y': 47, 'z': 0}",head,close-high-left,"{'x': 0, 'y': 57.8, 'z': 56.1}",0.1956,6566497,44,2606,"{'start': {'x': 47, 'y': 8}, 'end': {'x': 42.2, 'y': 0}, 'goal': {'x': 42.2, 'y': 43.9}}",2,94,2606,shot,,,,
"{'name': 'Stefan Denković', 'slug': 'stefan-denkovic', 'shortName': 'S. Denković', 'position': 'M', 'jerseyNumber': '7', 'userCount': 15, 'gender': 'M', 'id': 95583, 'fieldTranslations': {'nameTranslation': {'ar': 'دينكوفيتش ، ستيفان'}, 'shortNameTranslation': {'ar': 'د. ، ستيفان'}}}",True,post,regular,"{'x': 14, 'y': 70, 'z': 0}",right-foot,high,"{'x': 0, 'y': 44.8, 'z': 39.3}",0.05364,6566496,44,2596,"{'start': {'x': 70, 'y': 14}, 'end': {'x': 55.2, 'y': 0}, 'goal': {'x': 55.2, 'y': 60.7}}",2,104,2596,shot,,,,
"{'name': 'Jovan Dašić', 'firstName': '', 'lastName': '', 'slug': 'jovan-dasic', 'shortName': 'J. Dašić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 9, 'gender': 'M', 'id': 1005622, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان داشيتش', 'hi': 'जोवन दासिच', 'bn': 'জোভান দাসিচ'}, 'shortNameTranslation': {'ar': 'ي. داشيتش', 'hi': 'जे. दासिच', 'bn': 'জে. দাসিচ'}}}",True,save,regular,"{'x': 22, 'y': 37, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.1, 'z': 9.7}",0.08761,6566495,38,2258,"{'start': {'x': 37, 'y': 22}, 'end': {'x': 46.9, 'y': 0}, 'goal': {'x': 46.9, 'y': 90.3}}",8,442,2258,shot,,0.1443,,
"{'name': 'Stefan Denković', 'slug': 'stefan-denkovic', 'shortName': 'S. Denković', 'position': 'M', 'jerseyNumber': '7', 'userCount': 15, 'gender': 'M', 'id': 95583, 'fieldTranslations': {'nameTranslation': {'ar': 'دينكوفيتش ، ستيفان'}, 'shortNameTranslation': {'ar': 'د. ، ستيفان'}}}",True,save,free-kick,"{'x': 25, 'y': 25, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53, 'z': 6.9}",0.04429,6566510,35,2041,"{'start': {'x': 25, 'y': 25}, 'end': {'x': 47, 'y': 0}, 'goal': {'x': 47, 'y': 93.1}}",11,659,2041,shot,,0.08996,,
"{'name': 'Jovan Baošić', 'slug': 'jovan-baosic', 'shortName': 'J. Baošić', 'position': 'D', 'jerseyNumber': '15', 'userCount': 6, 'gender': 'M', 'id': 189001, 'fieldTranslations': {'nameTranslation': {'ar': 'جوفان باوشيتش', 'hi': 'जोवन बाओसिक', 'bn': 'জোভান বাওসিচ'}, 'shortNameTranslation': {'ar': 'ج. باوشيتش', 'hi': 'जे. बाओशिक', 'bn': 'জে. বাওশিচ'}}}",True,miss,corner,"{'x': 7, 'y': 60, 'z': 0}",head,close-right,"{'x': 0, 'y': 41.3, 'z': 31.1}",0.06068,6566494,31,1841,"{'start': {'x': 60, 'y': 7}, 'end': {'x': 58.7, 'y': 0}, 'goal': {'x': 58.7, 'y': 68.9}}",15,859,1841,shot,,,,
"{'name': 'Luka Malešević', 'firstName': '', 'lastName': '', 'slug': 'luka-malesevic', 'shortName': 'L. Malešević', 'position': 'D', 'userCount': 5, 'gender': 'M', 'id': 839270, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا ماليشيفيتش', 'hi': 'लुका मालेशेविक', 'bn': 'লুকা মালেসেভিচ'}, 'shortNameTranslation': {'ar': 'ل. ماليشيفيتش', 'hi': 'एल. मालेशेविक', 'bn': 'এল. মালেসেভিচ'}}}",True,block,regular,"{'x': 3, 'y': 71, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.006424,6566493,31,1805,"{'start': {'x': 71, 'y': 3}, 'block': {'x': 71, 'y': 3}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",15,895,1805,shot,"{'x': 3, 'y': 71, 'z': 0}",,,
"{'name': 'Stefan Denković', 'slug': 'stefan-denkovic', 'shortName': 'S. Denković', 'position': 'M', 'jerseyNumber': '7', 'userCount': 15, 'gender': 'M', 'id': 95583, 'fieldTranslations': {'nameTranslation': {'ar': 'دينكوفيتش ، ستيفان'}, 'shortNameTranslation': {'ar': 'د. ، ستيفان'}}}",True,miss,regular,"{'x': 15, 'y': 29, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 43.2, 'z': 13.9}",0.05619,6566492,25,1489,"{'start': {'x': 29, 'y': 15}, 'end': {'x': 56.8, 'y': 0}, 'goal': {'x': 56.8, 'y': 86.1}}",21,1211,1489,shot,,,,
"{'name': 'Stefan Denković', 'slug': 'stefan-denkovic', 'shortName': 'S. Denković', 'position': 'M', 'jerseyNumber': '7', 'userCount': 15, 'gender': 'M', 'id': 95583, 'fieldTranslations': {'nameTranslation': {'ar': 'دينكوفيتش ، ستيفان'}, 'shortNameTranslation': {'ar': 'د. ، ستيفان'}}}",True,save,regular,"{'x': 18, 'y': 35, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.9, 'z': 2.6}",0.09947,6566491,24,1383,"{'start': {'x': 35, 'y': 18}, 'end': {'x': 50.1, 'y': 0}, 'goal': {'x': 50.1, 'y': 97.4}}",22,1317,1383,shot,,0.03839,,
"{'name': 'Petar Sekulović', 'firstName': '', 'lastName': '', 'slug': 'petar-sekulovic', 'shortName': 'P. Sekulović', 'position': 'D', 'jerseyNumber': '20', 'userCount': 4, 'gender': 'M', 'id': 1035792, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتار سيكولوفيتش', 'hi': 'पीटर सेकुलोविच', 'bn': 'পেটার সেকুলোভিচ'}, 'shortNameTranslation': {'ar': 'ب. سيكولوفيتش', 'hi': 'पी. सेकुलोविच', 'bn': 'পি. সেকুলোভিচ'}}}",False,miss,regular,"{'x': 29, 'y': 47, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.4, 'z': 40.8}",0.0231,6566490,20,1165,"{'start': {'x': 47, 'y': 29}, 'end': {'x': 57.6, 'y': 0}, 'goal': {'x': 57.6, 'y': 59.2}}",26,1535,1165,shot,,,,
"{'name': 'Žarko Tomašević', 'slug': 'zarko-tomasevic', 'shortName': 'Ž. Tomašević', 'position': 'D', 'jerseyNumber': '5', 'userCount': 40, 'gender': 'M', 'id': 78954, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو توماشيفيتش', 'hi': 'ज़ारको टोमासेविक', 'bn': 'জারকো টমাসভিচ'}, 'shortNameTranslation': {'ar': 'ز. توماشيفيتش', 'hi': 'ज़ेड. टोमासेविक', 'bn': 'টমাসভিচ'}}}",False,miss,corner,"{'x': 13, 'y': 41, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 57.2, 'z': 10.7}",0.06454,6566489,13,763,"{'start': {'x': 41, 'y': 13}, 'end': {'x': 42.8, 'y': 0}, 'goal': {'x': 42.8, 'y': 89.3}}",33,1937,763,shot,,,,
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",True,miss,regular,"{'x': 56, 'y': 80, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 43.5, 'z': 46.1}",0.0005529,6566488,10,579,"{'start': {'x': 80, 'y': 56}, 'end': {'x': 56.5, 'y': 0}, 'goal': {'x': 56.5, 'y': 53.9}}",36,2121,579,shot,,,,
"{'name': 'Jovan Dašić', 'firstName': '', 'lastName': '', 'slug': 'jovan-dasic', 'shortName': 'J. Dašić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 9, 'gender': 'M', 'id': 1005622, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان داشيتش', 'hi': 'जोवन दासिच', 'bn': 'জোভান দাসিচ'}, 'shortNameTranslation': {'ar': 'ي. داشيتش', 'hi': 'जे. दासिच', 'bn': 'জে. দাসিচ'}}}",True,miss,regular,"{'x': 26, 'y': 64, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 43.6, 'z': 6.4}",0.001696,6566487,6,320,"{'start': {'x': 64, 'y': 26}, 'end': {'x': 56.4, 'y': 0}, 'goal': {'x': 56.4, 'y': 93.6}}",40,2380,320,shot,,,,
"{'name': 'Jonathan Dresaj', 'firstName': '', 'lastName': '', 'slug': 'jonathan-dresaj', 'shortName': 'J. Dresaj', 'position': 'D', 'jerseyNumber': '22', 'userCount': 12, 'gender': 'M', 'id': 958574, 'fieldTranslations': {'nameTranslation': {'ar': 'جوناثان دريسا', 'hi': 'जोनाथन ड्रेज़ाज', 'bn': 'জোনাথন ড্রেসেজ'}, 'shortNameTranslation': {'ar': 'ج. دريسا', 'hi': 'जे. ड्रेजाज', 'bn': 'জে. ড্রেসাজ'}}}",False,miss,corner,"{'x': 23, 'y': 41, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42, 'z': 50.1}",0.03248,6566486,3,166,"{'start': {'x': 41, 'y': 23}, 'end': {'x': 58, 'y': 0}, 'goal': {'x': 58, 'y': 49.9}}",43,2534,166,shot,,,,
