player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Marko Arnautović', 'slug': 'marko-arnautovic', 'shortName': 'M. Arnautović', 'position': 'F', 'jerseyNumber': '89', 'userCount': 8563, 'gender': 'M', 'sofascoreId': 'm.arnautovic7', 'id': 21927, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو أرناوتوفيتش', 'bn': 'মার্কো আরনাউটোভিচ', 'hi': 'मार्को अर्नौटोविक'}, 'shortNameTranslation': {'ar': 'م. أرناوتوفيتش', 'bn': 'এম. আরনাউটোভিচ', 'hi': 'एम. अर्नौटोविक'}}}",True,save,,regular,"{'x': 30.6, 'y': 35.8, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.9, 'z': 19}",5657415,64,3797,"{'start': {'x': 35.8, 'y': 30.6}, 'block': {'x': 51.6, 'y': 2.3}, 'end': {'x': 53.1, 'y': 0}, 'goal': {'x': 53.1, 'y': 81}}",27,1603,1097,shot,"{'x': 2.3, 'y': 51.6, 'z': 0}"
"{'name': 'Sylvester Jasper', 'firstName': '', 'lastName': '', 'slug': 'jasper-sylvester', 'shortName': 'S. Jasper', 'position': 'M', 'jerseyNumber': '27', 'userCount': 191, 'gender': 'M', 'id': 1013994, 'fieldTranslations': {'nameTranslation': {'ar': 'جاسبر، سيلفستر', 'bn': 'জ্যাসপার, সিলভেস্টার', 'hi': 'जैस्पर, सिल्वेस्टर'}, 'shortNameTranslation': {'ar': 'ج. سيلفستر', 'bn': 'এস. জ্যাসপার', 'hi': 'एस. जैस्पर'}}}",False,goal,regular,assisted,"{'x': 18.9, 'y': 29.9, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 46.3, 'z': 25.9}",5657234,63,3722,"{'start': {'x': 29.9, 'y': 18.9}, 'end': {'x': 53.7, 'y': 0}, 'goal': {'x': 53.7, 'y': 74.1}}",28,1678,1022,shot,
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",True,block,,assisted,"{'x': 19.5, 'y': 35.1, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.1, 'z': 19}",5657232,62,3699,"{'start': {'x': 35.1, 'y': 19.5}, 'block': {'x': 37, 'y': 16.8}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 81}}",29,1701,999,shot,"{'x': 16.8, 'y': 37, 'z': 0}"
"{'name': 'Marko Arnautović', 'slug': 'marko-arnautovic', 'shortName': 'M. Arnautović', 'position': 'F', 'jerseyNumber': '89', 'userCount': 8563, 'gender': 'M', 'sofascoreId': 'm.arnautovic7', 'id': 21927, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو أرناوتوفيتش', 'bn': 'মার্কো আরনাউটোভিচ', 'hi': 'मार्को अर्नौटोविक'}, 'shortNameTranslation': {'ar': 'م. أرناوتوفيتش', 'bn': 'এম. আরনাউটোভিচ', 'hi': 'एम. अर्नौटोविक'}}}",True,save,,assisted,"{'x': 7.1, 'y': 46, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.3, 'z': 6.3}",5657199,57,3402,"{'start': {'x': 46, 'y': 7.1}, 'block': {'x': 47.7, 'y': 3.8}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 93.7}}",34,1998,702,shot,"{'x': 3.8, 'y': 47.7, 'z': 0}"
"{'name': 'Sylvester Jasper', 'firstName': '', 'lastName': '', 'slug': 'jasper-sylvester', 'shortName': 'S. Jasper', 'position': 'M', 'jerseyNumber': '27', 'userCount': 191, 'gender': 'M', 'id': 1013994, 'fieldTranslations': {'nameTranslation': {'ar': 'جاسبر، سيلفستر', 'bn': 'জ্যাসপার, সিলভেস্টার', 'hi': 'जैस्पर, सिल्वेस्टर'}, 'shortNameTranslation': {'ar': 'ج. سيلفستر', 'bn': 'এস. জ্যাসপার', 'hi': 'एस. जैस्पर'}}}",False,save,,assisted,"{'x': 21.1, 'y': 30.5, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 13.9}",5657198,57,3372,"{'start': {'x': 30.5, 'y': 21.1}, 'block': {'x': 48.4, 'y': 1.4}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 86.1}}",34,2028,672,shot,"{'x': 1.4, 'y': 48.4, 'z': 0}"
"{'name': 'Tomás Händel', 'firstName': 'Tomás Händel', 'lastName': '', 'slug': 'tomas-handel', 'shortName': 'T. Händel', 'position': 'M', 'jerseyNumber': '20', 'userCount': 976, 'gender': 'M', 'id': 1131048, 'fieldTranslations': {'nameTranslation': {'ar': 'توماس هاندل'}, 'shortNameTranslation': {'ar': 'ت. هاندل'}}}",True,block,,assisted,"{'x': 25, 'y': 39.3, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.4, 'z': 19}",5657110,53,3167,"{'start': {'x': 39.3, 'y': 25}, 'block': {'x': 43.3, 'y': 17.5}, 'end': {'x': 52.6, 'y': 0}, 'goal': {'x': 52.6, 'y': 81}}",38,2233,467,shot,"{'x': 17.5, 'y': 43.3, 'z': 0}"
"{'name': 'Aleksandar Katai', 'firstName': '', 'lastName': '', 'slug': 'aleksandar-katai', 'shortName': 'A. Katai', 'position': 'M', 'jerseyNumber': '10', 'userCount': 2418, 'gender': 'M', 'id': 110701, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر كاتاي', 'bn': 'আলেকসান্ডার কাটাই', 'hi': 'एलेक्ज़ेंडर कटई'}, 'shortNameTranslation': {'ar': 'أ. كاتاي', 'bn': 'এ. কাটাই', 'hi': 'ए. कटई'}}}",True,save,,assisted,"{'x': 5.8, 'y': 45.2, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50, 'z': 1.9}",5657109,52,3090,"{'start': {'x': 45.2, 'y': 5.8}, 'block': {'x': 48, 'y': 1.8}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 98.1}}",39,2310,390,shot,"{'x': 1.8, 'y': 48, 'z': 0}"
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",True,save,,assisted,"{'x': 2.7, 'y': 36.2, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.3, 'z': 8.9}",5657172,52,3084,"{'start': {'x': 36.2, 'y': 2.7}, 'block': {'x': 45.3, 'y': 0.90000000000001}, 'end': {'x': 48.7, 'y': 0}, 'goal': {'x': 48.7, 'y': 91.1}}",39,2316,384,shot,"{'x': 0.90000000000001, 'y': 45.3, 'z': 0}"
"{'name': 'Kwaku Karikari', 'firstName': '', 'lastName': '', 'slug': 'kwaku-karikari', 'shortName': 'K. Karikari', 'position': 'F', 'jerseyNumber': '70', 'userCount': 197, 'gender': 'M', 'id': 1399471, 'fieldTranslations': {'nameTranslation': {'ar': 'كواكو كاركارى'}, 'shortNameTranslation': {'ar': 'ك. كاركارى'}}}",False,block,,regular,"{'x': 17.8, 'y': 44.4, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.6, 'z': 19}",5657049,48,2829,"{'start': {'x': 44.4, 'y': 17.8}, 'block': {'x': 46.2, 'y': 11.4}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 81}}",43,2571,129,shot,"{'x': 11.4, 'y': 46.2, 'z': 0}"
"{'name': 'Aleksa Kuljanin', 'firstName': '', 'lastName': '', 'slug': 'aleksa-kuljanin', 'shortName': 'A. Kuljanin', 'position': 'M', 'jerseyNumber': '13', 'userCount': 52, 'gender': 'M', 'id': 1417509, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكس كولجانين'}, 'shortNameTranslation': {'ar': 'أ. كولجانين'}}}",False,block,,regular,"{'x': 15.7, 'y': 55.6, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.9, 'z': 19}",5657048,48,2827,"{'start': {'x': 55.6, 'y': 15.7}, 'block': {'x': 54.9, 'y': 12.4}, 'end': {'x': 52.1, 'y': 0}, 'goal': {'x': 52.1, 'y': 81}}",43,2573,127,shot,"{'x': 12.4, 'y': 54.9, 'z': 0}"
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",True,goal,regular,assisted,"{'x': 13.5, 'y': 51.5, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 45.8, 'z': 3.2}",5656747,43,2566,"{'start': {'x': 51.5, 'y': 13.5}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 96.8}}",3,134,2566,shot,
"{'name': 'Aleksandar Katai', 'firstName': '', 'lastName': '', 'slug': 'aleksandar-katai', 'shortName': 'A. Katai', 'position': 'M', 'jerseyNumber': '10', 'userCount': 2418, 'gender': 'M', 'id': 110701, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر كاتاي', 'bn': 'আলেকসান্ডার কাটাই', 'hi': 'एलेक्ज़ेंडर कटई'}, 'shortNameTranslation': {'ar': 'أ. كاتاي', 'bn': 'এ. কাটাই', 'hi': 'ए. कटई'}}}",True,goal,regular,assisted,"{'x': 1.1, 'y': 52.1, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.2, 'z': 13.9}",5656667,40,2341,"{'start': {'x': 52.1, 'y': 1.1}, 'end': {'x': 52.8, 'y': 0}, 'goal': {'x': 52.8, 'y': 86.1}}",6,359,2341,shot,
"{'name': 'Aleksandar Katai', 'firstName': '', 'lastName': '', 'slug': 'aleksandar-katai', 'shortName': 'A. Katai', 'position': 'M', 'jerseyNumber': '10', 'userCount': 2418, 'gender': 'M', 'id': 110701, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر كاتاي', 'bn': 'আলেকসান্ডার কাটাই', 'hi': 'एलेक्ज़ेंडर कटई'}, 'shortNameTranslation': {'ar': 'أ. كاتاي', 'bn': 'এ. কাটাই', 'hi': 'ए. कटई'}}}",True,goal,penalty,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.9, 'z': 3.2}",5656305,19,1115,"{'start': {'x': 50, 'y': 11.5}, 'end': {'x': 47.1, 'y': 0}, 'goal': {'x': 47.1, 'y': 96.8}}",27,1585,1115,shot,
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",True,block,,assisted,"{'x': 26.9, 'y': 21.9, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.4, 'z': 19}",5656167,10,548,"{'start': {'x': 21.9, 'y': 26.9}, 'block': {'x': 29.1, 'y': 19.7}, 'end': {'x': 48.6, 'y': 0}, 'goal': {'x': 48.6, 'y': 81}}",36,2152,548,shot,"{'x': 19.7, 'y': 29.1, 'z': 0}"
"{'name': 'Aleksa Kuljanin', 'firstName': '', 'lastName': '', 'slug': 'aleksa-kuljanin', 'shortName': 'A. Kuljanin', 'position': 'M', 'jerseyNumber': '13', 'userCount': 52, 'gender': 'M', 'id': 1417509, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكس كولجانين'}, 'shortNameTranslation': {'ar': 'أ. كولجانين'}}}",False,miss,,assisted,"{'x': 4.9, 'y': 50.3, 'z': 0}",right-foot,left,"{'x': 0, 'y': 61, 'z': 11.1}",5656148,7,416,"{'start': {'x': 50.3, 'y': 4.9}, 'end': {'x': 39, 'y': 0}, 'goal': {'x': 39, 'y': 88.9}}",39,2284,416,shot,
"{'name': 'Aleksa Kuljanin', 'firstName': '', 'lastName': '', 'slug': 'aleksa-kuljanin', 'shortName': 'A. Kuljanin', 'position': 'M', 'jerseyNumber': '13', 'userCount': 52, 'gender': 'M', 'id': 1417509, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكس كولجانين'}, 'shortNameTranslation': {'ar': 'أ. كولجانين'}}}",False,block,,assisted,"{'x': 23.5, 'y': 59.4, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.1, 'z': 19}",5656134,6,328,"{'start': {'x': 59.4, 'y': 23.5}, 'block': {'x': 57.2, 'y': 18.6}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 81}}",40,2372,328,shot,"{'x': 18.6, 'y': 57.2, 'z': 0}"
"{'name': 'Aleksandar Katai', 'firstName': '', 'lastName': '', 'slug': 'aleksandar-katai', 'shortName': 'A. Katai', 'position': 'M', 'jerseyNumber': '10', 'userCount': 2418, 'gender': 'M', 'id': 110701, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر كاتاي', 'bn': 'আলেকসান্ডার কাটাই', 'hi': 'एलेक्ज़ेंडर कटई'}, 'shortNameTranslation': {'ar': 'أ. كاتاي', 'bn': 'এ. কাটাই', 'hi': 'ए. कटई'}}}",True,goal,regular,assisted,"{'x': 11.3, 'y': 46.4, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 49.1, 'z': 20.3}",5656100,3,157,"{'start': {'x': 46.4, 'y': 11.3}, 'end': {'x': 50.9, 'y': 0}, 'goal': {'x': 50.9, 'y': 79.7}}",43,2543,157,shot,
"{'name': 'Marko Arnautović', 'slug': 'marko-arnautovic', 'shortName': 'M. Arnautović', 'position': 'F', 'jerseyNumber': '89', 'userCount': 8563, 'gender': 'M', 'sofascoreId': 'm.arnautovic7', 'id': 21927, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو أرناوتوفيتش', 'bn': 'মার্কো আরনাউটোভিচ', 'hi': 'मार्को अर्नौटोविक'}, 'shortNameTranslation': {'ar': 'م. أرناوتوفيتش', 'bn': 'এম. আরনাউটোভিচ', 'hi': 'एम. अर्नौटोविक'}}}",True,save,,corner,"{'x': 8.1, 'y': 54.6, 'z': 0}",head,high-centre,"{'x': 0, 'y': 50.6, 'z': 30.4}",5656011,2,75,"{'start': {'x': 54.6, 'y': 8.1}, 'block': {'x': 50.7, 'y': 1.5}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 69.6}}",44,2625,75,shot,"{'x': 1.5, 'y': 50.7, 'z': 0}"
