match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,aerialLost,aerialWon,duelLost,duelWon,totalClearance,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,penaltyFaced,saves,punches,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,challengeLost,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,penaltyConceded,wasFouled,fouls,keyPass,dribbleValueNormalized,outfielderBlock,dispossessed,totalContest,wonContest,onTargetScoringAttempt,shotValueNormalized,shotOffTarget,errorLeadToAGoal,totalCross,blockedScoringAttempt,goals,accurateCross,errorLeadToAShot,bigChanceMissed,bigChanceCreated,totalOffside,hitWoodwork
14015400,home,6147,FK Spartak Subotica,1018513,José Mulato,jose-mulato,F,9,False,16.0,14.0,,,0.0,8.0,8.0,6.0,8.0,1.0,1.0,2.0,3.0,3.0,,,,,,,,,57.0,28.0,6.8,4.0,,"{'original': 6.8, 'alternative': 6.9}",1,-0.01,0.35,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,2,1,87.5,,,,,,2.0,,,1.0,,2.0,1.0,,0.1,,,1.0,,1.0,-0.2,,,,,,,,,,,
14015400,home,36967,FK Spartak Subotica,124960,Muhamed Bešić,muhamed-besic,M,5,True,25.0,20.0,4.0,3.0,0.0,8.0,9.0,12.0,16.0,,1.0,2.0,4.0,1.0,3.0,,,,,,,,45.0,32.0,7.3,7.0,,"{'original': 7.3, 'alternative': 6.8}",0,0.32,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,3,2,80.0,75.0,,100.0,,,1.0,1.0,1.0,,,1.0,,,0.23,,2.0,1.0,1.0,,,,,,,,,,,,,
14015400,home,301263,FK Spartak Subotica,1424448,Veljko Jocić,veljko-jocic,M,14,True,13.0,9.0,1.0,,0.0,5.0,6.0,4.0,7.0,1.0,1.0,5.0,3.0,,4.0,,,,,,,,45.0,23.0,7.3,9.0,,"{'original': 7.3, 'alternative': 6.7}",1,0.0,-0.12,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,2,4,69.23076923076923,,,,,,,1.0,,2.0,,1.0,1.0,,-0.4,,2.0,1.0,,1.0,0.54,,,,,1.0,,,,,,
14015400,home,36967,FK Spartak Subotica,1186164,Dario Pavković,dario-pavkovic,F,90,True,6.0,5.0,,,0.0,3.0,3.0,2.0,3.0,4.0,,7.0,1.0,,,,,,,,,,33.0,13.0,6.2,5.0,,"{'original': 6.2, 'alternative': 6.5}",1,0.03,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,4,4,1,3,83.33333333333334,,,,,,,1.0,1.0,3.0,,,2.0,1.0,-0.07,,,1.0,,,0.01,,,,1.0,,,,,,,
14015400,home,201203,FK Spartak Subotica,1147543,Stefan Stojanović,stefan-stojanovic,F,7,True,6.0,5.0,,,0.0,2.0,2.0,3.0,4.0,,1.0,2.0,5.0,1.0,3.0,,,,,,,,32.0,14.0,6.8,3.0,,"{'original': 6.8, 'alternative': 6.7}",0,-0.07,0.21,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,4,2,83.33333333333334,,,100.0,,,,2.0,2.0,,,1.0,,,0.1,,2.0,1.0,1.0,,,,,,,,,,,,,
14015400,home,25736,FK Spartak Subotica,944503,Luka Bijelović,luka-bijelovic,F,10,True,3.0,2.0,,,0.0,2.0,2.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,10.0,8.0,6.5,3.0,,"{'original': 6.5, 'alternative': 6.6}",1,-0.03,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,66.66666666666666,,,,,,1.0,,,1.0,,,,,0.06,,,1.0,,1.0,-0.1,,,,,,,,,,,
14015400,home,36967,FK Spartak Subotica,997194,Ilija Babić,ilija-babic,F,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015400,home,36967,FK Spartak Subotica,913382,Vladimir Vitorović,vladimir-vitorovic,D,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015400,home,36967,FK Spartak Subotica,1030841,Leonardo Antonio,leonardo-antonio,M,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015400,home,37064,FK Spartak Subotica,1094065,Eldar Mehmedović,eldar-mehmedovic,M,44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015400,home,36967,FK Spartak Subotica,1981794,Aleksa Trajković,aleksa-trajkovic,M,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015400,home,36967,FK Spartak Subotica,1166185,Marin Dulić,marin-dulic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015400,away,5150,FK Vojvodina,844128,Dragan Rosić,dragan-rosic,G,12,False,12.0,9.0,5.0,2.0,0.0,9.0,10.0,,2.0,,,,,1.0,5.0,,2.0,,4.0,,1.0,1.0,90.0,21.0,6.6,3.0,0.1001,"{'original': 6.6, 'alternative': 6.8}",0,0.03,0.15,0.12,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,75.0,40.0,,,100.0,,,,,,,,,,-0.06,,,,,,,,,,,,,,,,,
14015400,away,5150,FK Vojvodina,862782,Lazar Nikolić,lazar-nikolic,D,22,False,45.0,38.0,7.0,5.0,0.0,19.0,20.0,19.0,25.0,,,5.0,7.0,2.0,8.0,,,,,,,,90.0,77.0,7.3,14.0,,"{'original': 7.3, 'alternative': 7.1}",0,0.46,-0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,0,12,7,5,84.44444444444444,71.42857142857143,50.0,,,,,5.0,4.0,2.0,,2.0,2.0,1.0,0.17,1.0,2.0,1.0,,,,,,4.0,,,2.0,1.0,,,,
14015400,away,47,FK Vojvodina,1198768,Collins Sichenje,collins-sichenje,D,29,False,54.0,46.0,6.0,3.0,0.0,30.0,32.0,16.0,22.0,2.0,4.0,4.0,7.0,5.0,7.0,,,,,,,,90.0,68.0,6.5,8.0,,"{'original': 6.5, 'alternative': 6.6}",1,0.23,-0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,6,5,3,2,85.18518518518519,50.0,,,,,4.0,2.0,1.0,,,1.0,2.0,,0.08,,,,,1.0,-0.5,,,,,,,,1.0,,,
14015400,away,5150,FK Vojvodina,795878,Đorđe Crnomarković,dorde-crnomarkovic,D,5,False,46.0,39.0,2.0,1.0,0.0,28.0,31.0,11.0,15.0,2.0,3.0,3.0,4.0,1.0,4.0,,,,,,,,86.0,49.0,6.4,7.0,,"{'original': 6.4, 'alternative': 6.5}",0,-0.05,-0.32,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,5,2,1,1,84.78260869565217,50.0,,,,,1.0,1.0,1.0,,,,1.0,,0.03,,,,,,,,,,,,,,,,,
14015400,away,2445,FK Vojvodina,1152947,Stefan Bukinac,stefan-bukinac,D,30,False,40.0,31.0,8.0,1.0,0.0,15.0,16.0,16.0,24.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,90.0,58.0,6.4,14.0,,"{'original': 6.4, 'alternative': 6.6}",0,0.07,-0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,1,1,77.5,12.5,,,,,1.0,1.0,,2.0,,,,,0.12,,,1.0,,,,,,1.0,,,,,,,,
14015400,away,5150,FK Vojvodina,257071,Vukan Savićević,vukan-savicevic,M,8,False,63.0,52.0,4.0,2.0,0.0,20.0,26.0,32.0,37.0,2.0,,5.0,2.0,1.0,2.0,,,,,,,,85.0,73.0,6.3,15.0,,"{'original': 6.3, 'alternative': 7}",0,-0.27,-0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,2,3,82.53968253968253,50.0,,,,2.0,,1.0,1.0,1.0,,1.0,1.0,4.0,0.19,,,,,,,,,3.0,,,,,,,,
14015400,away,5150,FK Vojvodina,844179,Njegoš Petrović,njegos-petrovic,M,18,False,74.0,66.0,9.0,6.0,0.0,36.0,39.0,30.0,35.0,1.0,2.0,5.0,10.0,1.0,12.0,,,,,,,,90.0,97.0,8.1,12.0,,"{'original': 8.1, 'alternative': 8.3}",3,0.29,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,3,12,8,4,89.1891891891892,66.66666666666666,,75.0,,1.0,4.0,3.0,3.0,1.0,,2.0,2.0,1.0,0.23,,,4.0,3.0,3.0,0.32,,,1.0,,1.0,,,,,,
14015400,away,5150,FK Vojvodina,1656621,Petar Sukačev,petar-sukacev,M,27,False,9.0,6.0,1.0,,0.0,1.0,2.0,5.0,7.0,2.0,1.0,6.0,4.0,,2.0,,,,,,,,60.0,28.0,6.4,14.0,,"{'original': 6.4, 'alternative': 6.5}",0,-0.08,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,3,7,3,4,66.66666666666666,,,50.0,,1.0,,2.0,2.0,6.0,,,2.0,,0.13,,,2.0,1.0,,,,,4.0,,,,,,,,
14015400,away,5150,FK Vojvodina,1114797,Dragan Kokanović,dragan-kokanovic,M,20,False,26.0,23.0,1.0,,0.0,10.0,10.0,13.0,16.0,2.0,2.0,6.0,6.0,,5.0,,,,,,,,60.0,40.0,6.8,7.0,,"{'original': 6.8, 'alternative': 7}",2,0.29,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,4,4,88.46153846153845,,100.0,,,,,2.0,2.0,,,2.0,2.0,3.0,0.31,,1.0,1.0,,,-0.26,,,2.0,2.0,,2.0,,,1.0,,
14015400,away,1925,FK Vojvodina,1020116,Yusuf Bamidele,yusuf-bamidele,M,7,False,30.0,21.0,6.0,2.0,0.0,8.0,8.0,13.0,22.0,,3.0,5.0,7.0,,3.0,,,,,,,,90.0,55.0,6.6,19.0,,"{'original': 6.6, 'alternative': 6.9}",3,-0.1,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,3,9,4,5,70.0,33.33333333333333,50.0,100.0,,1.0,1.0,,,6.0,,2.0,3.0,1.0,0.39,,1.0,2.0,2.0,1.0,-0.51,2.0,,2.0,,,1.0,,,,,
14015400,away,5150,FK Vojvodina,795913,John Mary,john-mary,F,28,False,18.0,12.0,,,0.0,5.0,6.0,7.0,12.0,3.0,2.0,8.0,7.0,,2.0,,,,,,,,89.0,36.0,7.6,16.0,,"{'original': 7.6, 'alternative': 7.3}",3,-0.36,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,5,10,5,5,66.66666666666666,,,66.66666666666666,,,,1.0,1.0,4.0,,2.0,1.0,,0.63,,3.0,3.0,2.0,1.0,0.44,,,,2.0,1.0,,,1.0,,2.0,
14015400,away,5150,FK Vojvodina,1121635,Marko Veličković,marko-velickovic,M,24,True,13.0,11.0,1.0,1.0,1.0,2.0,2.0,9.0,11.0,,,2.0,1.0,,3.0,,,,,,,,30.0,19.0,6.9,5.0,,"{'original': 6.9, 'alternative': 7.4}",2,0.28,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,84.61538461538461,100.0,,,,,,1.0,1.0,2.0,,,1.0,3.0,0.31,,,1.0,,1.0,-0.42,1.0,,,,,,,,1.0,,1.0
14015400,away,5150,FK Vojvodina,194450,Uroš Nikolić,uros-nikolic,M,10,True,17.0,17.0,2.0,2.0,1.0,5.0,5.0,12.0,12.0,,,1.0,1.0,,1.0,,,,,,,,30.0,29.0,8.4,4.0,,"{'original': 8.4, 'alternative': 8.5}",3,0.27,0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,100.0,100.0,25.0,,,,1.0,1.0,1.0,,,,,1.0,0.29,1.0,,1.0,,1.0,0.48,2.0,,4.0,,1.0,1.0,,,1.0,,
14015400,away,5150,FK Vojvodina,111754,Marko Poletanović,marko-poletanovic,M,4,True,7.0,6.0,,,0.0,1.0,1.0,5.0,6.0,,,,,,1.0,,,,,,,,10.0,7.0,6.5,1.0,,"{'original': 6.5, 'alternative': 6.7}",0,-0.11,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,85.71428571428571,,,,,,,,,,,,,1.0,0.02,,,,,,,,,,,,,,,,,
14015400,away,5150,FK Vojvodina,796365,Mihai Butean,mihai-butean,D,16,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,10.0,4.0,6.7,,,"{'original': 6.7, 'alternative': 6.5}",0,0.11,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,100.0,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14015400,away,25736,FK Vojvodina,1032770,Stefan Stanisavljević,stefan-stanisavljevic,F,19,True,,,,,0.0,,,,,1.0,,2.0,,,,,,,,,,,1.0,2.0,,1.0,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
14015400,away,111127,FK Vojvodina,1165840,Miloš Popović,milos-popovic,M,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015400,away,5150,FK Vojvodina,1403053,Marko Mladenović,mladenovic-marko,M,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015400,away,5150,FK Vojvodina,1102771,Matija Gočmanac,matija-gocmanac,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015400,away,5150,FK Vojvodina,1000424,Vlada Novevski,vlada-novevski,M,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015400,away,263770,FK Vojvodina,1983681,Damjan Đokanović,damjan-dokanovic,F,36,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
