match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,punches,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,dispossessed,totalContest,wonContest,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,fouls,bigChanceMissed,shotOffTarget,hitWoodwork,outfielderBlock,shotValueNormalized,accurateCross,keyPass,blockedScoringAttempt,bigChanceCreated,onTargetScoringAttempt,goals,goodHighClaim,totalKeeperSweeper,accurateKeeperSweeper,lastManTackle,ownGoals,errorLeadToAShot,totalOffside
14015493,home,7771,FK Mladost Lučani,1595643,Jovan Ćirić,jovan-ciric,F,25,False,9.0,6.0,,,1.0,2.0,2.0,4.0,7.0,,2.0,,,,76.0,28.0,7.8,12.0,,"{'original': 7.8, 'alternative': 7.7}",2,1.0,0.17,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,3,4,66.66666666666666,,20.0,50.0,,5.0,2.0,,6.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,1.0,,0.0,1.0,3.0,,2.0,2.0,,,,,,,,
14015493,home,7771,FK Mladost Lučani,837894,Nemanja Milojević,nemanja-milojevic,M,38,True,1.0,,,,0.0,,1.0,,,1.0,,,,,14.0,3.0,6.6,1.0,,"{'original': 6.6, 'alternative': 6.6}",0,-0.01,,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14015493,home,7674,FK Mladost Lučani,1166063,Uroš Sremčević,uros-sremcevic,F,19,True,4.0,3.0,,,0.0,3.0,3.0,,1.0,1.0,,,,,14.0,6.0,6.7,1.0,,"{'original': 6.7, 'alternative': 6.6}",0,-0.02,0.07,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,1,0,75.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
14015493,home,7771,FK Mladost Lučani,173957,Irfan Hadžić,irfan-hadzic,F,9,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,,,12.0,7.0,6.4,2.0,,"{'original': 6.4, 'alternative': 6.3}",0,0.02,0.02,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,0,2,100.0,,,,,,1.0,1.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14015493,home,7771,FK Mladost Lučani,111313,Milan Joksimović,milan-joksimovic,D,12,True,,,,,0.0,,,,,1.0,1.0,,,,2.0,1.0,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015493,home,241802,FK Mladost Lučani,280827,Danilo Pantić,danilo-pantic,M,5,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015493,home,324865,FK Mladost Lučani,2162392,David Đokić,david-dokic,F,36,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015493,home,25733,FK Mladost Lučani,1595520,Đorđe Marinković,djordje-marinkovic,M,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015493,home,7771,FK Mladost Lučani,1166128,Bogdan Matijasevic,bogdan-matijasevic,G,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015493,home,7771,FK Mladost Lučani,80250,Nikola Leković,nikola-lekovic,D,35,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015493,home,7771,FK Mladost Lučani,795855,Aleksandar Varjačić,aleksandar-varjacic,M,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015493,home,5160,FK Mladost Lučani,177037,Miloš Mijić,milos-mijic,M,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015493,away,282203,FK Železničar Pančevo,267437,Zoran Popović,zoran-popovic,G,1,False,30.0,26.0,8.0,6.0,0.0,22.0,24.0,4.0,6.0,1.0,9.0,1.0,2.0,,90.0,40.0,7.3,4.0,0.2232,"{'original': 7.3, 'alternative': 6.9}",0,0.26,0.03,-0.12,0.26,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,86.66666666666667,75.0,,100.0,100.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,
14015493,away,282203,FK Železničar Pančevo,1017661,Marko Konatar,marko-konatar,D,3,False,45.0,40.0,7.0,4.0,0.0,19.0,19.0,21.0,26.0,2.0,1.0,,,,60.0,63.0,6.5,9.0,,"{'original': 6.5, 'alternative': 6.7}",1,0.11,0.03,-0.3,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,2,2,88.88888888888889,57.14285714285714,,,,,1.0,1.0,3.0,3.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,-0.02,,,,,1.0,,,,,,,,
14015493,away,282203,FK Železničar Pančevo,1425301,Nikola Zečević,nikola-zecevic,D,4,False,89.0,84.0,2.0,1.0,0.0,60.0,62.0,24.0,27.0,3.0,5.0,,,,90.0,101.0,6.4,8.0,,"{'original': 6.4, 'alternative': 6.7}",0,0.11,0.12,0.21,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,4,7,2,5,94.3820224719101,50.0,,,,,2.0,2.0,7.0,4.0,,,,,1.0,2.0,2.0,2.0,,5.0,,,,1.0,,,,,,,,,,,1.0,,,
14015493,away,282203,FK Železničar Pančevo,111456,Miloš Kosanović,milos-kosanovic,D,15,False,76.0,69.0,10.0,7.0,0.0,57.0,57.0,12.0,19.0,1.0,2.0,,,,66.0,81.0,6.4,7.0,,"{'original': 6.4, 'alternative': 6.5}",1,0.16,0.05,-0.42,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,4,3,1,2,90.78947368421053,70.0,100.0,,,1.0,2.0,2.0,4.0,3.0,1.0,,,,,1.0,1.0,,,1.0,,,,,0.02,1.0,1.0,1.0,,,,,,,,,,
14015493,away,282203,FK Železničar Pančevo,1466631,Nikola Đuričić,nikola-duricic,D,33,False,98.0,86.0,9.0,4.0,0.0,37.0,38.0,49.0,60.0,2.0,9.0,,,,90.0,116.0,6.5,13.0,,"{'original': 6.5, 'alternative': 7}",1,0.41,0.09,-0.85,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,6,6,4,2,87.75510204081633,44.44444444444444,100.0,100.0,,1.0,,6.0,2.0,10.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,-0.04,1.0,1.0,1.0,,,,,,,,1.0,,
14015493,away,5136,FK Železničar Pančevo,988828,Hristo Ivanov,hristo-ivanov,M,16,False,29.0,25.0,,,0.0,19.0,21.0,6.0,8.0,1.0,1.0,,,,45.0,38.0,6.0,7.0,,"{'original': 6, 'alternative': 6.4}",1,-0.11,0.12,-0.23,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,3,9,3,6,86.20689655172413,,,66.66666666666666,,,1.0,2.0,7.0,5.0,,2.0,3.0,2.0,1.0,,,,1.0,3.0,,1.0,,,-0.51,,,,,,,,,,,,1.0,
14015493,away,282203,FK Železničar Pančevo,1417509,Aleksa Kuljanin,aleksa-kuljanin,M,13,False,18.0,11.0,,,0.0,1.0,2.0,10.0,16.0,,2.0,,,,72.0,38.0,6.3,17.0,,"{'original': 6.3, 'alternative': 6.7}",4,-0.17,0.18,-0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,3,5,61.111111111111114,,,25.0,,2.0,,,5.0,3.0,,,4.0,1.0,,1.0,,2.0,1.0,2.0,,2.0,,,0.13,,,1.0,,1.0,,,,,,,,
14015493,away,282203,FK Železničar Pančevo,1146227,Stefan Pirgić,stefan-pirgic,M,18,False,42.0,34.0,1.0,1.0,0.0,12.0,13.0,22.0,29.0,2.0,4.0,,,,90.0,57.0,6.9,10.0,,"{'original': 6.9, 'alternative': 7.3}",2,-0.06,0.18,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,4,3,80.95238095238095,100.0,,,,,1.0,1.0,4.0,5.0,1.0,1.0,,,3.0,3.0,1.0,1.0,1.0,1.0,,,,,-0.42,,2.0,2.0,,,,,,,,,,
14015493,away,2207,FK Železničar Pančevo,1121629,Dario Grgić,dario-grgic,M,10,False,26.0,22.0,2.0,1.0,0.0,10.0,11.0,12.0,15.0,2.0,3.0,,,,60.0,35.0,6.5,7.0,,"{'original': 6.5, 'alternative': 6.6}",1,0.03,0.0,-0.12,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,2,2,84.61538461538461,50.0,,,,,,,2.0,2.0,1.0,,1.0,,,,,1.0,2.0,,,,,,0.01,,1.0,1.0,,,,,,,,,,
14015493,away,5403,FK Železničar Pančevo,876873,Stefan Cvetković,stefan-cvetkovic,M,11,False,27.0,21.0,2.0,2.0,0.0,6.0,6.0,15.0,21.0,1.0,2.0,,,,90.0,49.0,6.6,18.0,,"{'original': 6.6, 'alternative': 7.3}",3,-0.08,0.18,-0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,1,4,77.77777777777779,100.0,16.666666666666664,,,12.0,,1.0,4.0,2.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,2.0,,,0.03,2.0,2.0,,,1.0,,,,,,,,1.0
14015493,away,282203,FK Železničar Pančevo,1399471,Kwaku Karikari,kwaku-karikari,F,70,False,21.0,17.0,1.0,1.0,0.0,6.0,8.0,11.0,13.0,,2.0,,,,90.0,28.0,6.3,8.0,,"{'original': 6.3, 'alternative': 6.8}",1,-0.26,0.18,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,5,6,2,4,80.95238095238095,100.0,,66.66666666666666,,,3.0,2.0,7.0,4.0,,2.0,3.0,2.0,,,,1.0,,1.0,1.0,1.0,,,-0.03,,1.0,,,,,,,,,,,
14015493,away,1892,FK Železničar Pančevo,1885765,Jovan Milosavljević,jovan-milosavljevic,M,22,True,24.0,18.0,,,0.0,5.0,5.0,13.0,19.0,,1.0,,,,45.0,37.0,6.4,11.0,,"{'original': 6.4, 'alternative': 7.2}",0,-0.3,0.03,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,3,3,1,2,75.0,,33.33333333333333,,,3.0,1.0,2.0,3.0,3.0,,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,4.0,,,,,,,,,,,
14015493,away,195174,FK Železničar Pančevo,869693,Sava Petrov,sava-petrov,F,9,True,4.0,4.0,,,0.0,,,4.0,4.0,,,,,,30.0,6.0,6.6,,,"{'original': 6.6, 'alternative': 6.7}",1,0.05,0.01,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,100.0,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,,,-0.09,,,,,,,,,,,,,
14015493,away,282203,FK Železničar Pančevo,905167,Abdul Yusif,abdul-yusif,D,12,True,20.0,19.0,1.0,1.0,0.0,9.0,9.0,10.0,11.0,,2.0,,,,30.0,26.0,6.6,3.0,,"{'original': 6.6, 'alternative': 6.7}",0,-0.22,0.09,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,95.0,100.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
14015493,away,282203,FK Železničar Pančevo,1146281,Nemanja Vidojević,nemanja-vidojevic,D,5,True,30.0,28.0,2.0,1.0,0.0,15.0,15.0,13.0,15.0,1.0,,,,,24.0,36.0,7.1,2.0,,"{'original': 7.1, 'alternative': 7.1}",1,0.25,0.09,0.21,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,4,3,3,0,93.33333333333333,50.0,,,,,2.0,2.0,2.0,5.0,,,,,,3.0,1.0,,,,,,,,-0.26,,,,,1.0,,,,,,,,
14015493,away,282203,FK Železničar Pančevo,1166015,Nikola Jovanović,nikola-jovanovic,F,17,True,7.0,5.0,1.0,,0.0,2.0,2.0,3.0,5.0,,,,,,18.0,14.0,7.5,5.0,,"{'original': 7.5, 'alternative': 7.5}",4,-0.06,0.08,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,2,0,0,0,71.42857142857143,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,2.0,,,0.51,,,1.0,,1.0,1.0,,,,,,,
14015493,away,282203,FK Železničar Pančevo,1429959,Uroš Tegeltija,uros-tegeltija,M,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015493,away,305165,FK Železničar Pančevo,1001851,Ognjen Lukić,ognjen-lukic,G,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015493,away,282203,FK Železničar Pančevo,1007254,Branislav Knežević,branislav-knezevic,M,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015493,away,282203,FK Železničar Pančevo,1427157,Stefan Mitrovic,stefan-mitrovic,M,80,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015493,away,282203,FK Železničar Pančevo,2063215,Leon Borković,leon-borkovic,G,53,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015493,away,282203,FK Železničar Pančevo,1166001,Janko Jevremović,janko-jevremovic,M,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
