player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType,xgot
"{'name': 'Mihajlo Nešković', 'firstName': 'Mihajlo', 'lastName': 'Nešković', 'slug': 'mihajlo-neskovic', 'shortName': 'M. Nešković', 'position': 'M', 'jerseyNumber': '92', 'userCount': 52, 'gender': 'M', 'id': 858877, 'fieldTranslations': {'nameTranslation': {'ar': 'ميهايلو نيشكوفيتش'}, 'shortNameTranslation': {'ar': 'م. نيشكوفيتش'}}}",True,block,regular,"{'x': 8, 'y': 32, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.02768,7037761,49,,2915,"{'start': {'x': 32, 'y': 8}, 'block': {'x': 32, 'y': 8}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",42,2485,215,shot,"{'x': 8, 'y': 32, 'z': 0}",,
"{'name': 'Momčilo Raspopović', 'slug': 'momcilo-raspopovic', 'shortName': 'M. Raspopović', 'position': 'D', 'jerseyNumber': '20', 'userCount': 40, 'gender': 'M', 'id': 138935, 'fieldTranslations': {'nameTranslation': {'ar': 'مومسيلو راسبوبوفيتش', 'bn': 'মোমচিলো রাস্পোপোভিচ', 'hi': 'मोमचिलो रास्पोपोविक'}, 'shortNameTranslation': {'ar': 'م. راسبوبوفيتش', 'bn': 'এম. রাস্পোপোভিচ', 'hi': 'एम. रास्पोपोविक'}}}",True,miss,free-kick,"{'x': 27, 'y': 28, 'z': 0}",right-foot,close-high-left,"{'x': 0, 'y': 57, 'z': 57.3}",0.0004162,7037775,45,,2644,"{'start': {'x': 28, 'y': 27}, 'end': {'x': 43, 'y': 0}, 'goal': {'x': 43, 'y': 42.7}}",1,56,2644,shot,,,
"{'name': 'Milan Vušurović', 'slug': 'milan-vusurovic', 'shortName': 'M. Vušurović', 'position': 'D', 'jerseyNumber': '17', 'userCount': 23, 'gender': 'M', 'id': 287757, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوسوروفيتش', 'bn': 'মিলান ভুসুরোভিচ', 'hi': 'मिलन वुसुरोविक'}, 'shortNameTranslation': {'ar': 'م. فوسوروفيتش', 'bn': 'এম. ভুসুরোভিচ', 'hi': 'एम. वुसुरोविक'}}}",True,block,regular,"{'x': 21, 'y': 66, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.006884,7037760,45,,2688,"{'start': {'x': 66, 'y': 21}, 'block': {'x': 66, 'y': 21}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,12,2688,shot,"{'x': 21, 'y': 66, 'z': 0}",,
"{'name': 'Ilya Serikov', 'slug': 'ilya-serikov', 'shortName': 'I. Serikov', 'position': 'D', 'jerseyNumber': '5', 'userCount': 41, 'gender': 'M', 'id': 792102, 'fieldTranslations': {'nameTranslation': {'ar': 'إيليا سيريكوف'}, 'shortNameTranslation': {'ar': 'إ. سيريكوف'}}}",True,miss,regular,"{'x': 7, 'y': 47, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.9, 'z': 45.2}",0.3089,7037759,40,,2384,"{'start': {'x': 47, 'y': 7}, 'end': {'x': 58.1, 'y': 0}, 'goal': {'x': 58.1, 'y': 54.8}}",6,316,2384,shot,,,
"{'name': 'Ivan Bojović', 'slug': 'ivan-bojovic', 'shortName': 'I. Bojović', 'position': 'M', 'jerseyNumber': '77', 'userCount': 17, 'gender': 'M', 'id': 1016595, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بويوفيتش', 'bn': 'ইভান বোজোভিচ', 'hi': 'इवान बोजोविक'}, 'shortNameTranslation': {'ar': 'إ. بويوفيتش', 'bn': 'আই. বোজোভিচ', 'hi': 'आई. बोजोविक'}}}",True,save,set-piece,"{'x': 13, 'y': 41, 'z': 0}",head,high-left,"{'x': 0, 'y': 51.9, 'z': 31.1}",0.06628,7037758,32,,1912,"{'start': {'x': 41, 'y': 13}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 68.9}}",14,788,1912,shot,,,0.1519
"{'name': 'Savo Arambašić', 'slug': 'savo-arambasic', 'shortName': 'S. Arambašić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 28, 'gender': 'M', 'id': 1046042, 'fieldTranslations': {'nameTranslation': {'ar': 'سافو أرامباشيتش'}, 'shortNameTranslation': {'ar': 'س. أرامباشيتش'}}}",False,save,regular,"{'x': 6, 'y': 68, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.4, 'z': 15.3}",0.05565,7037757,28,,1626,"{'start': {'x': 68, 'y': 6}, 'end': {'x': 53.6, 'y': 0}, 'goal': {'x': 53.6, 'y': 84.7}}",18,1074,1626,shot,,,0.05255
"{'name': 'Ivan Bojović', 'slug': 'ivan-bojovic', 'shortName': 'I. Bojović', 'position': 'M', 'jerseyNumber': '77', 'userCount': 17, 'gender': 'M', 'id': 1016595, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بويوفيتش', 'bn': 'ইভান বোজোভিচ', 'hi': 'इवान बोजोविक'}, 'shortNameTranslation': {'ar': 'إ. بويوفيتش', 'bn': 'আই. বোজোভিচ', 'hi': 'आई. बोजोविक'}}}",True,miss,regular,"{'x': 22, 'y': 68, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 49.3, 'z': 53.4}",0.03667,7037756,18,,1066,"{'start': {'x': 68, 'y': 22}, 'end': {'x': 50.7, 'y': 0}, 'goal': {'x': 50.7, 'y': 46.6}}",28,1634,1066,shot,,,
"{'name': 'Andrej Pupović', 'slug': 'andrej-pupovic', 'shortName': 'A. Pupović', 'position': 'D', 'jerseyNumber': '91', 'userCount': 11, 'gender': 'M', 'id': 1000577, 'fieldTranslations': {'nameTranslation': {'ar': 'أندري بوبوفيتش'}, 'shortNameTranslation': {'ar': 'أ. بوبوفيتش'}}}",True,miss,corner,"{'x': 29, 'y': 52, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.3, 'z': 42.2}",0.003602,7037755,15,,896,"{'start': {'x': 52, 'y': 29}, 'end': {'x': 58.7, 'y': 0}, 'goal': {'x': 58.7, 'y': 57.8}}",31,1804,896,shot,,,
"{'name': 'Danilo Vukanić', 'slug': 'danilo-vukanic', 'shortName': 'D. Vukanić', 'position': 'M', 'jerseyNumber': '44', 'userCount': 55, 'gender': 'M', 'id': 1423515, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو فوكانيتش'}, 'shortNameTranslation': {'ar': 'د. فوكانيتش'}}}",True,block,corner,"{'x': 20, 'y': 36, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01009,7037754,15,,847,"{'start': {'x': 36, 'y': 20}, 'block': {'x': 36, 'y': 20}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",31,1853,847,shot,"{'x': 20, 'y': 36, 'z': 0}",,
"{'name': 'Mihajlo Nešković', 'firstName': 'Mihajlo', 'lastName': 'Nešković', 'slug': 'mihajlo-neskovic', 'shortName': 'M. Nešković', 'position': 'M', 'jerseyNumber': '92', 'userCount': 52, 'gender': 'M', 'id': 858877, 'fieldTranslations': {'nameTranslation': {'ar': 'ميهايلو نيشكوفيتش'}, 'shortNameTranslation': {'ar': 'م. نيشكوفيتش'}}}",True,save,regular,"{'x': 22, 'y': 24, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.4, 'z': 5.9}",0.01368,7037753,14,,805,"{'start': {'x': 24, 'y': 22}, 'end': {'x': 54.6, 'y': 0}, 'goal': {'x': 54.6, 'y': 94.1}}",32,1895,805,shot,,,0.1766
"{'name': 'Nemanja Nikolić', 'firstName': 'Nemanja Nikolic', 'lastName': '', 'slug': 'nemanja-nikolic', 'shortName': 'N. Nikolić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 339, 'gender': 'M', 'id': 1086387, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا نيكوليتش', 'bn': 'নেমাঞ্জা নিকোলিচ', 'hi': 'नेमांजा निकोलिक'}, 'shortNameTranslation': {'ar': 'ن. نيكوليتش', 'bn': 'এন. নিকোলিচ', 'hi': 'एन. निकोलिक'}}}",True,miss,regular,"{'x': 26, 'y': 64, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 43.5, 'z': 43.3}",0.006136,7037752,10,,550,"{'start': {'x': 64, 'y': 26}, 'end': {'x': 56.5, 'y': 0}, 'goal': {'x': 56.5, 'y': 56.7}}",36,2150,550,shot,,,
