player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Stefan Jovanović', 'slug': 'stefan-jovanovic', 'shortName': 'S. Jovanović', 'position': 'D', 'jerseyNumber': '22', 'userCount': 29, 'gender': 'M', 'id': 879556, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'س. يوفانوفيتش'}}}",True,miss,,assisted,"{'x': 7.1, 'y': 66.9, 'z': 0}",left-foot,right,"{'x': 0, 'y': 39, 'z': 29.2}",5656641,44,2609,"{'start': {'x': 66.9, 'y': 7.1}, 'block': {'x': 61.6, 'y': 0.90000000000001}, 'end': {'x': 61, 'y': 0}, 'goal': {'x': 61, 'y': 70.8}}",2,91,2609,shot,"{'x': 0.90000000000001, 'y': 61.6, 'z': 0}"
"{'name': 'Žarko Udovičić', 'slug': 'zarko-udovicic', 'shortName': 'Ž. Udovičić', 'position': 'D', 'jerseyNumber': '33', 'userCount': 17, 'gender': 'M', 'id': 795938, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو أودوفيتشيتش', 'bn': 'জারকো উডোভিচ', 'hi': 'ज़ारको उदोविचिक'}, 'shortNameTranslation': {'ar': 'ز. أودوفيتشيتش', 'bn': 'জেড. উডোভিচ', 'hi': 'ज़ेड. उदोविचिक'}}}",False,block,,corner,"{'x': 14.8, 'y': 31.2, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.9, 'z': 19}",5656613,42,2474,"{'start': {'x': 31.2, 'y': 14.8}, 'block': {'x': 38.6, 'y': 8.6}, 'end': {'x': 49.1, 'y': 0}, 'goal': {'x': 49.1, 'y': 81}}",4,226,2474,shot,"{'x': 8.6, 'y': 38.6, 'z': 0}"
"{'name': 'Danilo Pantić', 'firstName': '', 'lastName': '', 'slug': 'danilo-pantic', 'shortName': 'D. Pantić', 'position': 'M', 'userCount': 151, 'gender': 'M', 'id': 280827, 'fieldTranslations': {'nameTranslation': {'ar': 'بانتيتش, دانيلو'}, 'shortNameTranslation': {'ar': 'د. بانتيتش'}}}",False,save,,corner,"{'x': 15.3, 'y': 41.3, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.6, 'z': 8.2}",5656573,37,2192,"{'start': {'x': 41.3, 'y': 15.3}, 'block': {'x': 48.7, 'y': 2.4}, 'end': {'x': 48.4, 'y': 0}, 'goal': {'x': 48.4, 'y': 91.8}}",9,508,2192,shot,"{'x': 2.4, 'y': 48.7, 'z': 0}"
"{'name': 'Jovan Ćirić', 'slug': 'jovan-ciric', 'shortName': 'J. Ćirić', 'position': 'M', 'jerseyNumber': '25', 'userCount': 73, 'gender': 'M', 'id': 1595643, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان تشيريتش'}, 'shortNameTranslation': {'ar': 'ي. تشيريتش'}}}",False,miss,,corner,"{'x': 25, 'y': 54.6, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 61.5, 'z': 47.2}",5656771,37,2188,"{'start': {'x': 54.6, 'y': 25}, 'block': {'x': 44.8, 'y': 9.8}, 'end': {'x': 38.5, 'y': 0}, 'goal': {'x': 38.5, 'y': 52.8}}",9,512,2188,shot,"{'x': 9.8, 'y': 44.8, 'z': 0}"
"{'name': 'Branko Jovičić', 'slug': 'branko-jovicic', 'shortName': 'B. Jovičić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 110, 'gender': 'M', 'id': 220231, 'fieldTranslations': {'nameTranslation': {'ar': 'برانكو يوفيتشيتش', 'bn': 'ব্রাঙ্কো জোভিসিক', 'hi': 'ब्रांको जोविकिक'}, 'shortNameTranslation': {'ar': 'ب. يوفيتشيتش', 'bn': 'বি. জোভিসিচ', 'hi': 'बी. जोविकिक'}}}",True,save,,assisted,"{'x': 20.9, 'y': 73.6, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 50.6, 'z': 22.8}",5656426,34,2036,"{'start': {'x': 73.6, 'y': 20.9}, 'block': {'x': 54, 'y': 2.9}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 77.2}}",12,664,2036,shot,"{'x': 2.9, 'y': 54, 'z': 0}"
"{'name': 'Nemanja Milojević', 'firstName': '', 'lastName': '', 'slug': 'nemanja-milojevic', 'shortName': 'N. Milojević', 'position': 'M', 'jerseyNumber': '38', 'userCount': 65, 'gender': 'M', 'id': 837894, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا ميلوجيفيتش'}, 'shortNameTranslation': {'ar': 'ن. ميلوجيفيتش'}}}",False,miss,,assisted,"{'x': 7.3, 'y': 59.9, 'z': 0}",head,close-high,"{'x': 0, 'y': 46.7, 'z': 55.6}",5656412,32,1868,"{'start': {'x': 59.9, 'y': 7.3}, 'end': {'x': 53.3, 'y': 0}, 'goal': {'x': 53.3, 'y': 44.4}}",14,832,1868,shot,
"{'name': 'Uroš Sremčević', 'slug': 'uros-sremcevic', 'shortName': 'U. Sremčević', 'position': 'F', 'jerseyNumber': '17', 'userCount': 1585, 'gender': 'M', 'id': 1166063, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروش سريمشيفيتش'}, 'shortNameTranslation': {'ar': 'أ. سريمشيفيتش'}}}",False,miss,,assisted,"{'x': 17.9, 'y': 55.4, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 57.5, 'z': 51.4}",5656336,26,1548,"{'start': {'x': 55.4, 'y': 17.9}, 'end': {'x': 42.5, 'y': 0}, 'goal': {'x': 42.5, 'y': 48.6}}",20,1152,1548,shot,
"{'name': 'Andrej Todoroski', 'firstName': '', 'lastName': '', 'slug': 'andrej-todoroski', 'shortName': 'A. Todoroski', 'position': 'M', 'jerseyNumber': '10', 'userCount': 89, 'gender': 'M', 'id': 888023, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه تودوروسكي'}, 'shortNameTranslation': {'ar': 'أ. تودوروسكي'}}}",True,save,,assisted,"{'x': 4.6, 'y': 64.4, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 48.4, 'z': 11.4}",5656285,20,1187,"{'start': {'x': 64.4, 'y': 4.6}, 'block': {'x': 59.4, 'y': 2.8}, 'end': {'x': 51.6, 'y': 0}, 'goal': {'x': 51.6, 'y': 88.6}}",26,1513,1187,shot,"{'x': 2.8, 'y': 59.4, 'z': 0}"
"{'name': 'Dragoljub Savić', 'slug': 'dragoljub-savic', 'shortName': 'D. Savić', 'position': 'M', 'jerseyNumber': '21', 'userCount': 54, 'gender': 'M', 'id': 980796, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغوليوب سافيتش', 'bn': 'ড্রাগলজুব স্যাভিক', 'hi': 'ड्रैगोलजुब सैविक'}, 'shortNameTranslation': {'ar': 'د. سافيتش', 'bn': 'ডি. স্যাভিক', 'hi': 'डी. सैविक'}}}",True,miss,,assisted,"{'x': 22.6, 'y': 33.3, 'z': 0}",right-foot,high,"{'x': 0, 'y': 47.2, 'z': 87.5}",5656178,15,842,"{'start': {'x': 33.3, 'y': 22.6}, 'end': {'x': 52.8, 'y': 0}, 'goal': {'x': 52.8, 'y': 12.5}}",31,1858,842,shot,
"{'name': 'Aleksandar Stančić', 'firstName': 'Aleksandar Stancic', 'slug': 'aleksandar-stancic', 'shortName': 'A. Stančić', 'position': 'M', 'jerseyNumber': '16', 'userCount': 47, 'gender': 'M', 'id': 1619543, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر ستانشيتش'}, 'shortNameTranslation': {'ar': 'أ. ستانشيتش'}}}",True,block,,regular,"{'x': 14.8, 'y': 49.7, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.8, 'z': 19}",5656177,14,834,"{'start': {'x': 49.7, 'y': 14.8}, 'block': {'x': 50, 'y': 11.9}, 'end': {'x': 51.2, 'y': 0}, 'goal': {'x': 51.2, 'y': 81}}",32,1866,834,shot,"{'x': 11.9, 'y': 50, 'z': 0}"
"{'name': 'Stefan Jovanović', 'slug': 'stefan-jovanovic', 'shortName': 'S. Jovanović', 'position': 'D', 'jerseyNumber': '22', 'userCount': 29, 'gender': 'M', 'id': 879556, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'س. يوفانوفيتش'}}}",True,miss,,assisted,"{'x': 28.8, 'y': 55, 'z': 0}",right-foot,high,"{'x': 0, 'y': 45, 'z': 62.5}",5656135,10,545,"{'start': {'x': 55, 'y': 28.8}, 'end': {'x': 55, 'y': 0}, 'goal': {'x': 55, 'y': 37.5}}",36,2155,545,shot,
"{'name': 'Branko Jovičić', 'slug': 'branko-jovicic', 'shortName': 'B. Jovičić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 110, 'gender': 'M', 'id': 220231, 'fieldTranslations': {'nameTranslation': {'ar': 'برانكو يوفيتشيتش', 'bn': 'ব্রাঙ্কো জোভিসিক', 'hi': 'ब्रांको जोविकिक'}, 'shortNameTranslation': {'ar': 'ب. يوفيتشيتش', 'bn': 'বি. জোভিসিচ', 'hi': 'बी. जोविकिक'}}}",True,save,,regular,"{'x': 24.8, 'y': 55.2, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.8, 'z': 16.5}",5656118,8,444,"{'start': {'x': 55.2, 'y': 24.8}, 'block': {'x': 51.4, 'y': 2}, 'end': {'x': 53.2, 'y': 0}, 'goal': {'x': 53.2, 'y': 83.5}}",38,2256,444,shot,"{'x': 2, 'y': 51.4, 'z': 0}"
