match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,punches,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,shotOffTarget,outfielderBlock,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,shotValueNormalized,totalCross,fouls,keyPass,accurateCross,onTargetScoringAttempt,dispossessed,totalOffside,blockedScoringAttempt,bigChanceMissed,bigChanceCreated,goals,hitWoodwork,goodHighClaim
14015421,home,263360,FK TSC Bačka Topola,888023,Andrej Todoroski,andrej-todoroski,F,10,False,28.0,24.0,1.0,1.0,0.0,6.0,6.0,18.0,22.0,,3.0,,,,,,90.0,59.0,8.0,18.0,,"{'original': 8, 'alternative': 7.7}",4,0.26,0.25,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,2,11,6,5,85.71428571428571,100.0,,25.0,,2.0,,7.0,6.0,1.0,4.0,1.0,,,,1.0,1.0,5.0,4.0,0.56,3.0,1.0,2.0,,3.0,1.0,,1.0,,1.0,1.0,,
14015421,home,3248,FK TSC Bačka Topola,997191,Miloš Pantović,milos-pantovic,M,27,True,11.0,11.0,,,0.0,4.0,4.0,7.0,7.0,,1.0,,,,,,27.0,22.0,6.6,6.0,,"{'original': 6.6, 'alternative': 6.5}",1,0.03,0.27,-0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,2,7,100.0,,,100.0,,1.0,,8.0,2.0,1.0,2.0,2.0,,,,,,,,-0.1,1.0,1.0,,,1.0,5.0,,,,,,,
14015421,home,382024,FK TSC Bačka Topola,851599,Tyrone Conraad,tyrone-conraad,F,77,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,,,,,26.0,7.0,6.6,1.0,,"{'original': 6.6, 'alternative': 6.6}",0,-0.01,-0.04,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,2,0,100.0,,,,,1.0,,1.0,2.0,,,,,,,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,
14015421,home,263360,FK TSC Bačka Topola,1102967,Vukašin Krstić,vukasin-krstic,D,4,True,12.0,9.0,1.0,,0.0,3.0,4.0,6.0,8.0,,,,,,,,13.0,13.0,6.3,3.0,,"{'original': 6.3, 'alternative': 6.4}",0,0.04,0.03,-0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,75.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14015421,home,263360,FK TSC Bačka Topola,1586205,Bogdan Petrović,bogdan-petrovic,F,9,True,3.0,3.0,,,0.0,3.0,3.0,,,,1.0,,,,,,12.0,6.0,6.4,1.0,,"{'original': 6.4, 'alternative': 6.4}",0,-0.18,0.02,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,100.0,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
14015421,home,263360,FK TSC Bačka Topola,980796,Dragoljub Savić,dragoljub-savic,F,21,True,2.0,1.0,,,0.0,,,1.0,2.0,,1.0,,,,,,2.0,4.0,,2.0,,,1,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,50.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,
14015421,home,263360,FK TSC Bačka Topola,1406133,Andrej Petrović,andrej-petrovic,M,80,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015421,home,263360,FK TSC Bačka Topola,964814,Nemanja Jorgić,nemanja-jorgic,G,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015421,home,263360,FK TSC Bačka Topola,805915,Nikola Simić,nikola-simic,G,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015421,home,263360,FK TSC Bačka Topola,190665,Luka Capan,luka-capan,D,31,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015421,home,2040,FK TSC Bačka Topola,1497358,Miloš Jovičić,milos-jovicic,F,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015421,home,263360,FK TSC Bačka Topola,1146245,Mihajlo Milosavić,mihajlo-milosavic,M,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015421,away,5153,OFK Beograd,1126067,Balša Popović,balsa-popovic,G,1,False,26.0,20.0,16.0,10.0,0.0,11.0,11.0,9.0,15.0,1.0,13.0,3.0,6.0,1.0,1.0,1.0,90.0,44.0,7.7,7.0,0.6468,"{'original': 7.7, 'alternative': 8.2}",0,0.27,0.0,0.23,0.51,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,76.92307692307693,62.5,,,100.0,,,1.0,1.0,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,3.0
14015421,away,5153,OFK Beograd,1104742,Uroš Lazić,uros-lazic,D,21,False,18.0,13.0,3.0,1.0,0.0,11.0,12.0,2.0,6.0,5.0,5.0,,,,,,90.0,33.0,6.7,6.0,,"{'original': 6.7, 'alternative': 6.7}",0,0.1,0.08,0.21,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,1,2,72.22222222222221,33.33333333333333,100.0,,,,1.0,2.0,2.0,,,,,1.0,,1.0,,1.0,,,1.0,2.0,1.0,1.0,,,1.0,,,1.0,,,
14015421,away,5153,OFK Beograd,1981967,Andrej Pavlovic,andrej-pavlovic,D,4,False,45.0,37.0,8.0,3.0,0.0,33.0,36.0,4.0,9.0,8.0,1.0,,,,,,90.0,55.0,6.6,8.0,,"{'original': 6.6, 'alternative': 6.7}",0,0.17,0.06,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,82.22222222222221,37.5,,,,,,2.0,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,
14015421,away,334956,OFK Beograd,1147556,Aleksandar Đermanović,aleksandar-dermanovic,D,15,False,45.0,38.0,7.0,3.0,0.0,33.0,34.0,5.0,11.0,6.0,3.0,,,,,,90.0,57.0,6.8,9.0,,"{'original': 6.8, 'alternative': 6.8}",0,0.03,0.11,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,2,0,84.44444444444444,42.857142857142854,,100.0,,,1.0,,3.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,
14015421,away,5153,OFK Beograd,1104741,Stefan Despotovski,stefan-despotovski,D,2,False,21.0,20.0,2.0,2.0,1.0,10.0,10.0,10.0,11.0,7.0,3.0,,,,,,90.0,48.0,6.9,5.0,,"{'original': 6.9, 'alternative': 7.4}",0,0.27,-0.14,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,1,13,5,8,95.23809523809523,100.0,,50.0,,,1.0,8.0,6.0,1.0,2.0,1.0,,,2.0,3.0,3.0,1.0,1.0,,1.0,5.0,1.0,,,1.0,,,,1.0,,,
14015421,away,5153,OFK Beograd,955061,Edmund Addo,edmund-addo,M,3,False,27.0,20.0,5.0,3.0,0.0,11.0,13.0,9.0,14.0,,4.0,,,,,,90.0,46.0,6.7,12.0,,"{'original': 6.7, 'alternative': 6.6}",0,0.25,0.15,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,3,12,5,7,74.07407407407408,60.0,,50.0,,2.0,1.0,9.0,6.0,3.0,4.0,2.0,,,2.0,3.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,
14015421,away,5153,OFK Beograd,1000367,Miljan Momčilović,miljan-momcilovic,M,14,False,22.0,18.0,3.0,2.0,0.0,13.0,15.0,5.0,7.0,,5.0,,,,,,83.0,33.0,7.2,6.0,,"{'original': 7.2, 'alternative': 7.2}",1,0.01,0.36,0.23,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,5,1,81.81818181818183,66.66666666666666,,,,,,1.0,5.0,1.0,,,,,1.0,3.0,3.0,1.0,2.0,0.05,1.0,,1.0,,1.0,,1.0,,1.0,,,,
14015421,away,5153,OFK Beograd,1087489,Uroš Kabić,uros-kabic,M,17,False,21.0,16.0,2.0,1.0,0.0,7.0,9.0,9.0,12.0,,6.0,,,,,,90.0,39.0,7.4,10.0,,"{'original': 7.4, 'alternative': 7.4}",5,0.34,0.44,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,4,2,76.19047619047619,50.0,,66.66666666666666,,,,2.0,4.0,,3.0,2.0,4.0,1.0,,1.0,1.0,3.0,1.0,-0.64,1.0,1.0,1.0,,1.0,,,,2.0,1.0,,,
14015421,away,334956,OFK Beograd,1147565,Nikola Knežević,nikola-knezevic,M,7,False,20.0,17.0,2.0,1.0,0.0,10.0,10.0,7.0,10.0,,6.0,,,,,,77.0,31.0,7.7,6.0,,"{'original': 7.7, 'alternative': 7.9}",3,0.4,0.38,-0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,3,9,3,6,85.0,50.0,100.0,,,3.0,,9.0,3.0,2.0,,,2.0,,1.0,3.0,2.0,2.0,,0.52,1.0,3.0,3.0,1.0,1.0,1.0,,,,2.0,1.0,,
14015421,away,3036,OFK Beograd,1176881,Diogo Bezerra,diogo-bezerra,M,94,False,20.0,17.0,5.0,3.0,1.0,3.0,3.0,14.0,17.0,1.0,4.0,,,,,,90.0,52.0,6.8,17.0,,"{'original': 6.8, 'alternative': 7.3}",3,0.27,0.45,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,2,12,5,7,85.0,60.0,16.666666666666664,50.0,,2.0,,9.0,5.0,1.0,8.0,4.0,1.0,,2.0,1.0,,3.0,,-0.48,6.0,,3.0,1.0,1.0,2.0,,1.0,1.0,3.0,,,
14015421,away,324661,OFK Beograd,77512,Stefan Šćepović,stefan-scepovic,F,12,False,14.0,7.0,,,0.0,3.0,7.0,4.0,7.0,,,,,,,,63.0,20.0,6.3,9.0,,"{'original': 6.3, 'alternative': 6.8}",2,0.12,0.0,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,4,1,1,0,50.0,,,,,2.0,2.0,2.0,3.0,,,,2.0,,,,,2.0,1.0,-0.69,,,1.0,,,,1.0,,2.0,,,,
14015421,away,5149,OFK Beograd,1937553,Jay Enem,tyron-enem-jay-ifeanyi-junior,F,22,True,9.0,4.0,,,0.0,2.0,3.0,2.0,6.0,,1.0,,,,,,27.0,13.0,8.8,5.0,,"{'original': 8.8, 'alternative': 8.4}",2,-0.58,0.4,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,1,1,44.44444444444444,,,,,1.0,2.0,2.0,3.0,,,,,,,,,,1.0,0.88,,1.0,,,2.0,,,,,,2.0,,
14015421,away,5153,OFK Beograd,1406091,Aleksa Cvetković,aleksa-cvetkovic,M,8,True,4.0,3.0,,,0.0,,,3.0,4.0,2.0,,,,,,,13.0,10.0,6.6,3.0,,"{'original': 6.6, 'alternative': 6.4}",0,0.05,-0.07,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,1,3,75.0,,,33.33333333333333,,,1.0,3.0,2.0,1.0,3.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,
14015421,away,5153,OFK Beograd,1982018,Issiaka Dembele,issiaka-dembele,M,25,True,,,,,0.0,,,,,1.0,,,,,,,8.0,4.0,6.5,,,"{'original': 6.5, 'alternative': 6.6}",0,,,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,2,1,,,,,,,,1.0,2.0,,,,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,
14015421,away,47321,OFK Beograd,1544616,Hugo Alba,hugo-alba,F,9,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015421,away,6079,OFK Beograd,1465579,Mihajlo Petrović,mihajlo-petrovic,M,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015421,away,5153,OFK Beograd,807593,Darko Gojković,darko-gojkovic,D,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015421,away,5153,OFK Beograd,191640,Marko Gobeljić,marko-gobeljic,D,77,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015421,away,5153,OFK Beograd,1939189,Mamadou Fall,moustapha-fall,D,26,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015421,away,5149,OFK Beograd,1406109,Vuk Draškić,vuk-draskic,G,28,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015421,away,5153,OFK Beograd,881211,Uroš Stojanović,uros-stojanovic,D,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
