player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,blockCoordinates
"{'name': 'Vanja Dragojević', 'slug': 'vanja-dragojevic', 'shortName': 'V. Dragojevic', 'position': 'M', 'jerseyNumber': '6', 'userCount': 748, 'gender': 'M', 'id': 1500276, 'fieldTranslations': {'nameTranslation': {'ar': 'فانيا دراجويفيتش'}, 'shortNameTranslation': {'ar': 'ف. دراجويفيتش'}}}",False,save,fast-break,"{'x': 19.4, 'y': 58.3, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 52.3, 'z': 27.2}","{'name': 'Stefan Ranđelović', 'slug': 'stefan-randjelovic', 'shortName': 'S. Ranđelović', 'position': 'G', 'jerseyNumber': '99', 'userCount': 25, 'gender': 'M', 'id': 954755, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رانديليوفيتش'}, 'shortNameTranslation': {'ar': 'س. رانديليوفيتش'}}}",6658276,45,2.0,2797,"{'start': {'x': 58.3, 'y': 19.4}, 'block': {'x': 51.6, 'y': 1.6}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 72.8}}",1,2603,97,shot,,"{'x': 1.6, 'y': 51.6, 'z': 0}"
"{'name': 'Demba Seck', 'slug': 'demba-seck', 'shortName': 'D. Seck', 'position': 'M', 'jerseyNumber': '19', 'userCount': 1135, 'gender': 'M', 'id': 1012248, 'fieldTranslations': {'nameTranslation': {'ar': 'ديمبا سيك', 'bn': 'ডেম্বা সেক', 'hi': 'डेम्बा सेक'}, 'shortNameTranslation': {'ar': 'د. سيك', 'bn': 'ডি. সেক', 'hi': 'डी. सेक'}}}",False,goal,assisted,"{'x': 14.7, 'y': 55.2, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 54.2, 'z': 13.3}","{'name': 'Stefan Ranđelović', 'slug': 'stefan-randjelovic', 'shortName': 'S. Ranđelović', 'position': 'G', 'jerseyNumber': '99', 'userCount': 25, 'gender': 'M', 'id': 954755, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رانديليوفيتش'}, 'shortNameTranslation': {'ar': 'س. رانديليوفيتش'}}}",6658208,39,,2280,"{'start': {'x': 55.2, 'y': 14.7}, 'end': {'x': 45.8, 'y': 0}, 'goal': {'x': 45.8, 'y': 86.7}}",7,420,2280,shot,regular,
"{'name': 'Đorđe Jovanović', 'slug': 'dorde-jovanovic', 'shortName': 'Đ. Jovanović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 37, 'gender': 'M', 'id': 1130262, 'fieldTranslations': {'nameTranslation': {'ar': 'جورجي يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'ج. يوفانوفيتش'}}}",True,miss,corner,"{'x': 23.8, 'y': 46.6, 'z': 0}",head,right,"{'x': 0, 'y': 39.2, 'z': 13.9}","{'name': 'Marko Milošević', 'firstName': '', 'lastName': '', 'slug': 'marko-milosevic', 'shortName': 'M. Milošević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 406, 'gender': 'M', 'id': 844305, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميلوشيفيتش'}, 'shortNameTranslation': {'ar': 'م. ميلوشيفيتش'}}}",6658194,35,,2067,"{'start': {'x': 46.6, 'y': 23.8}, 'end': {'x': 60.8, 'y': 0}, 'goal': {'x': 60.8, 'y': 86.1}}",11,633,2067,shot,,
"{'name': 'Đorđe Jovanović', 'slug': 'dorde-jovanovic', 'shortName': 'Đ. Jovanović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 37, 'gender': 'M', 'id': 1130262, 'fieldTranslations': {'nameTranslation': {'ar': 'جورجي يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'ج. يوفانوفيتش'}}}",True,miss,assisted,"{'x': 18.4, 'y': 31.3, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.5, 'z': 4.2}","{'name': 'Marko Milošević', 'firstName': '', 'lastName': '', 'slug': 'marko-milosevic', 'shortName': 'M. Milošević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 406, 'gender': 'M', 'id': 844305, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميلوشيفيتش'}, 'shortNameTranslation': {'ar': 'م. ميلوشيفيتش'}}}",6658164,33,,1974,"{'start': {'x': 31.3, 'y': 18.4}, 'end': {'x': 41.5, 'y': 0}, 'goal': {'x': 41.5, 'y': 95.8}}",13,726,1974,shot,,
"{'name': 'Demba Seck', 'slug': 'demba-seck', 'shortName': 'D. Seck', 'position': 'M', 'jerseyNumber': '19', 'userCount': 1135, 'gender': 'M', 'id': 1012248, 'fieldTranslations': {'nameTranslation': {'ar': 'ديمبا سيك', 'bn': 'ডেম্বা সেক', 'hi': 'डेम्बा सेक'}, 'shortNameTranslation': {'ar': 'د. سيك', 'bn': 'ডি. সেক', 'hi': 'डी. सेक'}}}",False,goal,assisted,"{'x': 15.8, 'y': 83.8, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.8, 'z': 13.9}","{'name': 'Stefan Ranđelović', 'slug': 'stefan-randjelovic', 'shortName': 'S. Ranđelović', 'position': 'G', 'jerseyNumber': '99', 'userCount': 25, 'gender': 'M', 'id': 954755, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رانديليوفيتش'}, 'shortNameTranslation': {'ar': 'س. رانديليوفيتش'}}}",6658012,24,,1411,"{'start': {'x': 83.8, 'y': 15.8}, 'end': {'x': 46.2, 'y': 0}, 'goal': {'x': 46.2, 'y': 86.1}}",22,1289,1411,shot,regular,
"{'name': 'Vanja Dragojević', 'slug': 'vanja-dragojevic', 'shortName': 'V. Dragojevic', 'position': 'M', 'jerseyNumber': '6', 'userCount': 748, 'gender': 'M', 'id': 1500276, 'fieldTranslations': {'nameTranslation': {'ar': 'فانيا دراجويفيتش'}, 'shortNameTranslation': {'ar': 'ف. دراجويفيتش'}}}",False,save,assisted,"{'x': 15.4, 'y': 67.7, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 46, 'z': 22.2}","{'name': 'Stefan Ranđelović', 'slug': 'stefan-randjelovic', 'shortName': 'S. Ranđelović', 'position': 'G', 'jerseyNumber': '99', 'userCount': 25, 'gender': 'M', 'id': 954755, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رانديليوفيتش'}, 'shortNameTranslation': {'ar': 'س. رانديليوفيتش'}}}",6657993,20,,1173,"{'start': {'x': 67.7, 'y': 15.4}, 'block': {'x': 52.7, 'y': 2.2}, 'end': {'x': 54, 'y': 0}, 'goal': {'x': 54, 'y': 77.8}}",26,1527,1173,shot,,"{'x': 2.2, 'y': 52.7, 'z': 0}"
"{'name': 'Đorđe Jovanović', 'slug': 'dorde-jovanovic', 'shortName': 'Đ. Jovanović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 37, 'gender': 'M', 'id': 1130262, 'fieldTranslations': {'nameTranslation': {'ar': 'جورجي يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'ج. يوفانوفيتش'}}}",True,save,assisted,"{'x': 3.5, 'y': 42.3, 'z': 0}",head,high-centre,"{'x': 0, 'y': 50.4, 'z': 25.3}","{'name': 'Marko Milošević', 'firstName': '', 'lastName': '', 'slug': 'marko-milosevic', 'shortName': 'M. Milošević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 406, 'gender': 'M', 'id': 844305, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميلوشيفيتش'}, 'shortNameTranslation': {'ar': 'م. ميلوشيفيتش'}}}",6657901,11,,647,"{'start': {'x': 42.3, 'y': 3.5}, 'block': {'x': 47.3, 'y': 0.099999999999994}, 'end': {'x': 49.6, 'y': 0}, 'goal': {'x': 49.6, 'y': 74.7}}",35,2053,647,shot,,"{'x': 0.099999999999994, 'y': 47.3, 'z': 0}"
"{'name': 'Lazar Stojanović', 'firstName': 'Lazar', 'lastName': 'Stojanovic', 'slug': 'lazar-stojanovic', 'shortName': 'L. Stojanović', 'position': 'M', 'jerseyNumber': '20', 'userCount': 13, 'gender': 'M', 'id': 1801667, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ستويانوفيتش'}, 'shortNameTranslation': {'ar': 'ل. ستويانوفيتش'}}}",True,block,assisted,"{'x': 15.1, 'y': 70.3, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.6, 'z': 19}","{'name': 'Marko Milošević', 'firstName': '', 'lastName': '', 'slug': 'marko-milosevic', 'shortName': 'M. Milošević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 406, 'gender': 'M', 'id': 844305, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميلوشيفيتش'}, 'shortNameTranslation': {'ar': 'م. ميلوشيفيتش'}}}",6658296,9,,515,"{'start': {'x': 70.3, 'y': 15.1}, 'block': {'x': 57.9, 'y': 7}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 81}}",37,2185,515,shot,,"{'x': 7, 'y': 57.9, 'z': 0}"
"{'name': 'Haris Hajdarević', 'slug': 'haris-hajdarevic', 'shortName': 'H. Hajdarević', 'position': 'M', 'jerseyNumber': '4', 'userCount': 39, 'gender': 'M', 'id': 901590, 'fieldTranslations': {'nameTranslation': {'ar': 'هاريس حاجداريفيتش', 'bn': 'হারিস হাজদারেভিচ', 'hi': 'हारिस हजदारेविक'}, 'shortNameTranslation': {'ar': 'ه. حاجداريفيتش', 'bn': 'এইচ. হাজদারেভিচ', 'hi': 'एच. हजदारेविक'}}}",False,goal,fast-break,"{'x': 2.9, 'y': 40.3, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.6, 'z': 7}","{'name': 'Stefan Ranđelović', 'slug': 'stefan-randjelovic', 'shortName': 'S. Ranđelović', 'position': 'G', 'jerseyNumber': '99', 'userCount': 25, 'gender': 'M', 'id': 954755, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رانديليوفيتش'}, 'shortNameTranslation': {'ar': 'س. رانديليوفيتش'}}}",6657876,8,,450,"{'start': {'x': 40.3, 'y': 2.9}, 'end': {'x': 53.4, 'y': 0}, 'goal': {'x': 53.4, 'y': 93}}",38,2250,450,shot,own,
"{'name': 'Sadick Abubakar', 'firstName': 'Sadick Abubakar', 'lastName': '', 'slug': 'sadick-abubakar', 'shortName': 'S. Abubakar', 'position': 'D', 'jerseyNumber': '37', 'userCount': 47, 'gender': 'M', 'id': 1147568, 'fieldTranslations': {'nameTranslation': {'ar': 'سادك أبو بكر'}, 'shortNameTranslation': {'ar': 'س. بكر'}}}",True,goal,corner,"{'x': 2.6, 'y': 58.3, 'z': 0}",head,low-right,"{'x': 0, 'y': 47.3, 'z': 13.9}","{'name': 'Marko Milošević', 'firstName': '', 'lastName': '', 'slug': 'marko-milosevic', 'shortName': 'M. Milošević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 406, 'gender': 'M', 'id': 844305, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميلوشيفيتش'}, 'shortNameTranslation': {'ar': 'م. ميلوشيفيتش'}}}",6657857,5,,297,"{'start': {'x': 58.3, 'y': 2.6}, 'end': {'x': 52.7, 'y': 0}, 'goal': {'x': 52.7, 'y': 86.1}}",41,2403,297,shot,regular,
