match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,keyPass,blockedScoringAttempt,shotOffTarget,bigChanceCreated,bigChanceMissed
14147312,away,36019,FK Mornar Bar,1392904,Velimir Ljutica,velimir-ljutica,D,32,False,54.0,38.0,6.0,2.0,0.0,21.0,24.0,17.0,29.0,3.0,0.0,0.0,2.0,4.0,6.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,70.0,62.0,6.6,14.0,0.06,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,4,4,70.37037037037037,33.33333333333333,0.0,100.0,,,,,1.0,,
14147312,away,36019,FK Mornar Bar,189001,Jovan Baošić,jovan-baosic,D,15,False,61.0,55.0,6.0,4.0,0.0,38.0,40.0,15.0,19.0,0.0,0.0,2.0,4.0,9.0,5.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,20.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,,,,,,,90.0,73.0,6.6,8.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,6,8,1,7,90.1639344262295,66.66666666666666,,,,,,,,,
14147312,away,36019,FK Mornar Bar,286837,Ilija Martinović,ilija-martinovic,D,25,False,58.0,55.0,2.0,1.0,0.0,36.0,37.0,19.0,21.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,,,,,,,77.0,80.0,6.8,4.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,1,5,94.82758620689656,50.0,,,,,,,,,
14147312,away,36019,FK Mornar Bar,171431,Nikola Stijepović,nikola-stijepovic,D,33,False,26.0,19.0,4.0,1.0,0.0,11.0,14.0,8.0,11.0,1.0,0.0,3.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,70.0,33.0,5.9,8.0,0.0,0.0,"{'original': 5.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,0,6,73.07692307692307,25.0,0.0,0.0,,,1.0,,,,
14147312,away,36019,FK Mornar Bar,94261,Andrija Kaluđerović,andrija-kaluderovic,M,4,False,59.0,48.0,5.0,2.0,0.0,20.0,21.0,28.0,38.0,1.0,0.0,1.0,0.0,15.0,12.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,,12.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,,,,,,90.0,78.0,6.2,10.0,0.0,0.0,"{'original': 6.2, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",27,1,26,12,14,81.35593220338984,40.0,0.0,100.0,,1.0,,1.0,,,
14147312,away,36019,FK Mornar Bar,843005,Marko Đurišić,marko-durisic,M,8,False,40.0,31.0,7.0,3.0,0.0,13.0,17.0,17.0,22.0,0.0,0.0,4.0,1.0,10.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,,,,,,,90.0,50.0,6.7,12.0,0.04,0.06,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,5,8,2,6,77.5,42.857142857142854,,,,1.0,1.0,,,,
14147312,away,36019,FK Mornar Bar,154655,Darko Zorić,darko-zoric,M,18,False,41.0,33.0,2.0,1.0,0.0,11.0,11.0,21.0,29.0,1.0,0.0,3.0,0.0,13.0,7.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,,,,,,,90.0,62.0,7.5,13.0,0.52,0.12,"{'original': 7.5, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,3,17,7,10,80.48780487804879,50.0,0.0,66.66666666666666,,3.0,2.0,,,,
14147312,away,36019,FK Mornar Bar,804419,Demir Skrijelj,demir-skrijelj,M,10,False,17.0,10.0,0.0,0.0,0.0,2.0,5.0,8.0,12.0,3.0,1.0,0.0,0.0,6.0,5.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,,,,,,,60.0,36.0,6.5,12.0,0.18,0.24,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,0,11,5,6,58.82352941176471,,33.33333333333333,100.0,,,1.0,,,,
14147312,away,36019,FK Mornar Bar,1404815,Matija Rovčanin,matija-rovcanin,M,21,False,11.0,8.0,1.0,0.0,0.0,2.0,3.0,6.0,8.0,1.0,1.0,0.0,0.0,8.0,4.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,60.0,21.0,6.5,8.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,0,12,4,8,72.72727272727273,0.0,100.0,50.0,,1.0,,,,1.0,
14147312,away,36019,FK Mornar Bar,856483,Balša Sekulić,balsa-sekulic,F,9,False,23.0,19.0,1.0,1.0,0.0,7.0,8.0,12.0,15.0,3.0,2.0,1.0,0.0,9.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,90.0,37.0,6.6,14.0,0.79,0.15,"{'original': 6.6, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,1,8,82.6086956521739,100.0,66.66666666666666,100.0,,3.0,1.0,,,,1.0
14147312,away,36019,FK Mornar Bar,95583,Stefan Denković,stefan-denkovic,M,7,True,9.0,4.0,0.0,0.0,0.0,,,4.0,9.0,2.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,30.0,21.0,6.8,4.0,0.08,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,0,9,4,5,44.44444444444444,,0.0,100.0,,,,,1.0,,
14147312,away,7727,FK Mornar Bar,1112732,Bojan Pavićević,bojan-pavicevic,M,97,True,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,30.0,9.0,6.4,6.0,0.15,0.0,"{'original': 6.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,3,4,100.0,,,0.0,,1.0,,1.0,,,
14147312,away,405944,FK Mornar Bar,839270,Luka Malešević,luka-malesevic,D,6,True,9.0,5.0,0.0,0.0,0.0,3.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,20.0,15.0,6.5,6.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,2,3,55.55555555555556,,,0.0,,,,,,,
14147312,away,36019,FK Mornar Bar,1484678,Vukas Dragović,vukas-dragovic,D,99,True,17.0,12.0,0.0,0.0,0.0,7.0,8.0,5.0,8.0,1.0,0.0,2.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,20.0,22.0,6.6,4.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,1,3,70.58823529411765,,0.0,100.0,,,,,,,
14147312,away,36019,FK Mornar Bar,1002892,Balša Dubljević,balsa-dubljevic,D,23,True,6.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,13.0,8.0,6.6,3.0,0.0,0.14,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,50.0,0.0,,,,,1.0,,,,
14147312,away,36019,FK Mornar Bar,1498808,Vasilije Stojanović,vasilije-stojanovic,G,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147312,away,36019,FK Mornar Bar,226224,Filip Mitrović,filip-mitrovic,D,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147312,away,36019,FK Mornar Bar,1005622,Jovan Dašić,jovan-dasic,M,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147312,away,36019,FK Mornar Bar,941133,Petar Vukčević,petar-vukcevic,M,19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
