match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,penaltyConceded,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,keyPass,shotOffTarget,dispossessed,bigChanceCreated,blockedScoringAttempt,penaltyWon
14147380,home,6226,FK Dečić Tuzi,869335,Ilir Camaj,ilir-camaj,F,9,False,19.0,15.0,1.0,1.0,1.0,9.0,11.0,6.0,8.0,1.0,0.0,5.0,1.0,17.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,,3.0,3.0,0.0,,,,,,,90.0,36.0,6.9,9.0,0.0,0.36,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",22,6,16,4,12,78.94736842105263,100.0,0.0,,,2.0,,1.0,1.0,,
14147380,home,6226,FK Dečić Tuzi,1394763,Trimror Selimi,trimron-selimi,M,19,True,4.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,,,,,,20.0,10.0,8.7,1.0,0.43,0.0,"{'original': 8.7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,1,2,75.0,,,,,,,,,,
14147380,home,6226,FK Dečić Tuzi,1108587,Robert Gjelaj,robert-gjelaj,D,23,True,6.0,4.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,,,,,24.0,7.0,6.3,5.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,0,4,66.66666666666666,,,,,,,,,,
14147380,home,6226,FK Dečić Tuzi,2073399,Mark Djokaj,mark-djokaj,M,11,True,7.0,7.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,8.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,,,,,,,24.0,14.0,6.7,1.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,3,6,100.0,,,100.0,,,,,,,
14147380,home,6226,FK Dečić Tuzi,44305,Draško Božović,drasko-bozovic,M,7,True,6.0,6.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,,,,,,,6.0,7.0,6.4,1.0,0.0,0.07,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,100.0,,100.0,,,1.0,,,,,
14147380,home,829702,FK Dečić Tuzi,1063190,Bogdan Milić,bogdan-milic,D,24,True,1.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,2.0,3.0,,2.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,0,2,0.0,,,,,,,,,,
14147380,home,6226,FK Dečić Tuzi,1976287,Andrej Camaj,andrej-camaj,G,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147380,home,6226,FK Dečić Tuzi,1877899,Pjeter Ljuljduraj,pjeter-ljuljduraj,D,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147380,home,6226,FK Dečić Tuzi,1799572,Halil Kajoshaj,halil-kajoshaj,D,50,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147380,home,6226,FK Dečić Tuzi,1196772,Arlind Maloku,arlind-maloku,M,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147380,away,37956,FK Arsenal Tivat,800147,Bojan Zogović,bojan-zogovic,G,1,False,15.0,12.0,11.0,8.0,0.0,7.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,90.0,16.0,5.6,5.0,0.0,0.0,"{'original': 5.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,80.0,72.72727272727273,,,,,,,,,
14147380,away,37956,FK Arsenal Tivat,1163504,David Sim,david-sim,D,17,False,36.0,20.0,2.0,0.0,0.0,9.0,12.0,10.0,23.0,1.0,0.0,0.0,0.0,18.0,4.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,1.0,,0.0,2.0,0.0,,,,,,,90.0,60.0,5.4,22.0,0.0,0.0,"{'original': 5.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",22,0,22,4,18,55.55555555555556,0.0,0.0,20.0,,,,,,,
14147380,away,37956,FK Arsenal Tivat,1804545,Gojko Petović,gojko-petrovic,D,5,False,46.0,34.0,5.0,1.0,0.0,20.0,22.0,13.0,22.0,1.0,0.0,1.0,1.0,12.0,8.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,,11.0,0.0,0.0,0.0,0.0,2.0,,4.0,1.0,0.0,,,,,,,90.0,65.0,5.7,13.0,0.0,0.0,"{'original': 5.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,2,18,7,11,73.91304347826086,20.0,0.0,0.0,,,,,,,
14147380,away,37956,FK Arsenal Tivat,889352,Zoran Mikijelj,zoran-mikijelj,D,19,False,36.0,30.0,9.0,8.0,0.0,20.0,21.0,10.0,14.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,,0.0,1.0,1.0,,,,,,,65.0,46.0,6.8,4.0,0.76,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,4,0,0,0,83.33333333333334,88.88888888888889,,,,,,,,,
14147380,away,37956,FK Arsenal Tivat,984070,Marko Živanović,marko-zivanovic,D,26,False,48.0,45.0,2.0,2.0,0.0,32.0,33.0,12.0,13.0,0.0,0.0,4.0,7.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,90.0,53.0,6.2,7.0,0.0,0.0,"{'original': 6.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",26,11,15,4,11,93.75,100.0,,,,,,,,,
14147380,away,37956,FK Arsenal Tivat,184773,Irfan Šahman,irfan-sahman,M,8,False,35.0,32.0,1.0,0.0,0.0,23.0,23.0,9.0,12.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,0.0,1.0,,1.0,2.0,0.0,,,,,,,65.0,43.0,6.4,4.0,0.03,0.02,"{'original': 6.4, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,2,2,91.42857142857143,0.0,,,,1.0,,,,1.0,
14147380,away,37956,FK Arsenal Tivat,1005627,Aleksa Ćetković,aleksa-cetkovic,M,28,False,49.0,41.0,8.0,5.0,1.0,13.0,15.0,25.0,30.0,3.0,2.0,3.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,2.0,,1.0,4.0,0.0,,,,,,,90.0,66.0,6.9,15.0,0.03,0.13,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,5,15,2,13,83.6734693877551,62.5,66.66666666666666,,,1.0,,2.0,,1.0,
14147380,away,203041,FK Arsenal Tivat,895528,Ljubiša Pecelj,ljubisa-pecelj,M,13,False,32.0,24.0,5.0,2.0,0.0,15.0,17.0,9.0,15.0,1.0,0.0,1.0,0.0,13.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,65.0,49.0,6.0,9.0,0.0,0.0,"{'original': 6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,1,16,4,12,75.0,40.0,0.0,66.66666666666666,,,,1.0,,,
14147380,away,37956,FK Arsenal Tivat,842506,Aleksandar Macanović,aleksandar-macanovic,M,20,False,36.0,30.0,1.0,0.0,0.0,13.0,15.0,17.0,20.0,1.0,1.0,4.0,1.0,15.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,,1.0,1.0,0.0,,,,,,,77.0,55.0,6.8,16.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,5,16,5,11,83.33333333333334,0.0,100.0,100.0,,,,1.0,,,1.0
14147380,away,37956,FK Arsenal Tivat,1947605,Petar Ražnatović,petar-raznatovic,M,10,False,30.0,23.0,1.0,0.0,0.0,3.0,4.0,17.0,23.0,1.0,0.0,4.0,0.0,17.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,,,,,,,90.0,44.0,6.5,16.0,0.03,0.0,"{'original': 6.5, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,4,17,4,13,76.66666666666667,0.0,0.0,66.66666666666666,,,2.0,,,,
14147380,away,37956,FK Arsenal Tivat,2296517,Marko Telesmanić,marko-telesmanic,F,23,False,10.0,8.0,0.0,0.0,0.0,3.0,4.0,5.0,6.0,0.0,0.0,4.0,0.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,,2.0,3.0,0.0,,,,,,,45.0,17.0,6.6,5.0,0.0,0.02,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,4,7,1,6,80.0,,,100.0,,1.0,,,,,
14147380,away,37956,FK Arsenal Tivat,808566,Armin Bošnjak,armin-bosnjak,F,7,True,21.0,14.0,0.0,0.0,0.0,4.0,4.0,10.0,17.0,6.0,2.0,0.0,1.0,3.0,7.0,1.0,6.0,5.0,1.0,1.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,,,,,45.0,34.0,7.9,6.0,0.16,0.17,"{'original': 7.9, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,6,3,66.66666666666666,,33.33333333333333,83.33333333333334,,1.0,,,,1.0,
14147380,away,37956,FK Arsenal Tivat,1030485,Petar Mališić,petar-malisic,D,15,True,3.0,3.0,0.0,0.0,0.0,,,3.0,3.0,0.0,0.0,0.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,25.0,9.0,6.3,3.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,0,6,100.0,,,,,,,,,,
14147380,away,37956,FK Arsenal Tivat,58157,Jovan Nikolić,jovan-nikolic,D,4,True,24.0,21.0,5.0,4.0,0.0,13.0,13.0,8.0,11.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,25.0,28.0,6.8,3.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,0,1,87.5,80.0,,,,,,,,,
14147380,away,37956,FK Arsenal Tivat,205970,Julian Montenegro,julian-montenegro,F,11,True,3.0,1.0,1.0,0.0,0.0,,,1.0,3.0,0.0,0.0,3.0,1.0,7.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,,,,,,,25.0,14.0,7.0,6.0,0.17,0.03,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,4,4,33.33333333333333,0.0,,100.0,,1.0,,,,,
14147380,away,37956,FK Arsenal Tivat,1396429,Nemanja Bojanić,nemanja-bojanic,M,18,True,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,,,,,,,13.0,7.0,6.3,1.0,0.04,0.0,"{'original': 6.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,2,8,100.0,,,0.0,,,1.0,,,,
14147380,away,37956,FK Arsenal Tivat,1423516,Ivan Božinović,ivan-bozinovic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147380,away,37956,FK Arsenal Tivat,1799087,Mihailo Živaljević,mihailo-zivaljevic,D,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147380,away,37956,FK Arsenal Tivat,2267444,Mihailo Micanovic,mihailo-micanovic,,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
