match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,aerialWon,duelWon,totalClearance,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,punches,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,aerialLost,duelLost,challengeLost,totalContest,wonContest,shotOffTarget,interceptionWon,totalTackle,wonTackle,wasFouled,shotValueNormalized,outfielderBlock,fouls,unsuccessfulTouch,keyPass,totalCross,accurateCross,onTargetScoringAttempt,blockedScoringAttempt,dispossessed,totalOffside,bigChanceCreated,bigChanceMissed,goals,lastManTackle
14015459,away,5150,FK Vojvodina,844128,Dragan Rosić,dragan-rosic,G,12,False,19.0,11.0,11.0,3.0,0.0,8.0,9.0,3.0,10.0,,,,8.0,1.0,4.0,4.0,,90.0,29.0,7.6,9.0,0.941,"{'original': 7.6, 'alternative': 7.1}",0,0.07,0.04,-0.05,0.58,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,57.89473684210527,27.27272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015459,away,5150,FK Vojvodina,862782,Lazar Nikolić,lazar-nikolic,D,22,False,37.0,22.0,10.0,1.0,0.0,9.0,13.0,13.0,24.0,,3.0,2.0,2.0,,,,,90.0,68.0,6.9,22.0,,"{'original': 6.9, 'alternative': 6.7}",1,0.21,0.14,0.26,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,3,1,59.45945945945946,10.0,,100.0,,,1.0,,1.0,1.0,,,2.0,2.0,,-0.04,1.0,,,,3.0,,,1.0,1.0,,,,,
14015459,away,47,FK Vojvodina,1198768,Collins Sichenje,collins-sichenje,D,29,False,14.0,13.0,,,0.0,7.0,8.0,6.0,6.0,1.0,3.0,2.0,1.0,,,,,43.0,22.0,5.3,4.0,,"{'original': 5.3, 'alternative': 5.4}",1,0.02,0.06,-0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,2,2,92.85714285714286,,,,,,2.0,,,,1.0,,1.0,,1.0,-0.04,,3.0,2.0,,1.0,,,,,,,,,
14015459,away,5150,FK Vojvodina,795878,Đorđe Crnomarković,dorde-crnomarkovic,D,5,False,57.0,47.0,7.0,2.0,0.0,31.0,34.0,16.0,23.0,4.0,6.0,5.0,4.0,,,,,90.0,72.0,7.1,11.0,,"{'original': 7.1, 'alternative': 6.5}",0,0.29,0.14,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,8,5,2,3,82.45614035087719,28.57142857142857,,,,4.0,7.0,,1.0,,,1.0,2.0,1.0,,,1.0,2.0,,,,,,,,,,,,
14015459,away,2445,FK Vojvodina,1152947,Stefan Bukinac,stefan-bukinac,D,30,False,31.0,24.0,1.0,,0.0,8.0,10.0,16.0,21.0,1.0,6.0,,2.0,,,,,85.0,60.0,6.8,11.0,,"{'original': 6.8, 'alternative': 7.2}",1,0.25,0.04,-0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,5,2,77.41935483870968,,100.0,100.0,,1.0,3.0,,1.0,1.0,,1.0,1.0,1.0,3.0,-0.06,,1.0,2.0,1.0,2.0,2.0,1.0,,1.0,,,,,
14015459,away,5150,FK Vojvodina,844179,Njegoš Petrović,njegos-petrovic,M,18,False,45.0,36.0,7.0,3.0,0.0,19.0,22.0,17.0,23.0,1.0,3.0,,4.0,,,,,90.0,56.0,6.7,13.0,,"{'original': 6.7, 'alternative': 6.8}",0,0.17,0.03,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,2,2,80.0,42.857142857142854,,,,1.0,3.0,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,2.0,,,,1.0,,,,,
14015459,away,5150,FK Vojvodina,1892868,Kufre Eta,kufre-eta,M,2,False,45.0,31.0,5.0,,0.0,21.0,25.0,10.0,20.0,4.0,8.0,3.0,9.0,,,,,85.0,65.0,6.4,19.0,,"{'original': 6.4, 'alternative': 6.4}",1,-0.13,0.25,0.5,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,6,9,4,5,68.88888888888889,,,50.0,,2.0,7.0,1.0,2.0,1.0,,1.0,2.0,,1.0,-0.06,,3.0,4.0,,,,,1.0,,,,,,1.0
14015459,away,5150,FK Vojvodina,194450,Uroš Nikolić,uros-nikolic,M,10,False,25.0,20.0,2.0,1.0,0.0,8.0,8.0,12.0,17.0,,3.0,,3.0,,,,,69.0,36.0,6.9,9.0,,"{'original': 6.9, 'alternative': 7.1}",1,0.03,0.01,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,3,0,80.0,50.0,,,,,,,,,,1.0,2.0,2.0,1.0,0.16,,,,1.0,4.0,,1.0,,,,,,,
14015459,away,5150,FK Vojvodina,1403053,Marko Mladenović,mladenovic-marko,M,11,False,12.0,12.0,1.0,1.0,0.0,4.0,4.0,8.0,8.0,,1.0,,,,,,,45.0,15.0,6.2,2.0,,"{'original': 6.2, 'alternative': 6.5}",0,-0.23,0.16,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,1,2,100.0,100.0,,100.0,,1.0,3.0,,1.0,1.0,,,,,,,,2.0,,,2.0,,,,,,,,,
14015459,away,5150,FK Vojvodina,938000,Lazar Ranđelović,lazar-randelovic,M,77,False,31.0,27.0,,,0.0,4.0,6.0,23.0,25.0,,2.0,,4.0,,,,,90.0,55.0,5.5,18.0,,"{'original': 5.5, 'alternative': 6.1}",3,-0.42,0.06,-0.08,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,4,9,2,7,87.09677419354838,,,33.33333333333333,,4.0,11.0,,6.0,2.0,1.0,,,,,-0.05,,1.0,3.0,,4.0,,1.0,1.0,2.0,,,,,
14015459,away,5150,FK Vojvodina,795913,John Mary,john-mary,F,28,False,21.0,16.0,,,0.0,4.0,5.0,12.0,16.0,4.0,7.0,,,,,,,69.0,30.0,6.7,10.0,,"{'original': 6.7, 'alternative': 7.1}",0,0.02,0.04,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,10,4,3,1,76.19047619047619,,,50.0,,6.0,7.0,,2.0,1.0,,,,,2.0,,,,3.0,3.0,,,,,,,,,,
14015459,away,5150,FK Vojvodina,1656621,Petar Sukačev,petar-sukacev,M,27,True,10.0,6.0,1.0,1.0,0.0,3.0,5.0,3.0,5.0,,,,1.0,,,,,45.0,16.0,6.2,10.0,,"{'original': 6.2, 'alternative': 6.2}",0,-0.28,0.01,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,0,4,60.0,100.0,,,,,4.0,,1.0,,,,,,,,,,2.0,,,,,,3.0,,,,,
14015459,away,5150,FK Vojvodina,842317,Aleksa Vukanović,aleksa-vukanovic,F,9,True,5.0,4.0,,,0.0,,,4.0,5.0,,1.0,,,,,,,21.0,8.0,6.5,2.0,,"{'original': 6.5, 'alternative': 6.8}",1,-0.01,0.0,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,80.0,,,,,1.0,1.0,,,,,,,,1.0,0.09,,,,,,,1.0,,,,,,,
14015459,away,5150,FK Vojvodina,858238,Milutin Vidosavljević,milutin-vidosavljevic,F,55,True,8.0,5.0,1.0,1.0,0.0,,,5.0,8.0,,2.0,2.0,1.0,,,,,21.0,19.0,6.7,7.0,,"{'original': 6.7, 'alternative': 6.8}",1,0.13,0.02,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,2,2,62.5,100.0,50.0,100.0,,,2.0,1.0,1.0,1.0,,,1.0,1.0,,-0.12,,1.0,3.0,1.0,2.0,1.0,,1.0,,,,,,
14015459,away,5150,FK Vojvodina,1165848,Siniša Tanjga,sinisa-tanjga,M,6,True,5.0,4.0,1.0,,0.0,2.0,2.0,2.0,3.0,,1.0,1.0,,,,,,12.0,8.0,6.6,1.0,,"{'original': 6.6, 'alternative': 6.5}",0,0.02,-0.01,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,80.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
14015459,away,25737,FK Vojvodina,1085212,Ibrahim Mustapha,ibrahim-mustapha,F,17,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,,,,,,,,,12.0,5.0,6.4,,,"{'original': 6.4, 'alternative': 6.5}",0,-0.03,0.01,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,100.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
14015459,away,5150,FK Vojvodina,50306,Slobodan Medojević,slobodan-medojevic,M,34,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015459,away,5150,FK Vojvodina,1114797,Dragan Kokanović,dragan-kokanovic,M,20,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015459,away,5150,FK Vojvodina,974434,Lucas Barros,lucas-barros,D,23,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015459,away,5150,FK Vojvodina,1102771,Matija Gočmanac,matija-gocmanac,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015459,away,5150,FK Vojvodina,796365,Mihai Butean,mihai-butean,D,16,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015459,away,5150,FK Vojvodina,257071,Vukan Savićević,vukan-savicevic,M,8,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
