player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType,addedTime
"{'name': 'Aleksandar Lutovac', 'firstName': 'Aleksandar', 'lastName': 'Lutovac', 'slug': 'aleksandar-lutovac', 'shortName': 'A. Lutovac', 'position': 'M', 'jerseyNumber': '15', 'userCount': 43, 'gender': 'M', 'id': 799152, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر لوتوفاك', 'bn': 'আলেকসান্ডার লুটোভাক', 'hi': 'अलेक्जेंडर लुटोवैक'}, 'shortNameTranslation': {'ar': 'أ. لوتوفاك', 'bn': 'এ. লুটোভাক', 'hi': 'ए. लुटोवैक'}}}",False,miss,assisted,"{'x': 11.7, 'y': 52.6, 'z': 0}",head,left,"{'x': 0, 'y': 60.3, 'z': 19.4}",5654789,44,2632,"{'start': {'x': 52.6, 'y': 11.7}, 'end': {'x': 39.7, 'y': 0}, 'goal': {'x': 39.7, 'y': 80.6}}",2,68,2632,shot,,,
"{'name': 'Filip Krstić', 'firstName': 'Filip', 'lastName': 'Krstić', 'slug': 'filip-krstic', 'shortName': 'F. Krstić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 16, 'gender': 'M', 'id': 840862, 'fieldTranslations': {'nameTranslation': {'ar': 'فيليب كريستيتش'}, 'shortNameTranslation': {'ar': 'ف. كريستيتش'}}}",False,miss,corner,"{'x': 7.7, 'y': 55, 'z': 0}",head,left,"{'x': 0, 'y': 59.7, 'z': 8.3}",5654720,43,2522,"{'start': {'x': 55, 'y': 7.7}, 'block': {'x': 44.8, 'y': 2.4}, 'end': {'x': 40.3, 'y': 0}, 'goal': {'x': 40.3, 'y': 91.7}}",3,178,2522,shot,"{'x': 2.4, 'y': 44.8, 'z': 0}",,
"{'name': 'Aleksandar Lutovac', 'firstName': 'Aleksandar', 'lastName': 'Lutovac', 'slug': 'aleksandar-lutovac', 'shortName': 'A. Lutovac', 'position': 'M', 'jerseyNumber': '15', 'userCount': 43, 'gender': 'M', 'id': 799152, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر لوتوفاك', 'bn': 'আলেকসান্ডার লুটোভাক', 'hi': 'अलेक्जेंडर लुटोवैक'}, 'shortNameTranslation': {'ar': 'أ. لوتوفاك', 'bn': 'এ. লুটোভাক', 'hi': 'ए. लुटोवैक'}}}",False,block,set-piece,"{'x': 25.7, 'y': 52.1, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 54.4, 'z': 19}",5654671,39,2285,"{'start': {'x': 52.1, 'y': 25.7}, 'block': {'x': 51.6, 'y': 23.8}, 'end': {'x': 45.6, 'y': 0}, 'goal': {'x': 45.6, 'y': 81}}",7,415,2285,shot,"{'x': 23.8, 'y': 51.6, 'z': 0}",,
"{'name': 'Filip Krstić', 'firstName': 'Filip', 'lastName': 'Krstić', 'slug': 'filip-krstic', 'shortName': 'F. Krstić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 16, 'gender': 'M', 'id': 840862, 'fieldTranslations': {'nameTranslation': {'ar': 'فيليب كريستيتش'}, 'shortNameTranslation': {'ar': 'ف. كريستيتش'}}}",False,block,free-kick,"{'x': 25.3, 'y': 46.8, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.8, 'z': 19}",5654670,39,2282,"{'start': {'x': 46.8, 'y': 25.3}, 'block': {'x': 47.8, 'y': 14.6}, 'end': {'x': 49.2, 'y': 0}, 'goal': {'x': 49.2, 'y': 81}}",7,418,2282,shot,"{'x': 14.6, 'y': 47.8, 'z': 0}",,
"{'name': 'Vladimir Miletić', 'firstName': '', 'lastName': '', 'slug': 'vladimir-miletic', 'shortName': 'V. Miletić', 'position': 'M', 'jerseyNumber': '95', 'userCount': 51, 'gender': 'M', 'id': 998786, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير ميليتيتش'}, 'shortNameTranslation': {'ar': 'ف. ميليتيتش'}}}",False,miss,assisted,"{'x': 9.5, 'y': 52.6, 'z': 0}",right-foot,high,"{'x': 0, 'y': 48.1, 'z': 63.9}",5654109,29,1710,"{'start': {'x': 52.6, 'y': 9.5}, 'end': {'x': 51.9, 'y': 0}, 'goal': {'x': 51.9, 'y': 36.1}}",17,990,1710,shot,,,
"{'name': 'Miloš Spasić', 'firstName': '', 'lastName': '', 'slug': 'milos-spasic', 'shortName': 'M. Spasić', 'position': 'F', 'jerseyNumber': '97', 'userCount': 83, 'gender': 'M', 'id': 1022054, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش سباسيتش'}, 'shortNameTranslation': {'ar': 'م. سباسيتش'}}}",True,save,assisted,"{'x': 7, 'y': 52.8, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.4, 'z': 5.6}",5653733,27,1585,"{'start': {'x': 52.8, 'y': 7}, 'block': {'x': 48.7, 'y': 0.90000000000001}, 'end': {'x': 47.6, 'y': 0}, 'goal': {'x': 47.6, 'y': 94.4}}",19,1115,1585,shot,"{'x': 0.90000000000001, 'y': 48.7, 'z': 0}",,
"{'name': 'Andrija Majdevac', 'firstName': '', 'lastName': '', 'slug': 'andrija-majdevac', 'shortName': 'A. Majdevac', 'position': 'F', 'jerseyNumber': '11', 'userCount': 71, 'gender': 'M', 'id': 796223, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا ماجديفاك', 'bn': 'আন্দ্রিজা মাজদেভাক', 'hi': 'एंड्रीजा मजदेवैक'}, 'shortNameTranslation': {'ar': 'أ. ماجديفاك', 'bn': 'এ. মাজদেভাক', 'hi': 'ए. मजदेवैक'}}}",False,miss,regular,"{'x': 21.3, 'y': 39.1, 'z': 0}",left-foot,left,"{'x': 0, 'y': 60.7, 'z': 6.9}",5654240,26,1532,"{'start': {'x': 39.1, 'y': 21.3}, 'block': {'x': 39.9, 'y': 14.7}, 'end': {'x': 39.3, 'y': 0}, 'goal': {'x': 39.3, 'y': 93.1}}",20,1168,1532,shot,"{'x': 14.7, 'y': 39.9, 'z': 0}",,
"{'name': 'Dušan Pavlović', 'firstName': 'Dusan Pavlovic', 'lastName': '', 'slug': 'dusan-pavlovic', 'shortName': 'D. Pavlović', 'position': 'D', 'jerseyNumber': '15', 'userCount': 69, 'gender': 'M', 'id': 1165955, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان بافلوفيتش'}, 'shortNameTranslation': {'ar': 'د. بافلوفيتش'}}}",True,goal,assisted,"{'x': 7.7, 'y': 70.5, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53, 'z': 1.3}",5653159,23,1320,"{'start': {'x': 70.5, 'y': 7.7}, 'end': {'x': 47, 'y': 0}, 'goal': {'x': 47, 'y': 98.7}}",23,1380,1320,shot,,regular,
"{'name': 'Nikola Srećković', 'slug': 'nikola-sreckovic', 'shortName': 'N. Srećković', 'position': 'M', 'jerseyNumber': '20', 'userCount': 42, 'gender': 'M', 'id': 810663, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سريتشكوفيتش'}, 'shortNameTranslation': {'ar': 'ن. سريتشكوفيتش'}}}",True,goal,assisted,"{'x': 10.5, 'y': 34, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.1, 'z': 1.9}",5652872,20,1140,"{'start': {'x': 34, 'y': 10.5}, 'end': {'x': 45.9, 'y': 0}, 'goal': {'x': 45.9, 'y': 98.1}}",26,1560,1140,shot,,regular,
"{'name': 'Filip Krstić', 'firstName': 'Filip', 'lastName': 'Krstić', 'slug': 'filip-krstic', 'shortName': 'F. Krstić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 16, 'gender': 'M', 'id': 840862, 'fieldTranslations': {'nameTranslation': {'ar': 'فيليب كريستيتش'}, 'shortNameTranslation': {'ar': 'ف. كريستيتش'}}}",False,miss,corner,"{'x': 6.4, 'y': 53.8, 'z': 0}",head,close-right,"{'x': 0, 'y': 42.4, 'z': 12.5}",5652720,18,1076,"{'start': {'x': 53.8, 'y': 6.4}, 'end': {'x': 57.6, 'y': 0}, 'goal': {'x': 57.6, 'y': 87.5}}",28,1624,1076,shot,,,
"{'name': 'Nemanja Đeković', 'firstName': '', 'lastName': '', 'slug': 'nemanja-dekovic', 'shortName': 'N. Đeković', 'position': 'D', 'jerseyNumber': '25', 'userCount': 89, 'gender': 'M', 'id': 1102161, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا ديكوفيتش'}, 'shortNameTranslation': {'ar': 'ن. ديكوفيتش'}}}",False,block,free-kick,"{'x': 21.8, 'y': 68.5, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.5, 'z': 19}",5652719,18,1042,"{'start': {'x': 68.5, 'y': 21.8}, 'block': {'x': 62.3, 'y': 15}, 'end': {'x': 48.5, 'y': 0}, 'goal': {'x': 48.5, 'y': 81}}",28,1658,1042,shot,"{'x': 15, 'y': 62.3, 'z': 0}",,
"{'name': 'Uroš Ignjatović', 'firstName': '', 'lastName': '', 'slug': 'uros-ignjatovic', 'shortName': 'U. Ignjatović', 'position': 'D', 'jerseyNumber': '24', 'userCount': 28, 'gender': 'M', 'id': 984877, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروس إيجناتوفيتش', 'bn': 'উরোস ইগনজাতোভিচ', 'hi': 'उरोस इग्नाटोविक'}, 'shortNameTranslation': {'ar': 'أ. إيجناتوفيتش', 'bn': 'ইউ. ইগনজাতোভিচ', 'hi': 'यू.. इग्नाटोविक'}}}",False,block,assisted,"{'x': 15.1, 'y': 53, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.3, 'z': 19}",5652042,13,750,"{'start': {'x': 53, 'y': 15.1}, 'block': {'x': 52.7, 'y': 13.2}, 'end': {'x': 50.7, 'y': 0}, 'goal': {'x': 50.7, 'y': 81}}",33,1950,750,shot,"{'x': 13.2, 'y': 52.7, 'z': 0}",,
