match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,keyPass,interceptionWon,shotOffTarget,bigChanceCreated,blockedScoringAttempt,bigChanceMissed,hitWoodwork
14147447,home,327162,Mladost DG,1620437,Jagoš Roganović,jagos-roganovic,F,29,False,20.0,13.0,3.0,2.0,1.0,5.0,7.0,8.0,13.0,1.0,0.0,2.0,4.0,7.0,11.0,0.0,6.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,90.0,39.0,8.9,12.0,1.01,0.51,"{'original': 8.9, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,6,12,7,5,65.0,66.66666666666666,0.0,100.0,,1.0,1.0,,,1.0,,,
14147447,home,327162,Mladost DG,1030487,Anđelko Jovanović,andelko-jovanovic,M,10,True,22.0,15.0,2.0,0.0,0.0,3.0,6.0,11.0,15.0,3.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,25.0,27.0,6.3,6.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,3,1,68.18181818181817,0.0,33.33333333333333,,,1.0,,1.0,,,,,
14147447,home,35223,Mladost DG,1648560,Nikola Pavličević,nikola-pavlicevic,M,11,True,14.0,11.0,1.0,1.0,1.0,5.0,5.0,6.0,9.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,25.0,24.0,7.2,6.0,0.0,0.34,"{'original': 7.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,4,2,78.57142857142857,100.0,100.0,0.0,,,1.0,2.0,,1.0,,,
14147447,home,6225,Mladost DG,804420,Zeljko Krstovic,zeljko-krstovic,M,19,True,20.0,17.0,1.0,1.0,0.0,9.0,11.0,8.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16.0,21.0,6.4,3.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,0,2,85.0,100.0,,,,,,,,,,,
14147447,home,327162,Mladost DG,1426667,Matija Vukčević,matija-vukcevic,D,44,True,11.0,10.0,1.0,0.0,0.0,4.0,5.0,6.0,6.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,8.0,12.0,6.6,1.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,0,2,90.9090909090909,0.0,100.0,,,,1.0,,,,,,
14147447,home,327162,Mladost DG,1149286,Nikola Radusinović,nikola-radusinovic,M,16,True,6.0,5.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,8.0,7.0,6.5,1.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,0,2,83.33333333333334,,,,,,,,,,,,
14147447,home,327162,Mladost DG,1094114,Rajko Boljević,rajko-boljevic,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147447,home,327162,Mladost DG,1036138,Jovan Vujisic,jovan-vujisic,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147447,home,37958,Mladost DG,1005618,Nikola Vukotić,nikola-vukotic,D,35,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147447,home,327162,Mladost DG,2444828,Gustavo Fabián López,gustavo-fabian-lopez,F,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147447,away,6219,FK Jedinstvo Bijelo Polje,1134689,Goran Aković,goran-akovic,G,44,False,28.0,23.0,5.0,1.0,0.0,22.0,25.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,90.0,32.0,6.0,6.0,0.0,0.0,"{'original': 6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,82.14285714285714,20.0,,,0.0,,,1.0,,,,,
14147447,away,6219,FK Jedinstvo Bijelo Polje,1131050,Andrej Cvijović,andrej-cvijovic,D,33,False,12.0,9.0,1.0,0.0,0.0,4.0,4.0,5.0,8.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,45.0,19.0,6.2,6.0,0.0,0.0,"{'original': 6.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,0,6,75.0,0.0,,,,,,1.0,,,,,
14147447,away,6219,FK Jedinstvo Bijelo Polje,808563,Momčilo Dulović,momcilo-dulovic,D,5,False,32.0,25.0,9.0,5.0,0.0,15.0,15.0,10.0,16.0,0.0,0.0,1.0,3.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,,,,,,,90.0,43.0,5.9,10.0,0.0,0.0,"{'original': 5.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,2,6,78.125,55.55555555555556,,,,,,,,,,,
14147447,away,6219,FK Jedinstvo Bijelo Polje,960227,Ognjen Obradović,ognjen-obradovic,D,6,False,54.0,41.0,8.0,3.0,0.0,28.0,31.0,11.0,20.0,0.0,0.0,3.0,1.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,90.0,68.0,6.4,18.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,4,10,5,5,75.92592592592592,37.5,,,,,,3.0,,,,,
14147447,away,383337,FK Jedinstvo Bijelo Polje,1391886,Sead Dacić,sead-dacic,D,19,False,15.0,9.0,2.0,0.0,0.0,3.0,4.0,6.0,11.0,1.0,0.0,1.0,0.0,11.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,60.0,25.0,5.7,8.0,0.0,0.0,"{'original': 5.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,1,12,2,10,60.0,0.0,0.0,50.0,,,,,,,,,
14147447,away,6219,FK Jedinstvo Bijelo Polje,1536333,Stefan Radojevic,stefan-radojevic,M,8,False,18.0,16.0,0.0,0.0,0.0,8.0,8.0,7.0,9.0,0.0,0.0,2.0,2.0,10.0,8.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,90.0,32.0,6.2,9.0,0.02,0.02,"{'original': 6.2, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,4,14,6,8,88.88888888888889,,,100.0,,1.0,1.0,2.0,,,1.0,,
14147447,away,6219,FK Jedinstvo Bijelo Polje,1185130,Arsenije Čepić,arsenije-cepic,M,15,False,30.0,29.0,4.0,4.0,0.0,16.0,16.0,13.0,14.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,,,,,,,71.0,40.0,6.1,5.0,0.02,0.0,"{'original': 6.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,0,12,5,7,96.66666666666667,100.0,,,,1.0,,,1.0,,,,
14147447,away,6219,FK Jedinstvo Bijelo Polje,1391891,Danis Kolić,danis-kolic,M,22,False,44.0,32.0,6.0,3.0,0.0,13.0,14.0,19.0,30.0,0.0,0.0,2.0,0.0,9.0,9.0,0.0,3.0,2.0,3.0,1.0,2.0,0.0,10.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,,,,,,,90.0,66.0,7.3,17.0,0.48,0.02,"{'original': 7.3, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,2,16,9,7,72.72727272727273,50.0,,66.66666666666666,,1.0,1.0,,,,1.0,,
14147447,away,6219,FK Jedinstvo Bijelo Polje,1982085,Velid Škrijelj,velid-skrijelj,F,18,False,7.0,5.0,0.0,0.0,0.0,,,5.0,7.0,1.0,0.0,1.0,0.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,60.0,16.0,6.3,5.0,0.0,0.06,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,1,14,2,12,71.42857142857143,,0.0,,,2.0,1.0,,,,,,
14147447,away,6219,FK Jedinstvo Bijelo Polje,1382874,Aldin Mušović,aldin-musovic,F,9,False,21.0,18.0,0.0,0.0,0.0,6.0,8.0,12.0,13.0,0.0,0.0,2.0,3.0,9.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,,,,,,,90.0,33.0,6.5,5.0,0.91,0.04,"{'original': 6.5, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,5,7,0,7,85.71428571428571,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0
14147447,away,241802,FK Jedinstvo Bijelo Polje,1391884,Takeru Komiya,takeru-komiya,F,30,False,17.0,15.0,0.0,0.0,1.0,4.0,5.0,11.0,12.0,2.0,2.0,2.0,0.0,10.0,7.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,,,,90.0,35.0,7.3,7.0,0.17,0.56,"{'original': 7.3, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,2,15,7,8,88.23529411764706,,100.0,80.0,,2.0,2.0,1.0,,1.0,2.0,,
14147447,away,6219,FK Jedinstvo Bijelo Polje,1440632,Georgios Makrydakis,makrydakis-georgios,D,56,True,19.0,13.0,3.0,2.0,0.0,6.0,7.0,7.0,12.0,2.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,45.0,30.0,6.5,9.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,4,1,68.42105263157895,66.66666666666666,0.0,100.0,,,,,,,,,
14147447,away,6219,FK Jedinstvo Bijelo Polje,874418,Mirza Idrizović,mirza-idrizovic,M,10,True,12.0,10.0,0.0,0.0,0.0,4.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,30.0,14.0,6.5,2.0,0.02,0.02,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,2,3,83.33333333333334,,,0.0,,,1.0,1.0,,,1.0,,
14147447,away,6219,FK Jedinstvo Bijelo Polje,2444869,Pavle  Božović,pavle-bozovic,F,4,True,11.0,7.0,2.0,1.0,0.0,4.0,6.0,3.0,5.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,30.0,20.0,7.3,6.0,0.06,0.0,"{'original': 7.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,5,4,63.63636363636363,50.0,,75.0,,,,,,,,,
14147447,away,6219,FK Jedinstvo Bijelo Polje,1166154,Mladen Kovačević,mladen-kovacevic,M,7,True,9.0,6.0,2.0,1.0,0.0,2.0,3.0,4.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,19.0,11.0,6.4,2.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,66.66666666666666,50.0,,,,,,,,,,,
14147447,away,6219,FK Jedinstvo Bijelo Polje,905682,Rijad Dzafic,rijad-dzafic,G,71,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147447,away,206525,FK Jedinstvo Bijelo Polje,945734,Filip Šćekić,filip-scekic,D,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147447,away,6219,FK Jedinstvo Bijelo Polje,807581,Miloš Nikolić,milos-nikolic,D,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147447,away,6219,FK Jedinstvo Bijelo Polje,1424818,Srđan Šćepanović,srdan-scepanovic,D,55,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147447,away,6219,FK Jedinstvo Bijelo Polje,2223988,Zijad Mahmutović,zijad-mahmutovic,,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
