match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,shotOffTarget,keyPass,dispossessed,blockedScoringAttempt,bigChanceMissed
14147378,home,6219,FK Jedinstvo Bijelo Polje,54752,Žarko Korać,zarko-korac,F,11,False,22.0,19.0,1.0,0.0,0.0,5.0,5.0,14.0,17.0,1.0,0.0,3.0,4.0,7.0,8.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,,,,,,,90.0,37.0,7.3,6.0,0.36,0.17,"{'original': 7.3, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,7,8,4,4,86.36363636363636,0.0,0.0,100.0,,2.0,1.0,,1.0,
14147378,home,6219,FK Jedinstvo Bijelo Polje,1190521,Lazar Šekularac,lazar-sekularac,M,27,True,18.0,13.0,7.0,5.0,0.0,5.0,7.0,8.0,10.0,0.0,0.0,2.0,0.0,10.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,44.0,31.0,6.6,9.0,0.01,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,2,12,4,8,72.22222222222221,71.42857142857143,,50.0,,1.0,,1.0,,
14147378,home,241802,FK Jedinstvo Bijelo Polje,1391884,Takeru Komiya,takeru-komiya,M,30,True,8.0,4.0,1.0,0.0,0.0,1.0,2.0,3.0,6.0,1.0,0.0,0.0,1.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,33.0,16.0,6.3,7.0,0.17,0.0,"{'original': 6.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,1,7,50.0,0.0,0.0,50.0,,,,1.0,1.0,
14147378,home,6219,FK Jedinstvo Bijelo Polje,2444869,Pavle  Božović,pavle-bozovic,M,4,True,16.0,10.0,2.0,1.0,0.0,4.0,5.0,6.0,11.0,0.0,0.0,1.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,33.0,24.0,6.6,10.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,2,4,62.5,50.0,,,,,,,,
14147378,home,6219,FK Jedinstvo Bijelo Polje,1382874,Aldin Mušović,aldin-musovic,F,9,True,5.0,5.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,3.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,24.0,8.0,6.5,3.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,5,3,0,3,100.0,,,,,,,1.0,,
14147378,home,6219,FK Jedinstvo Bijelo Polje,1131050,Andrej Cvijović,andrej-cvijovic,M,33,True,3.0,2.0,0.0,0.0,0.0,,,2.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,13.0,11.0,6.4,2.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,1,4,66.66666666666666,,,50.0,,,,,,
14147378,home,6219,FK Jedinstvo Bijelo Polje,1134689,Goran Aković,goran-akovic,G,44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147378,home,6219,FK Jedinstvo Bijelo Polje,808563,Momčilo Dulović,momcilo-dulovic,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147378,home,6219,FK Jedinstvo Bijelo Polje,807581,Miloš Nikolić,milos-nikolic,D,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147378,home,6220,FK Jedinstvo Bijelo Polje,1005748,Veljko Radenović,veljko-radenovic,M,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147378,away,24312,FK Jezero,1391888,Šaban Kolić,saban-kolic,G,1,False,30.0,28.0,7.0,5.0,0.0,24.0,25.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,90.0,30.0,7.0,3.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,93.33333333333333,71.42857142857143,,,0.0,,,,,
14147378,away,24312,FK Jezero,1000154,Abdel Osmanović,abdel-osmanovic,D,2,False,45.0,36.0,1.0,0.0,1.0,22.0,23.0,14.0,21.0,3.0,2.0,1.0,1.0,15.0,12.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,15.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,90.0,62.0,7.7,11.0,0.0,0.42,"{'original': 7.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",27,2,25,11,14,80.0,0.0,66.66666666666666,100.0,,,3.0,,,
14147378,away,24312,FK Jezero,1035787,Nikola Jovićević,nikola-jovicevic,D,6,False,54.0,49.0,7.0,5.0,0.0,38.0,39.0,9.0,13.0,0.0,0.0,3.0,4.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,90.0,73.0,7.6,4.0,0.0,0.0,"{'original': 7.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,7,7,1,6,90.74074074074075,71.42857142857143,,,,,,,,
14147378,away,24312,FK Jezero,1182552,Nemanja Jovičić,nemanja-jovicic,D,27,False,53.0,50.0,9.0,8.0,0.0,33.0,36.0,13.0,13.0,0.0,0.0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,90.0,72.0,7.6,5.0,0.0,0.0,"{'original': 7.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,0,5,94.33962264150944,88.88888888888889,,,,,,,,
14147378,away,24312,FK Jezero,812745,Ilija Tučević,ilija-tucevic,D,17,False,42.0,29.0,6.0,1.0,0.0,17.0,17.0,9.0,21.0,3.0,0.0,0.0,1.0,8.0,6.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,53.0,6.9,19.0,0.0,0.0,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,1,13,5,8,69.04761904761905,16.666666666666664,0.0,0.0,,,,,,
14147378,away,24312,FK Jezero,797928,Aldin Adžović,aldin-adzovic,M,5,False,69.0,49.0,16.0,8.0,0.0,20.0,22.0,26.0,41.0,0.0,0.0,1.0,0.0,18.0,12.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,,,,,,,90.0,108.0,7.5,22.0,0.0,0.0,"{'original': 7.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",30,1,29,12,17,71.01449275362319,50.0,,75.0,,,1.0,1.0,,
14147378,away,464804,FK Jezero,1218103,Hiroki Harada,hiroki-harada,M,10,False,43.0,34.0,4.0,3.0,0.0,19.0,19.0,15.0,22.0,1.0,0.0,0.0,0.0,10.0,5.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,,,,77.0,54.0,6.9,9.0,0.0,0.1,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,0,15,5,10,79.06976744186046,75.0,0.0,100.0,,,1.0,,1.0,
14147378,away,24312,FK Jezero,1149284,Nenad Krivokapić,nenad-krivokapic,M,11,False,23.0,15.0,3.0,2.0,0.0,4.0,4.0,11.0,18.0,2.0,0.0,2.0,1.0,15.0,9.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,,89.0,45.0,6.6,18.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",24,3,21,8,13,65.21739130434783,66.66666666666666,0.0,57.14285714285714,,,,3.0,,
14147378,away,24312,FK Jezero,128765,Milivoje Raičević,milivoje-raicevic,M,45,False,34.0,27.0,0.0,0.0,0.0,10.0,10.0,15.0,22.0,1.0,0.0,4.0,2.0,14.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,,,,,,,90.0,54.0,7.0,16.0,0.34,0.2,"{'original': 7, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,6,13,3,10,79.41176470588235,,0.0,0.0,,2.0,2.0,1.0,1.0,
14147378,away,24312,FK Jezero,1408188,Petar Bogdanović,petar-bogdanovic,M,7,False,19.0,16.0,0.0,0.0,0.0,7.0,7.0,9.0,12.0,2.0,1.0,0.0,0.0,13.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,,,,,,,77.0,42.0,7.0,5.0,0.7,0.2,"{'original': 7, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,0,16,3,13,84.21052631578947,,50.0,50.0,,1.0,1.0,1.0,1.0,1.0
14147378,away,24312,FK Jezero,905970,Đorđe Maksimović,djordje-maksimovic,F,44,False,14.0,10.0,0.0,0.0,0.0,2.0,2.0,7.0,11.0,0.0,0.0,4.0,3.0,11.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,,,,77.0,27.0,6.8,14.0,0.3,0.0,"{'original': 6.8, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,7,10,3,7,71.42857142857143,,,100.0,,1.0,,3.0,1.0,
14147378,away,24312,FK Jezero,1063202,Mario Gjolaj,mario-gjolaj,M,14,True,5.0,4.0,0.0,0.0,0.0,,,3.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,13.0,8.0,6.8,2.0,0.23,0.0,"{'original': 6.8, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,0,4,80.0,,,,,1.0,,,,
14147378,away,24312,FK Jezero,357692,Balša Boričić,balsa-boricic,M,80,True,12.0,7.0,1.0,0.0,0.0,2.0,5.0,4.0,6.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,,,,,,,13.0,15.0,6.6,4.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,2,1,58.333333333333336,0.0,0.0,,,,,,,
14147378,away,24312,FK Jezero,196634,Ognjen Rolović,ognjen-rolovic,F,19,True,4.0,2.0,0.0,0.0,0.0,,,2.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,13.0,8.0,6.9,4.0,0.21,0.0,"{'original': 6.9, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,0,2,50.0,,,,,,,,,
14147378,away,24312,FK Jezero,1185148,Matija Bojović,matija-bojovic,M,29,True,2.0,2.0,0.0,0.0,0.0,2.0,2.0,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,2.0,,1.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,100.0,,,,,,,,,
14147378,away,24312,FK Jezero,1393483,Mihailo Ilić,mihailo-ilic,M,4,True,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,,0.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,
14147378,away,24312,FK Jezero,1035777,Igor Asanović,igor-asanovic,G,50,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147378,away,24312,FK Jezero,1648555,Meldin Kojić,meldin-kojic,D,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147378,away,24312,FK Jezero,1190522,Imran Redžepagić,imran-redzepagic,M,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147378,away,6225,FK Jezero,1391890,Uroš Bulatović,uros-bulatovic,M,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
