match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,shotOffTarget,blockedScoringAttempt,keyPass,hitWoodwork,bigChanceCreated,bigChanceMissed
14147368,home,6219,FK Jedinstvo Bijelo Polje,1134689,Goran Aković,goran-akovic,G,44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147368,home,206525,FK Jedinstvo Bijelo Polje,945734,Filip Šćekić,filip-scekic,D,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147368,home,6219,FK Jedinstvo Bijelo Polje,808563,Momčilo Dulović,momcilo-dulovic,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147368,home,6219,FK Jedinstvo Bijelo Polje,2444869,Pavle  Božović,pavle-bozovic,F,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147368,away,5143,FK Budućnost Podgorica,55655,Milan Mijatović,milan-mijatovic,G,1,False,31.0,25.0,7.0,3.0,0.0,23.0,23.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,90.0,32.0,7.0,5.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,80.64516129032258,42.857142857142854,,,0.0,,,,,,,
14147368,away,5143,FK Budućnost Podgorica,138935,Momčilo Raspopović,momcilo-raspopovic,D,20,False,45.0,34.0,11.0,7.0,1.0,12.0,13.0,20.0,29.0,2.0,0.0,2.0,8.0,11.0,15.0,3.0,2.0,1.0,0.0,0.0,5.0,0.0,4.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,,,,,,,90.0,60.0,7.8,19.0,0.0,0.14,"{'original': 7.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",26,10,16,7,9,75.55555555555556,63.63636363636363,0.0,50.0,,,,,1.0,,,
14147368,away,5143,FK Budućnost Podgorica,1030472,Miomir Đuričković,miomir-durickovic,D,4,False,68.0,58.0,14.0,7.0,0.0,31.0,34.0,24.0,31.0,0.0,0.0,2.0,4.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,90.0,91.0,7.1,10.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,6,5,0,5,85.29411764705883,50.0,,,,,,,,,,
14147368,away,5143,FK Budućnost Podgorica,1085082,Damjan Dakić,damjan-dakic,D,35,False,56.0,50.0,6.0,2.0,0.0,40.0,43.0,10.0,13.0,0.0,0.0,5.0,2.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,90.0,67.0,6.7,8.0,0.03,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,7,7,2,5,89.28571428571429,33.33333333333333,,,,,,1.0,,,,
14147368,away,37153,FK Budućnost Podgorica,1005600,Petar Vuković,petar-vukovic,D,36,False,41.0,32.0,9.0,1.0,0.0,17.0,19.0,14.0,20.0,1.0,1.0,2.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,,,,,,,90.0,54.0,7.2,10.0,0.0,0.02,"{'original': 7.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,1,7,78.04878048780488,11.11111111111111,100.0,,,,,,1.0,,,
14147368,away,5143,FK Budućnost Podgorica,2081029,Matija Rakcevic,matija-rakcevic,M,14,False,44.0,38.0,6.0,3.0,0.0,16.0,17.0,19.0,24.0,1.0,1.0,4.0,0.0,9.0,5.0,1.0,3.0,3.0,0.0,0.0,3.0,0.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,82.0,56.0,7.3,4.0,0.0,0.0,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,4,10,5,5,86.36363636363636,50.0,100.0,100.0,,,,,,,,
14147368,away,5143,FK Budućnost Podgorica,1606673,Lazar Savović,lazar-savovic,M,22,False,39.0,31.0,6.0,5.0,0.0,15.0,16.0,16.0,22.0,0.0,0.0,3.0,1.0,10.0,3.0,0.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,90.0,53.0,8.1,14.0,0.14,0.31,"{'original': 8.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,4,9,2,7,79.48717948717949,83.33333333333334,,33.33333333333333,,,,,1.0,,1.0,
14147368,away,5143,FK Budućnost Podgorica,357712,Zoran Petrović,zoran-petrovic,M,25,False,8.0,5.0,0.0,0.0,0.0,2.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,34.0,14.0,6.3,5.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,0,6,62.5,,,,,1.0,,,,,,
14147368,away,5143,FK Budućnost Podgorica,1423515,Danilo Vukanić,danilo-vukanic,M,44,False,29.0,24.0,3.0,1.0,0.0,15.0,16.0,9.0,13.0,1.0,1.0,0.0,1.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,67.0,47.0,6.6,9.0,0.03,0.03,"{'original': 6.6, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,1,12,3,9,82.75862068965517,33.33333333333333,100.0,,,2.0,1.0,1.0,1.0,,,
14147368,away,5143,FK Budućnost Podgorica,287757,Milan Vušurović,milan-vusurovic,M,17,False,32.0,23.0,3.0,1.0,0.0,7.0,8.0,14.0,22.0,0.0,0.0,5.0,0.0,12.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,,,,,,,90.0,52.0,7.1,13.0,0.54,0.04,"{'original': 7.1, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,5,12,5,7,71.875,33.33333333333333,,100.0,,,2.0,1.0,2.0,,,1.0
14147368,away,5143,FK Budućnost Podgorica,894403,Ivan Bulatović,ivan-bulatovic,F,11,False,13.0,6.0,0.0,0.0,0.0,2.0,4.0,3.0,8.0,2.0,0.0,2.0,1.0,11.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,,,,,,,67.0,27.0,6.6,15.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,3,12,3,9,46.15384615384615,,0.0,100.0,,4.0,,,,,,
14147368,away,241802,FK Budućnost Podgorica,1871041,Matija Jovanovic,matija-jovanovic,M,99,True,21.0,17.0,0.0,0.0,0.0,5.0,5.0,12.0,15.0,1.0,1.0,2.0,1.0,14.0,14.0,1.0,6.0,3.0,0.0,0.0,1.0,0.0,,7.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,,,,,,,56.0,46.0,6.8,10.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",28,3,25,13,12,80.95238095238095,,100.0,50.0,,1.0,,,,,,
14147368,away,5143,FK Budućnost Podgorica,1016595,Ivan Bojović,ivan-bojovic,F,77,True,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,23.0,15.0,6.3,4.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,2,10,3,7,50.0,,,0.0,,,,,,,,
14147368,away,5143,FK Budućnost Podgorica,890615,Marko Milickovic,marko-milickovic,M,10,True,9.0,9.0,1.0,1.0,0.0,2.0,2.0,7.0,7.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,23.0,19.0,6.8,1.0,0.2,0.07,"{'original': 6.8, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,2,4,100.0,100.0,100.0,50.0,,,,2.0,1.0,,,
14147368,away,5143,FK Budućnost Podgorica,792102,Ilya Serikov,ilya-serikov,M,5,True,4.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,8.0,5.0,6.6,2.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,0,2,75.0,0.0,,,,,,,,,,
14147368,away,5143,FK Budućnost Podgorica,808561,Ljubomir Đurović,ljubomir-djurovic,G,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147368,away,287219,FK Budućnost Podgorica,1976041,Lazar Popović,lazar-popovic,D,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147368,away,241802,FK Budućnost Podgorica,858601,Marin Galić,marin-galic,D,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147368,away,287219,FK Budućnost Podgorica,2169941,Novak Fatić,novak-fatic,D,54,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147368,away,287219,FK Budućnost Podgorica,2081027,Petar Vujović,petar-vujovic,M,26,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
