player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,goalType,blockCoordinates
"{'name': 'Danis Kolić', 'firstName': 'Danis', 'lastName': 'Kolic', 'slug': 'danis-kolic', 'shortName': 'D. Kolić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 8, 'gender': 'M', 'id': 1391891, 'fieldTranslations': {'nameTranslation': {'ar': 'دانيش كوليتش'}, 'shortNameTranslation': {'ar': 'د. كوليتش'}}}",False,block,throw-in-set-piece,"{'x': 19, 'y': 32, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.004171,6565868,48,,2880,"{'start': {'x': 32, 'y': 19}, 'block': {'x': 32, 'y': 19}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",43,2520,180,shot,,,"{'x': 19, 'y': 32, 'z': 0}"
"{'name': 'Ognjen Obradović', 'firstName': '', 'lastName': '', 'slug': 'ognjen-obradovic', 'shortName': 'O. Obradović', 'position': 'D', 'jerseyNumber': '6', 'userCount': 7, 'gender': 'M', 'id': 960227, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنين أوبرادوفيتش', 'hi': 'ओग्जेन ओब्राडोविक', 'bn': 'ওগনজেন ওব্রাডোভিচ'}, 'shortNameTranslation': {'ar': 'أ. أوبرادوفيتش', 'hi': 'ओ. ओब्राडोविक', 'bn': 'ও. ওব্রাডোভিচ'}}}",False,goal,own-goal,"{'x': 8, 'y': 49, 'z': 0}",other,low-centre,"{'x': 0, 'y': 50, 'z': 20}",,6565877,45,,2668,"{'start': {'x': 49, 'y': 8}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,32,2668,shot,,own,
"{'name': 'Sead Dacić', 'firstName': 'Sead', 'lastName': 'Dacić', 'slug': 'sead-dacic', 'shortName': 'S. Dacić', 'position': 'M', 'jerseyNumber': '19', 'userCount': 5, 'gender': 'M', 'id': 1391886, 'fieldTranslations': {'nameTranslation': {'ar': 'سيد داسيك'}, 'shortNameTranslation': {'ar': 'س. داسيك'}}}",False,save,regular,"{'x': 26, 'y': 50, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 48.9, 'z': 33.1}",0.0699,6565867,35,,2097,"{'start': {'x': 50, 'y': 26}, 'end': {'x': 51.1, 'y': 0}, 'goal': {'x': 51.1, 'y': 66.9}}",11,603,2097,shot,0.06735,,
"{'name': 'Stefan Radojevic', 'firstName': 'Stefan Radojevic', 'slug': 'stefan-radojevic', 'shortName': 'S. Radojevic', 'position': 'M', 'jerseyNumber': '8', 'userCount': 10, 'gender': 'M', 'id': 1536333, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رادويفيتش'}, 'shortNameTranslation': {'ar': 'س. رادويفيتش'}}}",False,save,corner,"{'x': 4, 'y': 36, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.3, 'z': 0.9}",0.2756,6565866,34,,1996,"{'start': {'x': 36, 'y': 4}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 99.1}}",12,704,1996,shot,0.3051,,
"{'name': 'Takeru Komiya', 'firstName': '', 'lastName': '', 'slug': 'takeru-komiya', 'shortName': 'T. Komiya', 'position': 'F', 'userCount': 25, 'gender': 'M', 'id': 1391884, 'fieldTranslations': {'nameTranslation': {'ar': 'تاكيرو كومييا'}, 'shortNameTranslation': {'ar': 'ت. كومييا'}}}",False,save,corner,"{'x': 6, 'y': 55, 'z': 0}",head,low-left,"{'x': 0, 'y': 54.4, 'z': 13.5}",0.2311,6565865,34,,1993,"{'start': {'x': 55, 'y': 6}, 'end': {'x': 45.6, 'y': 0}, 'goal': {'x': 45.6, 'y': 86.5}}",12,707,1993,shot,0.715,,
"{'name': 'Andrej Cvijović', 'firstName': '', 'lastName': '', 'slug': 'andrej-cvijovic', 'shortName': 'A. Cvijović', 'position': 'D', 'jerseyNumber': '33', 'userCount': 4, 'gender': 'M', 'id': 1131050, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه سفييوفيتش'}, 'shortNameTranslation': {'ar': 'أ. سفييوفيتش'}}}",False,save,free-kick,"{'x': 40, 'y': 23, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 46.9, 'z': 33.7}",0.08201,6565878,33,,1952,"{'start': {'x': 23, 'y': 40}, 'end': {'x': 53.1, 'y': 0}, 'goal': {'x': 53.1, 'y': 66.3}}",13,748,1952,shot,0.2517,,
"{'name': 'Žarko Korać', 'firstName': 'Žarko', 'lastName': 'Korać', 'slug': 'zarko-korac', 'shortName': 'Ž. Korać', 'position': 'F', 'jerseyNumber': '11', 'userCount': 12, 'gender': 'M', 'id': 54752, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو كوراچ'}, 'shortNameTranslation': {'ar': 'ز. كوراچ'}}}",False,miss,regular,"{'x': 6, 'y': 50, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.2, 'z': 56.4}",0.5278,6565864,25,,1446,"{'start': {'x': 50, 'y': 6}, 'end': {'x': 58.8, 'y': 0}, 'goal': {'x': 58.8, 'y': 43.6}}",21,1254,1446,shot,,,
"{'name': 'Žarko Korać', 'firstName': 'Žarko', 'lastName': 'Korać', 'slug': 'zarko-korac', 'shortName': 'Ž. Korać', 'position': 'F', 'jerseyNumber': '11', 'userCount': 12, 'gender': 'M', 'id': 54752, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو كوراچ'}, 'shortNameTranslation': {'ar': 'ز. كوراچ'}}}",False,save,set-piece,"{'x': 5, 'y': 65, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 46.6, 'z': 23}",0.1405,6565863,20,,1146,"{'start': {'x': 65, 'y': 5}, 'end': {'x': 53.4, 'y': 0}, 'goal': {'x': 53.4, 'y': 77}}",26,1554,1146,shot,0.3083,,
"{'name': 'Žarko Korać', 'firstName': 'Žarko', 'lastName': 'Korać', 'slug': 'zarko-korac', 'shortName': 'Ž. Korać', 'position': 'F', 'jerseyNumber': '11', 'userCount': 12, 'gender': 'M', 'id': 54752, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو كوراچ'}, 'shortNameTranslation': {'ar': 'ز. كوراچ'}}}",False,save,regular,"{'x': 20, 'y': 72, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.1, 'z': 2.3}",0.03036,6565862,18,,1033,"{'start': {'x': 72, 'y': 20}, 'end': {'x': 47.9, 'y': 0}, 'goal': {'x': 47.9, 'y': 97.7}}",28,1667,1033,shot,0.1487,,
"{'name': 'Zoran Mikijelj', 'slug': 'zoran-mikijelj', 'shortName': 'Z. Mikijelj', 'position': 'D', 'jerseyNumber': '19', 'userCount': 1, 'gender': 'M', 'id': 889352, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران ميكييل'}, 'shortNameTranslation': {'ar': 'ز. ميكييل'}}}",True,miss,set-piece,"{'x': 8, 'y': 54, 'z': 0}",head,close-right,"{'x': 0, 'y': 43.7, 'z': 5.6}",0.1961,6565861,17,,998,"{'start': {'x': 54, 'y': 8}, 'end': {'x': 56.3, 'y': 0}, 'goal': {'x': 56.3, 'y': 94.4}}",29,1702,998,shot,,,
"{'name': 'Takeru Komiya', 'firstName': '', 'lastName': '', 'slug': 'takeru-komiya', 'shortName': 'T. Komiya', 'position': 'F', 'userCount': 25, 'gender': 'M', 'id': 1391884, 'fieldTranslations': {'nameTranslation': {'ar': 'تاكيرو كومييا'}, 'shortNameTranslation': {'ar': 'ت. كومييا'}}}",False,miss,regular,"{'x': 10, 'y': 33, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 58.4, 'z': 47.8}",0.08773,6565860,10,,572,"{'start': {'x': 33, 'y': 10}, 'end': {'x': 41.6, 'y': 0}, 'goal': {'x': 41.6, 'y': 52.2}}",36,2128,572,shot,,,
"{'name': 'Takeru Komiya', 'firstName': '', 'lastName': '', 'slug': 'takeru-komiya', 'shortName': 'T. Komiya', 'position': 'F', 'userCount': 25, 'gender': 'M', 'id': 1391884, 'fieldTranslations': {'nameTranslation': {'ar': 'تاكيرو كومييا'}, 'shortNameTranslation': {'ar': 'ت. كومييا'}}}",False,block,throw-in-set-piece,"{'x': 15, 'y': 28, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.004455,6565859,2,,108,"{'start': {'x': 28, 'y': 15}, 'block': {'x': 28, 'y': 15}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",44,2592,108,shot,,,"{'x': 15, 'y': 28, 'z': 0}"
