player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType
"{'name': 'Stefan Leković', 'firstName': 'Stefan Lekovic', 'slug': 'stefan-lekovic', 'shortName': 'S. Leković', 'position': 'D', 'jerseyNumber': '4', 'userCount': 892, 'gender': 'M', 'id': 1146225, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ليكوفيتش', 'bn': 'স্টেফান লেকোভিচ', 'hi': 'स्टीफ़न लेकोविच'}, 'shortNameTranslation': {'ar': 'س. ليكوفيتش', 'bn': 'এস. লেকোভিচ', 'hi': 'एस. लेकोविच'}}}",False,miss,set-piece,"{'x': 13.6, 'y': 53.4, 'z': 0}",head,close-high-right,"{'x': 0, 'y': 42.9, 'z': 43.1}",,6036668,70,,4159,"{'start': {'x': 53.4, 'y': 13.6}, 'end': {'x': 57.1, 'y': 0}, 'goal': {'x': 57.1, 'y': 56.9}}",21,1241,1459,shot
"{'name': 'Miloš Spasić', 'firstName': '', 'lastName': '', 'slug': 'milos-spasic', 'shortName': 'M. Spasić', 'position': 'F', 'jerseyNumber': '97', 'userCount': 83, 'gender': 'M', 'id': 1022054, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش سباسيتش'}, 'shortNameTranslation': {'ar': 'م. سباسيتش'}}}",True,save,fast-break,"{'x': 9.9, 'y': 26.2, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 48.6, 'z': 3.2}","{'x': 1.6, 'y': 45.5, 'z': 0}",6036658,69,,4096,"{'start': {'x': 26.2, 'y': 9.9}, 'block': {'x': 45.5, 'y': 1.6}, 'end': {'x': 51.4, 'y': 0}, 'goal': {'x': 51.4, 'y': 96.8}}",22,1304,1396,shot
"{'name': 'Miloš Spasić', 'firstName': '', 'lastName': '', 'slug': 'milos-spasic', 'shortName': 'M. Spasić', 'position': 'F', 'jerseyNumber': '97', 'userCount': 83, 'gender': 'M', 'id': 1022054, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش سباسيتش'}, 'shortNameTranslation': {'ar': 'م. سباسيتش'}}}",True,save,set-piece,"{'x': 32.1, 'y': 42.3, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.6, 'z': 4.2}","{'x': 0, 'y': 49.3, 'z': 0}",6036842,63,,3734,"{'start': {'x': 42.3, 'y': 32.1}, 'block': {'x': 49.3, 'y': 0}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 95.8}}",28,1666,1034,shot
"{'name': 'Tomás Händel', 'firstName': 'Tomás Händel', 'lastName': '', 'slug': 'tomas-handel', 'shortName': 'T. Händel', 'position': 'M', 'jerseyNumber': '20', 'userCount': 976, 'gender': 'M', 'id': 1131048, 'fieldTranslations': {'nameTranslation': {'ar': 'توماس هاندل'}, 'shortNameTranslation': {'ar': 'ت. هاندل'}}}",False,miss,assisted,"{'x': 10.8, 'y': 29.1, 'z': 0}",left-foot,right,"{'x': 0, 'y': 39.2, 'z': 13.9}",,6036551,61,,3601,"{'start': {'x': 29.1, 'y': 10.8}, 'end': {'x': 60.8, 'y': 0}, 'goal': {'x': 60.8, 'y': 86.1}}",30,1799,901,shot
"{'name': 'Aleksandar Katai', 'firstName': '', 'lastName': '', 'slug': 'aleksandar-katai', 'shortName': 'A. Katai', 'position': 'M', 'jerseyNumber': '10', 'userCount': 2418, 'gender': 'M', 'id': 110701, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر كاتاي', 'bn': 'আলেকসান্ডার কাটাই', 'hi': 'एलेक्ज़ेंडर कटई'}, 'shortNameTranslation': {'ar': 'أ. كاتاي', 'bn': 'এ. কাটাই', 'hi': 'ए. कटई'}}}",False,save,corner,"{'x': 7.1, 'y': 53.8, 'z': 0}",head,low-left,"{'x': 0, 'y': 51.9, 'z': 9.5}","{'x': 1.6, 'y': 51.6, 'z': 0}",6036550,60,,3571,"{'start': {'x': 53.8, 'y': 7.1}, 'block': {'x': 51.6, 'y': 1.6}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 90.5}}",31,1829,871,shot
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",True,save,throw-in-set-piece,"{'x': 5.4, 'y': 28.6, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.6, 'z': 15.8}","{'x': 1.1, 'y': 46, 'z': 0}",6036471,50,,2972,"{'start': {'x': 28.6, 'y': 5.4}, 'block': {'x': 46, 'y': 1.1}, 'end': {'x': 46.4, 'y': 0}, 'goal': {'x': 46.4, 'y': 84.2}}",41,2428,272,shot
"{'name': 'Aleksandar Katai', 'firstName': '', 'lastName': '', 'slug': 'aleksandar-katai', 'shortName': 'A. Katai', 'position': 'M', 'jerseyNumber': '10', 'userCount': 2418, 'gender': 'M', 'id': 110701, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر كاتاي', 'bn': 'আলেকসান্ডার কাটাই', 'hi': 'एलेक्ज़ेंडर कटई'}, 'shortNameTranslation': {'ar': 'أ. كاتاي', 'bn': 'এ. কাটাই', 'hi': 'ए. कटई'}}}",False,miss,corner,"{'x': 4.3, 'y': 55, 'z': 0}",head,close-high,"{'x': 0, 'y': 51.9, 'z': 54.2}",,6036455,48,,2879,"{'start': {'x': 55, 'y': 4.3}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 45.8}}",43,2521,179,shot
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",True,miss,fast-break,"{'x': 17.9, 'y': 41.9, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 43.9, 'z': 63.9}",,6035967,34,,2010,"{'start': {'x': 41.9, 'y': 17.9}, 'end': {'x': 56.1, 'y': 0}, 'goal': {'x': 56.1, 'y': 36.1}}",12,690,2010,shot
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",False,save,corner,"{'x': 6.3, 'y': 68.3, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 5.1}","{'x': 1.1, 'y': 54.3, 'z': 0}",6035814,23,,1360,"{'start': {'x': 68.3, 'y': 6.3}, 'block': {'x': 54.3, 'y': 1.1}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 94.9}}",23,1340,1360,shot
"{'name': 'Tomás Händel', 'firstName': 'Tomás Händel', 'lastName': '', 'slug': 'tomas-handel', 'shortName': 'T. Händel', 'position': 'M', 'jerseyNumber': '20', 'userCount': 976, 'gender': 'M', 'id': 1131048, 'fieldTranslations': {'nameTranslation': {'ar': 'توماس هاندل'}, 'shortNameTranslation': {'ar': 'ت. هاندل'}}}",False,save,assisted,"{'x': 21.3, 'y': 47.9, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 46.1, 'z': 3.2}","{'x': 0.59999999999999, 'y': 51.3, 'z': 0}",6035813,22,,1319,"{'start': {'x': 47.9, 'y': 21.3}, 'block': {'x': 51.3, 'y': 0.59999999999999}, 'end': {'x': 53.9, 'y': 0}, 'goal': {'x': 53.9, 'y': 96.8}}",24,1381,1319,shot
"{'name': 'Vanja Ilić', 'slug': 'vanja-ilic', 'shortName': 'V. Ilić', 'position': 'M', 'jerseyNumber': '23', 'userCount': 66, 'gender': 'M', 'id': 889059, 'fieldTranslations': {'nameTranslation': {'ar': 'فانيا إيلتش'}, 'shortNameTranslation': {'ar': 'ف. إيلتش'}}}",True,save,regular,"{'x': 14.2, 'y': 54.6, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.3, 'z': 1.9}","{'x': 1.1, 'y': 49.8, 'z': 0}",6035790,19,,1130,"{'start': {'x': 54.6, 'y': 14.2}, 'block': {'x': 49.8, 'y': 1.1}, 'end': {'x': 52.7, 'y': 0}, 'goal': {'x': 52.7, 'y': 98.1}}",27,1570,1130,shot
"{'name': 'Peter Olayinka', 'firstName': '', 'lastName': '', 'slug': 'peter-olayinka', 'shortName': 'P. Olayinka', 'position': 'M', 'jerseyNumber': '99', 'userCount': 1173, 'gender': 'M', 'id': 289181, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر أولايينكا', 'bn': 'পিটার ওলাইঙ্কা', 'hi': 'पीटर ओलायिन्का'}, 'shortNameTranslation': {'ar': 'ب. أولايينكا', 'bn': 'পি. ওলাইঙ্কা', 'hi': 'पी. ओलायिन्का'}}}",False,block,corner,"{'x': 9.4, 'y': 63.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 19}","{'x': 7.7, 'y': 61.2, 'z': 0}",6035643,9,,530,"{'start': {'x': 63.6, 'y': 9.4}, 'block': {'x': 61.2, 'y': 7.7}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 81}}",37,2170,530,shot
"{'name': 'Miloš Spasić', 'firstName': '', 'lastName': '', 'slug': 'milos-spasic', 'shortName': 'M. Spasić', 'position': 'F', 'jerseyNumber': '97', 'userCount': 83, 'gender': 'M', 'id': 1022054, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش سباسيتش'}, 'shortNameTranslation': {'ar': 'م. سباسيتش'}}}",True,block,assisted,"{'x': 24, 'y': 49.9, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.3, 'z': 19}","{'x': 15.8, 'y': 49.8, 'z': 0}",6035510,4,,180,"{'start': {'x': 49.9, 'y': 24}, 'block': {'x': 49.8, 'y': 15.8}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 81}}",42,2520,180,shot
