match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,keyPass,shotOffTarget
15566226,home,6226,FK Dečić Tuzi,1034556,Vuk Striković,vuk-strikovic,F,77,False,15.0,8.0,0.0,0.0,0.0,2.0,3.0,6.0,12.0,0.0,0.0,6.0,2.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,,,,,,,73.0,19.0,6.6,16.0,0.11,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,8,4,0,4,53.333333333333336,,,,,1.0,,
15566226,home,6226,FK Dečić Tuzi,2073399,Mark Djokaj,mark-djokaj,F,11,True,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,17.0,1.0,6.5,0.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,100.0,,,,,,,
15566226,home,6226,FK Dečić Tuzi,1877899,Pjeter Ljuljduraj,pjeter-ljuljduraj,D,15,True,10.0,7.0,1.0,0.0,0.0,2.0,3.0,5.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,17.0,10.0,6.5,3.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,70.0,0.0,,,,,,
15566226,home,6226,FK Dečić Tuzi,1035792,Petar Sekulović,petar-sekulovic,M,20,True,10.0,7.0,2.0,0.0,0.0,1.0,1.0,6.0,9.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,17.0,14.0,6.5,4.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,0,2,70.0,0.0,0.0,,,,,
15566226,home,6226,FK Dečić Tuzi,838300,Stefan Golubović,stefan-golubovic,F,27,True,2.0,1.0,0.0,0.0,0.0,,,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,17.0,2.0,6.6,1.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,3,0,0,0,50.0,,,,,,,
15566226,home,6226,FK Dečić Tuzi,1005595,Dejan Perovic,dejan-perovic,M,44,True,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,17.0,7.0,6.3,5.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,2,3,66.66666666666666,,0.0,0.0,,1.0,,
15566226,home,6226,FK Dečić Tuzi,1396431,Danilo Radosevic,danilo-radosevic,G,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
15566226,home,6226,FK Dečić Tuzi,78954,Žarko Tomašević,zarko-tomasevic,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
15566226,home,6226,FK Dečić Tuzi,44305,Draško Božović,drasko-bozovic,M,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
15566226,home,6226,FK Dečić Tuzi,1005614,Andrej Bajović,andrej-bajovic,M,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
15566226,away,7581,FK Bokelj Kotor,927881,Stefan Spasojević,stefan-spasojevic,G,88,False,26.0,19.0,9.0,3.0,0.0,16.0,18.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,90.0,31.0,7.1,6.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,2,0,0,0,73.07692307692307,33.33333333333333,,,0.0,,,
15566226,away,7581,FK Bokelj Kotor,813112,Luka Maraš,luka-maras,D,11,False,32.0,19.0,4.0,1.0,0.0,9.0,12.0,8.0,15.0,5.0,0.0,0.0,0.0,10.0,3.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,,,,90.0,51.0,7.1,19.0,0.05,0.0,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,0,13,3,10,59.375,25.0,0.0,100.0,,1.0,,
15566226,away,7581,FK Bokelj Kotor,94246,Igor Ćuković,igor-cukovic,D,26,False,59.0,53.0,13.0,11.0,0.0,38.0,41.0,13.0,16.0,0.0,0.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,71.0,7.3,7.0,0.0,0.0,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,4,3,1,2,89.83050847457628,84.61538461538461,,,,,,
15566226,away,7581,FK Bokelj Kotor,1103876,Drago Bumbar,drago-bumbar,D,15,False,38.0,33.0,5.0,3.0,0.0,24.0,29.0,9.0,9.0,0.0,0.0,2.0,3.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,90.0,42.0,6.9,6.0,0.0,0.0,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,5,5,2,3,86.8421052631579,60.0,,,,,,
15566226,away,7581,FK Bokelj Kotor,1218106,Andrija Krivokapić,andrija-krivokapic,D,23,False,16.0,13.0,2.0,0.0,0.0,6.0,7.0,7.0,9.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,66.0,21.0,6.5,5.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,1,2,81.25,0.0,,,,,,
15566226,away,7581,FK Bokelj Kotor,1606668,Zarija Mugoša,zarija-mugosa,M,16,False,14.0,10.0,1.0,1.0,0.0,2.0,4.0,8.0,9.0,1.0,1.0,5.0,3.0,12.0,10.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,,,,,,,90.0,28.0,7.0,12.0,0.11,0.0,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",22,8,14,7,7,71.42857142857143,100.0,100.0,100.0,,1.0,,
15566226,away,7581,FK Bokelj Kotor,1031066,Vitinho,vitinho,M,77,False,37.0,32.0,2.0,1.0,0.0,19.0,20.0,13.0,17.0,0.0,0.0,2.0,1.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,,,,,,,79.0,59.0,7.1,8.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,3,14,6,8,86.48648648648648,50.0,,,,,,1.0
15566226,away,7581,FK Bokelj Kotor,1063210,Fatih Muković,fatih-mukovic,M,8,False,32.0,26.0,6.0,2.0,0.0,15.0,17.0,8.0,12.0,0.0,0.0,0.0,1.0,9.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,43.0,6.5,10.0,0.09,0.01,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,1,13,4,9,81.25,33.33333333333333,,,,3.0,1.0,1.0
15566226,away,7581,FK Bokelj Kotor,909420,Marko Čavor,marko-cavor,M,29,False,24.0,14.0,5.0,1.0,0.0,2.0,4.0,12.0,20.0,4.0,0.0,0.0,1.0,9.0,9.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,,5.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,85.0,35.0,6.6,9.0,0.01,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,1,17,8,9,58.333333333333336,20.0,0.0,33.33333333333333,,1.0,,1.0
15566226,away,7581,FK Bokelj Kotor,1185131,Stefan Golubović,stefan-golubovic,F,21,False,8.0,5.0,0.0,0.0,0.0,3.0,4.0,2.0,4.0,0.0,0.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,66.0,11.0,6.5,7.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,5,5,1,4,62.5,,,,,,,
15566226,away,7581,FK Bokelj Kotor,138949,Igor Poček,igor-pocek,F,10,False,20.0,10.0,4.0,0.0,0.0,2.0,2.0,8.0,18.0,2.0,0.0,0.0,1.0,9.0,6.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,,,,,,,79.0,38.0,6.7,18.0,0.0,0.14,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,1,14,5,9,50.0,0.0,0.0,50.0,,1.0,2.0,
15566226,away,7581,FK Bokelj Kotor,1381377,Kristijan Radunović,kristijan-radunovic,F,14,True,5.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,24.0,8.0,6.7,2.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,80.0,100.0,,100.0,,,,
15566226,away,7581,FK Bokelj Kotor,877368,Bogdan Stamenković,bogdan-stamenkovic,F,99,True,11.0,7.0,1.0,0.0,0.0,2.0,2.0,5.0,9.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,24.0,17.0,6.9,5.0,0.0,0.11,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,3,1,63.63636363636363,0.0,0.0,100.0,,,1.0,
15566226,away,7581,FK Bokelj Kotor,314142,Stefan Vico,stefan-vico,D,22,True,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,11.0,1.0,6.6,1.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,2,0,0,0,100.0,,,,,,,
15566226,away,7581,FK Bokelj Kotor,807177,Žarko Vilotijević,zarko-vilotijevic,F,80,True,4.0,1.0,0.0,0.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,11.0,7.0,6.6,1.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,2,0,25.0,,,,,,,
15566226,away,7581,FK Bokelj Kotor,572018,Velizar Janketić,velizar-janketic,F,7,True,6.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,5.0,10.0,6.6,7.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,3,0,33.33333333333333,0.0,,,,,,
15566226,away,7581,FK Bokelj Kotor,1391906,Dragan Ćetković,dragan-cetkovic,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
15566226,away,7581,FK Bokelj Kotor,1486746,Alhassan Baba Musah,alhassan-baba-musah,M,19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
15566226,away,7581,FK Bokelj Kotor,1149081,Bakir Nurkovic,bakir-nurkovic,M,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
15566226,away,241802,FK Bokelj Kotor,1650228,Stefan  Mrsulja,stefan-mrsulja,D,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
