match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,punches,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,duelLost,duelWon,challengeLost,shotOffTarget,totalTackle,wonTackle,unsuccessfulTouch,keyPass,shotValueNormalized,aerialWon,totalContest,outfielderBlock,interceptionWon,lastManTackle,wasFouled,fouls,dispossessed,wonContest,bigChanceCreated,totalOffside,aerialLost,bigChanceMissed,onTargetScoringAttempt,blockedScoringAttempt,goals,errorLeadToAGoal,totalKeeperSweeper,accurateKeeperSweeper,hitWoodwork
14015441,home,241802,FK Novi Pazar,927295,Armin Đerlek,armin-djerlek,M,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015441,away,5149,FK Crvena zvezda,603946,Matheus,matheus,G,1,False,39.0,33.0,7.0,1.0,0.0,32.0,34.0,1.0,5.0,4.0,12.0,1.0,1.0,1.0,90.0,48.0,6.7,6.0,0.0955,"{'original': 6.7, 'alternative': 6.6}",0,0.12,0.01,-0.01,-0.27,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,84.61538461538461,14.285714285714285,,,100.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,
14015441,away,5149,FK Crvena zvezda,1100641,Nikola Stanković,nikola-stankovic,D,24,False,40.0,35.0,3.0,3.0,0.0,19.0,22.0,16.0,18.0,1.0,3.0,,,,90.0,66.0,6.8,11.0,,"{'original': 6.8, 'alternative': 7.2}",0,-0.1,0.06,-0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,7,1,87.5,100.0,,,,2.0,,2.0,8.0,1.0,,4.0,3.0,3.0,,,1.0,,,1.0,,3.0,,,,,,1.0,,,,,,,,
14015441,away,5149,FK Crvena zvezda,1146225,Stefan Leković,stefan-lekovic,D,25,False,53.0,50.0,4.0,2.0,0.0,36.0,38.0,14.0,15.0,10.0,2.0,,,,71.0,70.0,6.8,5.0,,"{'original': 6.8, 'alternative': 6.9}",2,0.25,0.31,0.29,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,3,1,0,1,94.33962264150944,50.0,,,,,,3.0,1.0,,1.0,,,2.0,,-0.14,1.0,,1.0,1.0,,,1.0,,,,,2.0,,,1.0,,,,,
14015441,away,5149,FK Crvena zvezda,867608,Rodrigão,rodrigao-prado,D,5,False,69.0,61.0,8.0,3.0,0.0,36.0,39.0,25.0,30.0,3.0,2.0,,,,90.0,77.0,7.6,8.0,,"{'original': 7.6, 'alternative': 7.1}",0,0.41,0.23,0.67,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,2,0,88.40579710144928,37.5,,,,,,,2.0,,,2.0,1.0,,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,
14015441,away,5149,FK Crvena zvezda,1019333,Young-woo Seol,young-woo-seol,D,66,False,32.0,29.0,1.0,1.0,0.0,18.0,18.0,11.0,14.0,2.0,5.0,,,,45.0,40.0,6.9,5.0,,"{'original': 6.9, 'alternative': 6.8}",0,0.17,-0.02,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,3,1,0,1,90.625,100.0,,,,1.0,,2.0,2.0,1.0,,,,1.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,
14015441,away,5149,FK Crvena zvezda,1516318,Mahmudu Bajo,bajo,M,6,False,40.0,35.0,5.0,3.0,0.0,19.0,19.0,16.0,21.0,1.0,4.0,,,,90.0,55.0,7.0,9.0,,"{'original': 7, 'alternative': 7.1}",3,0.43,0.05,0.25,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,3,3,1,2,87.5,60.0,,,,,,4.0,2.0,,1.0,1.0,1.0,3.0,,-0.53,1.0,,1.0,3.0,,,1.0,1.0,,,,2.0,,2.0,,,,,,
14015441,away,5149,FK Crvena zvezda,1825955,Vasilije Kostov,vasilije-kostov,M,22,False,34.0,27.0,5.0,4.0,2.0,17.0,17.0,10.0,17.0,,1.0,,,,90.0,47.0,8.0,12.0,,"{'original': 8, 'alternative': 8.3}",0,0.66,0.32,-0.08,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,4,1,79.41176470588235,80.0,42.857142857142854,100.0,,7.0,3.0,1.0,4.0,1.0,,1.0,1.0,1.0,5.0,,,1.0,,1.0,,2.0,,,1.0,1.0,,,,,,,,,,
14015441,away,5149,FK Crvena zvezda,939721,Milson,milson,M,7,False,22.0,17.0,3.0,2.0,0.0,9.0,10.0,8.0,12.0,,8.0,,,,71.0,38.0,7.2,12.0,,"{'original': 7.2, 'alternative': 6.8}",2,0.17,0.57,0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,6,4,77.27272727272727,66.66666666666666,,100.0,,2.0,,4.0,6.0,,1.0,2.0,,1.0,,-0.42,,1.0,,,,3.0,,4.0,1.0,,,,,,1.0,,,,,
14015441,away,5149,FK Crvena zvezda,110701,Aleksandar Katai,aleksandar-katai,M,10,False,42.0,35.0,5.0,4.0,0.0,12.0,13.0,23.0,29.0,1.0,4.0,,,,90.0,60.0,8.7,13.0,,"{'original': 8.7, 'alternative': 8.7}",5,0.37,-0.51,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,3,6,83.33333333333334,80.0,,25.0,,1.0,,8.0,3.0,,3.0,2.0,2.0,1.0,2.0,0.9,,4.0,,,,,2.0,1.0,1.0,,,2.0,1.0,2.0,,2.0,,,,
14015441,away,5149,FK Crvena zvezda,802665,Nemanja Radonjić,nemanja-radonjic,M,49,False,18.0,14.0,1.0,1.0,0.0,4.0,5.0,10.0,13.0,1.0,6.0,,,,63.0,38.0,7.3,12.0,,"{'original': 7.3, 'alternative': 6.8}",2,0.11,0.36,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,0,9,4,5,77.77777777777779,100.0,100.0,50.0,,1.0,1.0,5.0,4.0,,,,,2.0,2.0,-0.24,,8.0,,1.0,,,,1.0,4.0,,,,,2.0,,,,,,
14015441,away,5149,FK Crvena zvezda,21927,Marko Arnautović,marko-arnautovic,F,89,False,24.0,19.0,1.0,1.0,1.0,10.0,12.0,9.0,12.0,,1.0,,,,63.0,30.0,7.6,6.0,,"{'original': 7.6, 'alternative': 8.2}",3,0.04,0.2,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,2,1,79.16666666666666,100.0,,,,,,1.0,2.0,,,1.0,1.0,,1.0,0.45,,1.0,,,,1.0,,,,,1.0,,,2.0,1.0,1.0,,,,1.0
14015441,away,5149,FK Crvena zvezda,1493918,Adem Avdić,adem-avdic,D,71,True,14.0,14.0,1.0,1.0,0.0,9.0,9.0,5.0,5.0,2.0,,,,,45.0,24.0,6.3,1.0,,"{'original': 6.3, 'alternative': 6.7}",1,0.04,0.06,-0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,2,2,100.0,100.0,,,,,,2.0,2.0,,,1.0,1.0,,1.0,-0.1,,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,
14015441,away,3053,FK Crvena zvezda,868268,Cherif Ndiaye,ndiaye-cherif,F,9,True,7.0,6.0,,,0.0,2.0,2.0,4.0,5.0,,1.0,,,,27.0,12.0,7.2,3.0,,"{'original': 7.2, 'alternative': 7.2}",2,-0.34,0.26,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,0,2,85.71428571428571,,,,,,,2.0,,,1.0,,,1.0,,0.49,,,,,,,1.0,1.0,,,,,,1.0,,1.0,,,,
14015441,away,5149,FK Crvena zvezda,1029788,Vladimir Lučić,vladimir-lucic,M,37,True,13.0,11.0,,,0.0,2.0,2.0,9.0,11.0,,1.0,,,,27.0,18.0,6.5,4.0,,"{'original': 6.5, 'alternative': 6.8}",0,-0.09,-0.02,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,1,3,84.61538461538461,,,50.0,,,,3.0,1.0,1.0,,,,,2.0,,,2.0,,,,,1.0,,1.0,,,,,,,,,,,
14015441,away,5149,FK Crvena zvezda,1133882,Franklin Tebo,franklin-tebo,D,30,True,10.0,10.0,,,0.0,10.0,10.0,,,,2.0,,,,19.0,10.0,6.8,,,"{'original': 6.8, 'alternative': 6.6}",0,0.03,0.0,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,100.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
14015441,away,5149,FK Crvena zvezda,278763,Mirko Ivanić,mirko-ivanic,M,4,True,10.0,7.0,2.0,1.0,0.0,2.0,2.0,5.0,8.0,,1.0,,,,19.0,12.0,7.8,3.0,,"{'original': 7.8, 'alternative': 7.4}",1,-0.14,0.52,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,70.0,50.0,100.0,,,1.0,1.0,,,,,,,,,0.51,,,,,,,,,,,,,,1.0,,1.0,,,,
14015441,away,5153,FK Crvena zvezda,1153956,Jovan Šljivić,jovan-sljivic,M,8,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015441,away,5149,FK Crvena zvezda,827371,Timi Max Elšnik,timi-max-elsnik,M,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015441,away,3398,FK Crvena zvezda,289181,Peter Olayinka,peter-olayinka,F,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015441,away,60,FK Crvena zvezda,1406130,Veljko Milosavljević,milosavljevic-veljko,D,44,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015441,away,5149,FK Crvena zvezda,1019641,Ivan Guteša,ivan-gutesa,G,77,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015441,away,5149,FK Crvena zvezda,2207346,Aleksa Damjanović,damjanovic-aleksa,F,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
