player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,blockCoordinates
"{'name': 'Nenad Tomović', 'slug': 'nenad-tomovic', 'shortName': 'N. Tomović', 'position': 'D', 'jerseyNumber': '4', 'userCount': 82, 'gender': 'M', 'id': 38574, 'fieldTranslations': {'nameTranslation': {'ar': 'نيناد توموفيتش', 'bn': 'নেনাদ তোমোভিচ', 'hi': 'नेनाद तोमोविक'}, 'shortNameTranslation': {'ar': 'ن. توموفيتش', 'bn': 'এন. তোমোভিচ', 'hi': 'एन. तोमोविक'}}}",True,save,assisted,"{'x': 22.2, 'y': 68.1, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 51, 'z': 22.8}",5273839,45,1.0,2706,"{'start': {'x': 68.1, 'y': 22.2}, 'block': {'x': 53.8, 'y': 3.1}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 77.2}}",1,2694,6,shot,,"{'x': 3.1, 'y': 53.8, 'z': 0}"
"{'name': 'Filip Matijašević', 'firstName': 'Filip Matijasevic', 'slug': 'filip-matijasevic', 'shortName': 'F. Matijašević', 'position': 'M', 'jerseyNumber': '22', 'userCount': 97, 'gender': 'M', 'id': 1981976, 'fieldTranslations': {'nameTranslation': {'ar': 'فيليب ماتيياشيفيتش'}, 'shortNameTranslation': {'ar': 'ف. ماتيياشيفيتش'}}}",True,miss,assisted,"{'x': 8.6, 'y': 47.7, 'z': 0}",right-foot,right,"{'x': 0, 'y': 40.7, 'z': 1.4}",5273795,38,,2264,"{'start': {'x': 47.7, 'y': 8.6}, 'end': {'x': 59.3, 'y': 0}, 'goal': {'x': 59.3, 'y': 98.6}}",8,436,2264,shot,,
"{'name': 'Nikola Stanković', 'firstName': 'Nikola', 'lastName': 'Stanković', 'slug': 'nikola-stankovic', 'shortName': 'N. Stanković', 'position': 'D', 'jerseyNumber': '24', 'userCount': 584, 'gender': 'M', 'id': 1100641, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا ستانكوفيتش', 'bn': 'নিকোলা স্ট্যানকোভিচ', 'hi': 'निकोला स्टेनकोविक'}, 'shortNameTranslation': {'ar': 'ن. ستانكوفيتش', 'bn': 'এন. স্ট্যানকোভিচ', 'hi': 'एन. स्टेनकोविक'}}}",True,save,fast-break,"{'x': 22.8, 'y': 67.7, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 50.6, 'z': 29.7}",5273790,35,,2042,"{'start': {'x': 67.7, 'y': 22.8}, 'block': {'x': 52.7, 'y': 2.2}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 70.3}}",11,658,2042,shot,,"{'x': 2.2, 'y': 52.7, 'z': 0}"
"{'name': 'Nebojša Bastajić', 'firstName': '', 'lastName': '', 'slug': 'nebojsa-bastajic', 'shortName': 'N. Bastajić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 31, 'gender': 'M', 'id': 267473, 'fieldTranslations': {'nameTranslation': {'ar': 'نيبويشا باستاجيتش'}, 'shortNameTranslation': {'ar': 'ن. باستاجيتش'}}}",False,miss,assisted,"{'x': 10.2, 'y': 23.5, 'z': 0}",right-foot,right,"{'x': 0, 'y': 35.3, 'z': 13.9}",5274593,32,,1878,"{'start': {'x': 23.5, 'y': 10.2}, 'block': {'x': 48.7, 'y': 6.2}, 'end': {'x': 64.7, 'y': 0}, 'goal': {'x': 64.7, 'y': 86.1}}",14,822,1878,shot,,"{'x': 6.2, 'y': 48.7, 'z': 0}"
"{'name': 'Lazar Tufegdžić', 'slug': 'lazar-tufegdzic', 'shortName': 'L. Tufegdžić', 'position': 'M', 'jerseyNumber': '7', 'userCount': 48, 'gender': 'M', 'id': 834586, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار توفغدزيك', 'bn': 'লাজার তুফেগজিচ', 'hi': 'लज़ार तुफेग्दज़िक'}, 'shortNameTranslation': {'ar': 'ل. توفغدزيك', 'bn': 'এল. তুফেগজিচ', 'hi': 'एल. तुफेग्दज़िक'}}}",True,miss,assisted,"{'x': 8.9, 'y': 56.6, 'z': 0}",head,high-right,"{'x': 0, 'y': 43.9, 'z': 65.3}",5273774,27,,1607,"{'start': {'x': 56.6, 'y': 8.9}, 'end': {'x': 56.1, 'y': 0}, 'goal': {'x': 56.1, 'y': 34.7}}",19,1093,1607,shot,,
"{'name': 'Slobodan Tedić', 'slug': 'slobodan-tedic', 'shortName': 'S. Tedić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 284, 'gender': 'M', 'id': 905103, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان تيديتش', 'bn': 'স্লোবোডান টেডিক', 'hi': 'स्लोबोदान टेडिच'}, 'shortNameTranslation': {'ar': 'س. تيديتش', 'bn': 'এস. টেডিক', 'hi': 'एस. टेडिच'}}}",True,miss,assisted,"{'x': 8.5, 'y': 46.8, 'z': 0}",head,high-right,"{'x': 0, 'y': 43.5, 'z': 72.2}",5273772,25,,1473,"{'start': {'x': 46.8, 'y': 8.5}, 'end': {'x': 56.5, 'y': 0}, 'goal': {'x': 56.5, 'y': 27.8}}",21,1227,1473,shot,,
"{'name': 'Nikola Bogdanovski', 'firstName': 'Nikola', 'lastName': 'Bogdanovski', 'slug': 'nikola-bogdanovski', 'shortName': 'N. Bogdanovski', 'position': 'M', 'jerseyNumber': '33', 'userCount': 16, 'gender': 'M', 'id': 956793, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا بوغدانوفيسكي'}, 'shortNameTranslation': {'ar': 'ن. بوغدانوفيسكي'}}}",False,miss,set-piece,"{'x': 23.8, 'y': 51.7, 'z': 0}",right-foot,high,"{'x': 0, 'y': 52.4, 'z': 65.3}",5273750,24,,1415,"{'start': {'x': 51.7, 'y': 23.8}, 'end': {'x': 47.6, 'y': 0}, 'goal': {'x': 47.6, 'y': 34.7}}",22,1285,1415,shot,,
"{'name': 'Vladimir Miletić', 'firstName': '', 'lastName': '', 'slug': 'vladimir-miletic', 'shortName': 'V. Miletić', 'position': 'M', 'jerseyNumber': '95', 'userCount': 51, 'gender': 'M', 'id': 998786, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير ميليتيتش'}, 'shortNameTranslation': {'ar': 'ف. ميليتيتش'}}}",False,block,set-piece,"{'x': 14.8, 'y': 59.7, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.7, 'z': 19}",5273749,24,,1413,"{'start': {'x': 59.7, 'y': 14.8}, 'block': {'x': 57.8, 'y': 11.8}, 'end': {'x': 50.3, 'y': 0}, 'goal': {'x': 50.3, 'y': 81}}",22,1287,1413,shot,,"{'x': 11.8, 'y': 57.8, 'z': 0}"
"{'name': 'Andreja Stojanović', 'firstName': '', 'lastName': '', 'slug': 'andreja-stojanovic', 'shortName': 'A. Stojanović', 'position': 'D', 'jerseyNumber': '3', 'userCount': 21, 'gender': 'M', 'id': 976131, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريجا ستويانوفيتش'}, 'shortNameTranslation': {'ar': 'أ. ستويانوفيتش'}}}",True,block,corner,"{'x': 29.7, 'y': 41.9, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.4, 'z': 19}",5273746,22,,1269,"{'start': {'x': 41.9, 'y': 29.7}, 'block': {'x': 44.4, 'y': 20.1}, 'end': {'x': 49.6, 'y': 0}, 'goal': {'x': 49.6, 'y': 81}}",24,1431,1269,shot,,"{'x': 20.1, 'y': 44.4, 'z': 0}"
"{'name': 'Nikola Stanković', 'firstName': 'Nikola', 'lastName': 'Stanković', 'slug': 'nikola-stankovic', 'shortName': 'N. Stanković', 'position': 'D', 'jerseyNumber': '24', 'userCount': 584, 'gender': 'M', 'id': 1100641, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا ستانكوفيتش', 'bn': 'নিকোলা স্ট্যানকোভিচ', 'hi': 'निकोला स्टेनकोविक'}, 'shortNameTranslation': {'ar': 'ن. ستانكوفيتش', 'bn': 'এন. স্ট্যানকোভিচ', 'hi': 'एन. स्टेनकोविक'}}}",True,miss,assisted,"{'x': 13.2, 'y': 56.8, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 57.6, 'z': 83.3}",5273706,14,,781,"{'start': {'x': 56.8, 'y': 13.2}, 'end': {'x': 42.4, 'y': 0}, 'goal': {'x': 42.4, 'y': 16.7}}",32,1919,781,shot,,
"{'name': 'Lazar Tufegdžić', 'slug': 'lazar-tufegdzic', 'shortName': 'L. Tufegdžić', 'position': 'M', 'jerseyNumber': '7', 'userCount': 48, 'gender': 'M', 'id': 834586, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار توفغدزيك', 'bn': 'লাজার তুফেগজিচ', 'hi': 'लज़ार तुफेग्दज़िक'}, 'shortNameTranslation': {'ar': 'ل. توفغدزيك', 'bn': 'এল. তুফেগজিচ', 'hi': 'एल. तुफेग्दज़िक'}}}",True,save,assisted,"{'x': 3.5, 'y': 38.9, 'z': 0}",head,low-left,"{'x': 0, 'y': 52.3, 'z': 12.7}",5273745,13,,764,"{'start': {'x': 38.9, 'y': 3.5}, 'block': {'x': 45.7, 'y': 0.59999999999999}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 87.3}}",33,1936,764,shot,,"{'x': 0.59999999999999, 'y': 45.7, 'z': 0}"
"{'name': 'Slobodan Tedić', 'slug': 'slobodan-tedic', 'shortName': 'S. Tedić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 284, 'gender': 'M', 'id': 905103, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان تيديتش', 'bn': 'স্লোবোডান টেডিক', 'hi': 'स्लोबोदान टेडिच'}, 'shortNameTranslation': {'ar': 'س. تيديتش', 'bn': 'এস. টেডিক', 'hi': 'एस. टेडिच'}}}",True,block,regular,"{'x': 13.2, 'y': 68.3, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.5, 'z': 19}",5273744,13,,742,"{'start': {'x': 68.3, 'y': 13.2}, 'block': {'x': 67, 'y': 12}, 'end': {'x': 53.5, 'y': 0}, 'goal': {'x': 53.5, 'y': 81}}",33,1958,742,shot,,"{'x': 12, 'y': 67, 'z': 0}"
"{'name': 'Nikola Bogdanovski', 'firstName': 'Nikola', 'lastName': 'Bogdanovski', 'slug': 'nikola-bogdanovski', 'shortName': 'N. Bogdanovski', 'position': 'M', 'jerseyNumber': '33', 'userCount': 16, 'gender': 'M', 'id': 956793, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا بوغدانوفيسكي'}, 'shortNameTranslation': {'ar': 'ن. بوغدانوفيسكي'}}}",False,miss,assisted,"{'x': 7.7, 'y': 37.8, 'z': 0}",right-foot,right,"{'x': 0, 'y': 36.5, 'z': 13.9}",5298109,12,,687,"{'start': {'x': 37.8, 'y': 7.7}, 'block': {'x': 47.1, 'y': 7.1}, 'end': {'x': 63.5, 'y': 0}, 'goal': {'x': 63.5, 'y': 86.1}}",34,2013,687,shot,,"{'x': 7.1, 'y': 47.1, 'z': 0}"
"{'name': 'Marko Docić', 'slug': 'marko-docic', 'shortName': 'M. Docić', 'position': 'M', 'jerseyNumber': '5', 'userCount': 40, 'gender': 'M', 'id': 345141, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو دوتشيتش', 'bn': 'মার্কো ডসিচ', 'hi': 'मार्को डोकिक'}, 'shortNameTranslation': {'ar': 'م. دوتشيتش', 'bn': 'এম. ডসিচ', 'hi': 'एम. डोकिक'}}}",True,block,assisted,"{'x': 23.1, 'y': 40.5, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.7, 'z': 19}",5273697,3,,142,"{'start': {'x': 40.5, 'y': 23.1}, 'block': {'x': 42.8, 'y': 18.2}, 'end': {'x': 51.3, 'y': 0}, 'goal': {'x': 51.3, 'y': 81}}",43,2558,142,shot,,"{'x': 18.2, 'y': 42.8, 'z': 0}"
