match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,totalClearance,ballRecovery,punches,minutesPlayed,touches,rating,possessionLostCtrl,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,accurateLongBalls,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialWon,duelLost,duelWon,dispossessed,totalContest,wonContest,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,fouls,keyPass,aerialLost,shotOffTarget,shotValueNormalized,challengeLost,bigChanceMissed,onTargetScoringAttempt,blockedScoringAttempt,outfielderBlock,bigChanceCreated,goals,goodHighClaim,savedShotsFromInsideTheBox,saves,keeperSaveValue,goalkeeperValueNormalized,lastManTackle,errorLeadToAShot
14015509,away,7674,FK Napredak Kruševac,1846384,Lazar Miladinović,lazar-miladinovic,D,70,False,19.0,17.0,4.0,0.0,13.0,14.0,8.0,,,90.0,32.0,7.0,2.0,"{'original': 7, 'alternative': 7.2}",0,0.11,0.01,0.42,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,89.47368421052632,75.0,,,,3.0,4.0,5.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,3.0,,,,,,,,,
14015509,away,7674,FK Napredak Kruševac,1165834,Luka Drobnjak,luka-drobnjak,D,77,False,39.0,29.0,6.0,0.0,23.0,27.0,8.0,3.0,,90.0,56.0,7.3,10.0,"{'original': 7.3, 'alternative': 7}",0,-0.06,0.13,-0.02,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,4,2,74.35897435897436,16.666666666666664,,,,1.0,6.0,12.0,,,1.0,2.0,5.0,,,,2.0,2.0,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,
14015509,away,369195,FK Napredak Kruševac,1130255,Đorđe Kotlajić,dorde-kotlajic,D,55,False,6.0,1.0,2.0,0.0,1.0,6.0,1.0,3.0,,45.0,14.0,6.7,9.0,"{'original': 6.7, 'alternative': 6.5}",0,-0.04,0.31,-0.12,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,16.666666666666664,,,,,,,0.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
14015509,away,37064,FK Napredak Kruševac,799015,Lazar Zličić,lazar-zlicic,M,23,False,11.0,7.0,3.0,0.0,2.0,3.0,1.0,3.0,,56.0,21.0,6.4,8.0,"{'original': 6.4, 'alternative': 6.3}",0,0.06,0.09,-0.04,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,2,4,63.63636363636363,,,,,,5.0,8.0,1.0,,1.0,5.0,3.0,,1.0,,1.0,,,1.0,2.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,
14015509,away,7674,FK Napredak Kruševac,795861,Miloš Vulić,milos-vulic,M,10,False,35.0,26.0,5.0,0.0,14.0,19.0,2.0,5.0,,89.0,52.0,6.1,16.0,"{'original': 6.1, 'alternative': 6.7}",1,-0.03,0.14,-0.56,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,2,10,5,5,74.28571428571429,20.0,,100.0,,1.0,12.0,16.0,3.0,,1.0,6.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,1.0
14015509,away,7674,FK Napredak Kruševac,998786,Vladimir Miletić,vladimir-miletic,M,95,False,21.0,15.0,5.0,0.0,8.0,11.0,1.0,5.0,,90.0,36.0,6.8,12.0,"{'original': 6.8, 'alternative': 6.8}",0,0.07,0.12,-0.1,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,3,8,3,5,71.42857142857143,60.0,,,,3.0,7.0,10.0,2.0,,3.0,5.0,6.0,,1.0,,1.0,3.0,3.0,3.0,,2.0,1.0,,,,2.0,,,,,,,,,,,,,
14015509,away,7674,FK Napredak Kruševac,956793,Nikola Bogdanovski,nikola-bogdanovski,F,33,False,8.0,6.0,,0.0,3.0,3.0,,4.0,,70.0,20.0,6.9,9.0,"{'original': 6.9, 'alternative': 7.1}",2,-0.12,0.31,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,8,5,1,4,75.0,,,33.33333333333333,,,3.0,5.0,1.0,,,12.0,1.0,1.0,3.0,1.0,1.0,,,3.0,,1.0,1.0,8.0,1.0,0.54,,,1.0,,,,1.0,,,,,,,
14015509,away,7674,FK Napredak Kruševac,796223,Andrija Majdevac,andrija-majdevac,F,11,False,9.0,8.0,1.0,0.0,5.0,5.0,2.0,2.0,,45.0,21.0,6.4,8.0,"{'original': 6.4, 'alternative': 6.2}",0,-0.11,0.13,0.21,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,3,9,3,6,88.88888888888889,,,,,,3.0,4.0,,,,9.0,3.0,4.0,2.0,,,,,1.0,3.0,,,3.0,,,,,,,,,,,,,,,,
14015509,away,5143,FK Napredak Kruševac,889448,Stefan Hajdin,stefan-hajdin,D,44,True,12.0,7.0,5.0,0.0,5.0,6.0,1.0,1.0,,45.0,17.0,6.6,7.0,"{'original': 6.6, 'alternative': 6.4}",0,0.01,-0.23,0.14,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,0,2,58.333333333333336,40.0,,,,2.0,2.0,6.0,,,2.0,2.0,2.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
14015509,away,7674,FK Napredak Kruševac,267473,Nebojša Bastajić,nebojsa-bastajic,F,12,True,13.0,11.0,2.0,1.0,5.0,5.0,,4.0,,45.0,23.0,6.8,7.0,"{'original': 6.8, 'alternative': 7}",1,0.18,0.1,0.18,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,2,3,84.61538461538461,100.0,,50.0,,2.0,6.0,8.0,2.0,,,3.0,2.0,1.0,2.0,1.0,,1.0,1.0,,,1.0,1.0,,,-0.17,,,,1.0,,,,,,,,,,
14015509,away,7674,FK Napredak Kruševac,840862,Filip Krstić,filip-krstic,M,4,True,3.0,1.0,,0.0,,2.0,1.0,2.0,,34.0,9.0,6.3,4.0,"{'original': 6.3, 'alternative': 6.5}",0,-0.02,0.01,0.16,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,3,1,0,1,33.33333333333333,,,,,,1.0,1.0,1.0,,,4.0,,,,,1.0,,,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,
14015509,away,7674,FK Napredak Kruševac,1153959,Mateja Bubanj,mateja-bubanj,F,9,True,3.0,1.0,,0.0,1.0,1.0,1.0,,,20.0,5.0,6.5,2.0,"{'original': 6.5, 'alternative': 6.6}",0,0.01,,0.15,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,2,0,0,0,33.33333333333333,,,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14015509,away,5407,FK Napredak Kruševac,807251,Ivan Šubert,ivan-subert,D,31,True,1.0,,1.0,0.0,,,,,,1.0,1.0,,1.0,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015509,away,7674,FK Napredak Kruševac,1102136,Luka Laban,luka-laban,M,14,True,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015509,away,7674,FK Napredak Kruševac,943362,Miloš Tošeski,milos-toseski,M,22,True,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015509,away,7674,FK Napredak Kruševac,1937361,Lazar Balević,lazar-balevic,G,84,True,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015509,away,7674,FK Napredak Kruševac,1093731,Dragan Čubra,dragan-cubra,D,27,True,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015509,away,7674,FK Napredak Kruševac,937992,Nikola Vukajlović,nikola-vukajlovic,D,7,True,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
