player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,goalkeeper,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType,addedTime
"{'name': 'Kayode Saliman', 'firstName': 'Kayode', 'lastName': 'Saliman', 'slug': 'kayode-saliman', 'shortName': 'K. Saliman', 'position': 'M', 'jerseyNumber': '14', 'userCount': 39, 'gender': 'M', 'id': 1472922, 'fieldTranslations': {'nameTranslation': {'ar': 'كايويد ساليمان'}, 'shortNameTranslation': {'ar': 'ك. ساليمان'}}}",False,block,regular,"{'x': 24.1, 'y': 27.8, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.1, 'z': 16.7}","{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6805873,45,2700,"{'start': {'x': 27.8, 'y': 24.1}, 'block': {'x': 29.8, 'y': 21.8}, 'end': {'x': 46.9, 'y': 0}, 'goal': {'x': 46.9, 'y': 83.3}}",1,0,2700,shot,"{'x': 21.8, 'y': 29.8, 'z': 0}",,1.0
"{'name': 'Aleksandr Shestyuk', 'slug': 'aleksandr-shestyuk', 'shortName': 'A. Shestyuk', 'position': 'F', 'jerseyNumber': '9', 'userCount': 96, 'gender': 'M', 'id': 1000276, 'fieldTranslations': {'nameTranslation': {'ar': 'الكسندر شيستيوك', 'bn': 'আলেকজান্ডার শেস্ত্যুক', 'hi': 'अलेक्सांद्र शेस्त्युक'}, 'shortNameTranslation': {'ar': 'ا. شيستيوك', 'bn': 'এ. শেস্ত্যুক', 'hi': 'ए. शेस्त्युक'}}}",True,save,corner,"{'x': 8.8, 'y': 48.9, 'z': 0}",head,high-left,"{'x': 0, 'y': 52.2, 'z': 21.5}","{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6805860,44,2638,"{'start': {'x': 48.9, 'y': 8.8}, 'block': {'x': 49.8, 'y': 0.59999999999999}, 'end': {'x': 47.8, 'y': 0}, 'goal': {'x': 47.8, 'y': 78.5}}",2,62,2638,shot,"{'x': 0.59999999999999, 'y': 49.8, 'z': 0}",,
"{'name': 'Aleksandr Shestyuk', 'slug': 'aleksandr-shestyuk', 'shortName': 'A. Shestyuk', 'position': 'F', 'jerseyNumber': '9', 'userCount': 96, 'gender': 'M', 'id': 1000276, 'fieldTranslations': {'nameTranslation': {'ar': 'الكسندر شيستيوك', 'bn': 'আলেকজান্ডার শেস্ত্যুক', 'hi': 'अलेक्सांद्र शेस्त्युक'}, 'shortNameTranslation': {'ar': 'ا. شيستيوك', 'bn': 'এ. শেস্ত্যুক', 'hi': 'ए. शेस्त्युक'}}}",True,block,assisted,"{'x': 6, 'y': 57.9, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 51.9, 'z': 19.4}","{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6805859,44,2581,"{'start': {'x': 57.9, 'y': 6}, 'block': {'x': 57.4, 'y': 5.1}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 80.6}}",2,119,2581,shot,"{'x': 5.1, 'y': 57.4, 'z': 0}",,
"{'name': 'Bayere Loue', 'firstName': '', 'lastName': '', 'slug': 'bayere-loue', 'shortName': 'B. Loue', 'position': 'F', 'jerseyNumber': '27', 'userCount': 74, 'gender': 'M', 'id': 972802, 'fieldTranslations': {'nameTranslation': {'ar': 'باير لو'}, 'shortNameTranslation': {'ar': 'ب. لو'}}}",False,block,corner,"{'x': 2.7, 'y': 61.5, 'z': 0}",head,low-centre,"{'x': 0, 'y': 49.8, 'z': 19}","{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6805836,37,2164,"{'start': {'x': 61.5, 'y': 2.7}, 'block': {'x': 59.8, 'y': 2.3}, 'end': {'x': 50.2, 'y': 0}, 'goal': {'x': 50.2, 'y': 81}}",9,536,2164,shot,"{'x': 2.3, 'y': 59.8, 'z': 0}",,
"{'name': 'Radomir Milosavljević', 'slug': 'radomir-milosavljevic', 'shortName': 'R. Milosavljević', 'position': 'M', 'jerseyNumber': '22', 'userCount': 30, 'gender': 'M', 'id': 112321, 'fieldTranslations': {'nameTranslation': {'ar': 'رادومير ميلوسافليفيتش'}, 'shortNameTranslation': {'ar': 'ر. ميلوسافليفيتش'}}}",True,miss,regular,"{'x': 21.5, 'y': 48.1, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 42.7, 'z': 13.9}","{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6805827,31,1802,"{'start': {'x': 48.1, 'y': 21.5}, 'end': {'x': 57.3, 'y': 0}, 'goal': {'x': 57.3, 'y': 86.1}}",15,898,1802,shot,,,
"{'name': 'Aleksa Radonjić', 'firstName': '', 'lastName': '', 'slug': 'aleksa-radonjic', 'shortName': 'A. Radonjić', 'position': 'M', 'jerseyNumber': '20', 'userCount': 14, 'gender': 'M', 'id': 1468252, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكسه رادونيتش'}, 'shortNameTranslation': {'ar': 'أ. رادونيتش'}}}",False,save,assisted,"{'x': 10.7, 'y': 52.1, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51, 'z': 12}","{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6805802,18,1050,"{'start': {'x': 52.1, 'y': 10.7}, 'block': {'x': 49.5, 'y': 1.9}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 88}}",28,1650,1050,shot,"{'x': 1.9, 'y': 49.5, 'z': 0}",,
"{'name': 'Luka Izderić', 'firstName': '', 'lastName': '', 'slug': 'luka-izderic', 'shortName': 'L. Izderic', 'position': 'M', 'jerseyNumber': '89', 'userCount': 33, 'gender': 'M', 'id': 1470370, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا إزديريتش'}, 'shortNameTranslation': {'ar': 'ل. إزديريتش'}}}",True,save,regular,"{'x': 9.8, 'y': 37.6, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 52.3, 'z': 24.7}","{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6805667,12,693,"{'start': {'x': 37.6, 'y': 9.8}, 'block': {'x': 47.8, 'y': 1.5}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 75.3}}",34,2007,693,shot,"{'x': 1.5, 'y': 47.8, 'z': 0}",,
"{'name': 'Miloš Spasić', 'firstName': '', 'lastName': '', 'slug': 'milos-spasic', 'shortName': 'M. Spasić', 'position': 'F', 'jerseyNumber': '97', 'userCount': 83, 'gender': 'M', 'id': 1022054, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش سباسيتش'}, 'shortNameTranslation': {'ar': 'م. سباسيتش'}}}",True,miss,corner,"{'x': 15.7, 'y': 57.3, 'z': 0}",right-foot,high,"{'x': 0, 'y': 45.4, 'z': 100}","{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6805653,9,526,"{'start': {'x': 57.3, 'y': 15.7}, 'end': {'x': 54.6, 'y': 0}, 'goal': {'x': 54.6, 'y': 0}}",37,2174,526,shot,,,
"{'name': 'Nemanja Đokić', 'slug': 'nemanja-dokic', 'shortName': 'N. Đokić', 'position': 'D', 'jerseyNumber': '5', 'userCount': 15, 'gender': 'M', 'id': 1392891, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا ديوكيتش'}, 'shortNameTranslation': {'ar': 'ن. ديوكيتش'}}}",False,block,assisted,"{'x': 20, 'y': 67.1, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.1, 'z': 19}","{'name': 'Strahinja Manojlović', 'slug': 'strahinja-manojlovic', 'shortName': 'S. Manojlović', 'position': 'G', 'jerseyNumber': '98', 'userCount': 64, 'gender': 'M', 'id': 990184, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا مانويلوفيتش'}, 'shortNameTranslation': {'ar': 'س. مانويلوفيتش'}}}",6805666,7,389,"{'start': {'x': 67.1, 'y': 20}, 'block': {'x': 64.8, 'y': 18}, 'end': {'x': 46.9, 'y': 0}, 'goal': {'x': 46.9, 'y': 81}}",39,2311,389,shot,"{'x': 18, 'y': 64.8, 'z': 0}",,
"{'name': 'Miloš Spasić', 'firstName': '', 'lastName': '', 'slug': 'milos-spasic', 'shortName': 'M. Spasić', 'position': 'F', 'jerseyNumber': '97', 'userCount': 83, 'gender': 'M', 'id': 1022054, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش سباسيتش'}, 'shortNameTranslation': {'ar': 'م. سباسيتش'}}}",True,miss,assisted,"{'x': 5.4, 'y': 70.7, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 43.7, 'z': 83.3}","{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6805457,6,313,"{'start': {'x': 70.7, 'y': 5.4}, 'end': {'x': 56.3, 'y': 0}, 'goal': {'x': 56.3, 'y': 16.7}}",40,2387,313,shot,,,
