player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,blockCoordinates
"{'name': 'Milan Pavkov', 'slug': 'milan-pavkov', 'shortName': 'M. Pavkov', 'position': 'F', 'jerseyNumber': '50', 'userCount': 375, 'gender': 'M', 'id': 804183, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان بافكوف', 'bn': 'মিলান পাভকভ', 'hi': 'मिलन पावकोव'}, 'shortNameTranslation': {'ar': 'م. بافكوف', 'bn': 'এম. পাভকোভ', 'hi': 'एम. पावकोव'}}}",False,block,regular,"{'x': 8.5, 'y': 43.4, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.1, 'z': 19}",5388491,72,,4294,"{'start': {'x': 43.4, 'y': 8.5}, 'block': {'x': 44.8, 'y': 5.9}, 'end': {'x': 47.9, 'y': 0}, 'goal': {'x': 47.9, 'y': 81}}",19,1106,1594,shot,,"{'x': 5.9, 'y': 44.8, 'z': 0}"
"{'name': 'Douglas Owusu', 'firstName': 'Owusu', 'lastName': 'Douglas', 'slug': 'owusu-douglas', 'shortName': 'O. Douglas', 'position': 'M', 'jerseyNumber': '35', 'userCount': 634, 'gender': 'M', 'id': 1916326, 'fieldTranslations': {'nameTranslation': {'ar': 'أووسو دوغلاس'}, 'shortNameTranslation': {'ar': 'أ. دوغلاس'}}}",True,miss,assisted,"{'x': 24, 'y': 59.1, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 59.3, 'z': 93.1}",5388473,70,,4160,"{'start': {'x': 59.1, 'y': 24}, 'end': {'x': 40.7, 'y': 0}, 'goal': {'x': 40.7, 'y': 6.9}}",21,1240,1460,shot,,
"{'name': 'Milan Pavkov', 'slug': 'milan-pavkov', 'shortName': 'M. Pavkov', 'position': 'F', 'jerseyNumber': '50', 'userCount': 375, 'gender': 'M', 'id': 804183, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان بافكوف', 'bn': 'মিলান পাভকভ', 'hi': 'मिलन पावकोव'}, 'shortNameTranslation': {'ar': 'م. بافكوف', 'bn': 'এম. পাভকোভ', 'hi': 'एम. पावकोव'}}}",False,miss,assisted,"{'x': 7.6, 'y': 50.3, 'z': 0}",head,right,"{'x': 0, 'y': 31.8, 'z': 29.2}",5388472,69,,4129,"{'start': {'x': 50.3, 'y': 7.6}, 'end': {'x': 68.2, 'y': 0}, 'goal': {'x': 68.2, 'y': 70.8}}",22,1271,1429,shot,,
"{'name': 'Uroš Miladinović', 'firstName': 'Uros Miladinovic', 'lastName': '', 'slug': 'uros-miladinovic', 'shortName': 'U. Miladinović', 'position': 'M', 'jerseyNumber': '90', 'userCount': 84, 'gender': 'M', 'id': 1165971, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروش ميلادينوفيتش'}, 'shortNameTranslation': {'ar': 'أ. ميلادينوفيتش'}}}",False,miss,free-kick,"{'x': 23.5, 'y': 65.4, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 51.8, 'z': 56.9}",5388458,67,,3986,"{'start': {'x': 65.4, 'y': 23.5}, 'end': {'x': 48.2, 'y': 0}, 'goal': {'x': 48.2, 'y': 43.1}}",24,1414,1286,shot,,
"{'name': 'Mateja Gašić', 'firstName': 'Mateja Gasic', 'slug': 'mateja-gasic', 'shortName': 'M. Gašić', 'position': 'D', 'jerseyNumber': '66', 'userCount': 40, 'gender': 'M', 'id': 1147541, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتيا غاشيتش'}, 'shortNameTranslation': {'ar': 'م. غاشيتش'}}}",True,miss,assisted,"{'x': 10.6, 'y': 62.1, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 49.9, 'z': 59.7}",5388385,61,,3624,"{'start': {'x': 62.1, 'y': 10.6}, 'end': {'x': 50.1, 'y': 0}, 'goal': {'x': 50.1, 'y': 40.3}}",30,1776,924,shot,,
"{'name': 'Douglas Owusu', 'firstName': 'Owusu', 'lastName': 'Douglas', 'slug': 'owusu-douglas', 'shortName': 'O. Douglas', 'position': 'M', 'jerseyNumber': '35', 'userCount': 634, 'gender': 'M', 'id': 1916326, 'fieldTranslations': {'nameTranslation': {'ar': 'أووسو دوغلاس'}, 'shortNameTranslation': {'ar': 'أ. دوغلاس'}}}",True,miss,assisted,"{'x': 9.6, 'y': 65.5, 'z': 0}",left-foot,left,"{'x': 0, 'y': 62, 'z': 13.9}",5388330,52,,3099,"{'start': {'x': 65.5, 'y': 9.6}, 'end': {'x': 38, 'y': 0}, 'goal': {'x': 38, 'y': 86.1}}",39,2301,399,shot,,
"{'name': 'Vukašin Bogdanović', 'firstName': '', 'lastName': '', 'slug': 'vukasin-bogdanovic', 'shortName': 'V. Bogdanović', 'position': 'F', 'jerseyNumber': '9', 'userCount': 100, 'gender': 'M', 'id': 1031603, 'fieldTranslations': {'nameTranslation': {'ar': 'فوكاشين بوغدانوفيتش'}, 'shortNameTranslation': {'ar': 'ف. بوغدانوفيتش'}}}",True,miss,set-piece,"{'x': 9.6, 'y': 58.8, 'z': 0}",head,left,"{'x': 0, 'y': 62.5, 'z': 25}",5388081,45,5.0,2974,"{'start': {'x': 58.8, 'y': 9.6}, 'end': {'x': 37.5, 'y': 0}, 'goal': {'x': 37.5, 'y': 75}}",1,2426,274,shot,,
"{'name': 'Vukašin Bogdanović', 'firstName': '', 'lastName': '', 'slug': 'vukasin-bogdanovic', 'shortName': 'V. Bogdanović', 'position': 'F', 'jerseyNumber': '9', 'userCount': 100, 'gender': 'M', 'id': 1031603, 'fieldTranslations': {'nameTranslation': {'ar': 'فوكاشين بوغدانوفيتش'}, 'shortNameTranslation': {'ar': 'ف. بوغدانوفيتش'}}}",True,goal,assisted,"{'x': 6.3, 'y': 48.3, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 53.5, 'z': 25.3}",5388030,38,,2268,"{'start': {'x': 48.3, 'y': 6.3}, 'end': {'x': 46.5, 'y': 0}, 'goal': {'x': 46.5, 'y': 74.7}}",8,432,2268,shot,regular,
"{'name': 'Đorđe Jovanović', 'slug': 'dorde-jovanovic', 'shortName': 'Đ. Jovanović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 37, 'gender': 'M', 'id': 1130262, 'fieldTranslations': {'nameTranslation': {'ar': 'جورجي يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'ج. يوفانوفيتش'}}}",True,goal,fast-break,"{'x': 13.6, 'y': 51.4, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 52.1, 'z': 26.6}",5388012,36,,2155,"{'start': {'x': 51.4, 'y': 13.6}, 'end': {'x': 47.9, 'y': 0}, 'goal': {'x': 47.9, 'y': 73.4}}",10,545,2155,shot,regular,
"{'name': 'Filip Matijašević', 'firstName': 'Filip Matijasevic', 'slug': 'filip-matijasevic', 'shortName': 'F. Matijašević', 'position': 'M', 'jerseyNumber': '22', 'userCount': 97, 'gender': 'M', 'id': 1981976, 'fieldTranslations': {'nameTranslation': {'ar': 'فيليب ماتيياشيفيتش'}, 'shortNameTranslation': {'ar': 'ف. ماتيياشيفيتش'}}}",False,miss,assisted,"{'x': 11.9, 'y': 46.1, 'z': 0}",right-foot,left,"{'x': 0, 'y': 60, 'z': 25}",5387993,31,,1845,"{'start': {'x': 46.1, 'y': 11.9}, 'end': {'x': 40, 'y': 0}, 'goal': {'x': 40, 'y': 75}}",15,855,1845,shot,,
"{'name': 'Aleksandar Pejović', 'firstName': '', 'lastName': '', 'slug': 'aleksandar-pejovic', 'shortName': 'A. Pejović', 'position': 'M', 'jerseyNumber': '28', 'userCount': 45, 'gender': 'M', 'id': 804662, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر بيجوفيتش', 'bn': 'আলেকসান্ডার পেজোভিচ', 'hi': 'एलेक्ज़ेंडर पेजोविक'}, 'shortNameTranslation': {'ar': 'أ. بيجوفيتش', 'bn': 'এ. পেজোভিচ', 'hi': 'ए. पेजोविक'}}}",True,miss,regular,"{'x': 30, 'y': 42.7, 'z': 0}",left-foot,right,"{'x': 0, 'y': 39.3, 'z': 15.3}",5387850,20,,1176,"{'start': {'x': 42.7, 'y': 30}, 'block': {'x': 54.3, 'y': 13.1}, 'end': {'x': 60.7, 'y': 0}, 'goal': {'x': 60.7, 'y': 84.7}}",26,1524,1176,shot,,"{'x': 13.1, 'y': 54.3, 'z': 0}"
"{'name': 'Haris Hajdarević', 'slug': 'haris-hajdarevic', 'shortName': 'H. Hajdarević', 'position': 'M', 'jerseyNumber': '4', 'userCount': 39, 'gender': 'M', 'id': 901590, 'fieldTranslations': {'nameTranslation': {'ar': 'هاريس حاجداريفيتش', 'bn': 'হারিস হাজদারেভিচ', 'hi': 'हारिस हजदारेविक'}, 'shortNameTranslation': {'ar': 'ه. حاجداريفيتش', 'bn': 'এইচ. হাজদারেভিচ', 'hi': 'एच. हजदारेविक'}}}",True,block,regular,"{'x': 9.6, 'y': 57.8, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.4, 'z': 19}",5387800,20,,1173,"{'start': {'x': 57.8, 'y': 9.6}, 'block': {'x': 56, 'y': 7.9}, 'end': {'x': 47.6, 'y': 0}, 'goal': {'x': 47.6, 'y': 81}}",26,1527,1173,shot,,"{'x': 7.9, 'y': 56, 'z': 0}"
"{'name': 'Haris Hajdarević', 'slug': 'haris-hajdarevic', 'shortName': 'H. Hajdarević', 'position': 'M', 'jerseyNumber': '4', 'userCount': 39, 'gender': 'M', 'id': 901590, 'fieldTranslations': {'nameTranslation': {'ar': 'هاريس حاجداريفيتش', 'bn': 'হারিস হাজদারেভিচ', 'hi': 'हारिस हजदारेविक'}, 'shortNameTranslation': {'ar': 'ه. حاجداريفيتش', 'bn': 'এইচ. হাজদারেভিচ', 'hi': 'एच. हजदारेविक'}}}",True,block,regular,"{'x': 10.3, 'y': 62.4, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.6, 'z': 19}",5387799,20,,1172,"{'start': {'x': 62.4, 'y': 10.3}, 'block': {'x': 60.5, 'y': 8.8}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 81}}",26,1528,1172,shot,,"{'x': 8.8, 'y': 60.5, 'z': 0}"
"{'name': 'Đorđe Jovanović', 'slug': 'dorde-jovanovic', 'shortName': 'Đ. Jovanović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 37, 'gender': 'M', 'id': 1130262, 'fieldTranslations': {'nameTranslation': {'ar': 'جورجي يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'ج. يوفانوفيتش'}}}",True,save,regular,"{'x': 15.7, 'y': 34.1, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54, 'z': 4.4}",5387792,18,,1043,"{'start': {'x': 34.1, 'y': 15.7}, 'block': {'x': 46.8, 'y': 1.6}, 'end': {'x': 46, 'y': 0}, 'goal': {'x': 46, 'y': 95.6}}",28,1657,1043,shot,,"{'x': 1.6, 'y': 46.8, 'z': 0}"
"{'name': 'Haris Hajdarević', 'slug': 'haris-hajdarevic', 'shortName': 'H. Hajdarević', 'position': 'M', 'jerseyNumber': '4', 'userCount': 39, 'gender': 'M', 'id': 901590, 'fieldTranslations': {'nameTranslation': {'ar': 'هاريس حاجداريفيتش', 'bn': 'হারিস হাজদারেভিচ', 'hi': 'हारिस हजदारेविक'}, 'shortNameTranslation': {'ar': 'ه. حاجداريفيتش', 'bn': 'এইচ. হাজদারেভিচ', 'hi': 'एच. हजदारेविक'}}}",True,save,fast-break,"{'x': 9.5, 'y': 40, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.6, 'z': 5.7}",5387774,14,,826,"{'start': {'x': 40, 'y': 9.5}, 'block': {'x': 43.1, 'y': 6.2}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 94.3}}",32,1874,826,shot,,"{'x': 6.2, 'y': 43.1, 'z': 0}"
"{'name': 'Đorđe Jovanović', 'slug': 'dorde-jovanovic', 'shortName': 'Đ. Jovanović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 37, 'gender': 'M', 'id': 1130262, 'fieldTranslations': {'nameTranslation': {'ar': 'جورجي يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'ج. يوفانوفيتش'}}}",True,save,assisted,"{'x': 7.1, 'y': 45.8, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.3, 'z': 14.6}",5411054,10,,577,"{'start': {'x': 45.8, 'y': 7.1}, 'block': {'x': 48.4, 'y': 1.8}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 85.4}}",36,2123,577,shot,,"{'x': 1.8, 'y': 48.4, 'z': 0}"
"{'name': 'Haris Hajdarević', 'slug': 'haris-hajdarevic', 'shortName': 'H. Hajdarević', 'position': 'M', 'jerseyNumber': '4', 'userCount': 39, 'gender': 'M', 'id': 901590, 'fieldTranslations': {'nameTranslation': {'ar': 'هاريس حاجداريفيتش', 'bn': 'হারিস হাজদারেভিচ', 'hi': 'हारिस हजदारेविक'}, 'shortNameTranslation': {'ar': 'ه. حاجداريفيتش', 'bn': 'এইচ. হাজদারেভিচ', 'hi': 'एच. हजदारेविक'}}}",True,save,set-piece,"{'x': 7.7, 'y': 46, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50, 'z': 18.4}",5387712,5,,297,"{'start': {'x': 46, 'y': 7.7}, 'block': {'x': 50.4, 'y': 0.5}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 81.6}}",41,2403,297,shot,,"{'x': 0.5, 'y': 50.4, 'z': 0}"
