match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,ballRecovery,savedShotsFromInsideTheBox,saves,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,aerialWon,duelLost,duelWon,totalContest,wonContest,totalClearance,totalTackle,wonTackle,unsuccessfulTouch,fouls,aerialLost,shotOffTarget,onTargetScoringAttempt,outfielderBlock,wasFouled,shotValueNormalized,challengeLost,interceptionWon,totalOffside,totalCross,accurateCross,dispossessed,blockedScoringAttempt,keyPass,bigChanceCreated,bigChanceMissed,goals,penaltyWon,penaltyFaced,punches,totalKeeperSweeper,accurateKeeperSweeper,penaltyConceded
14015451,away,5152,FK Partizan,1147544,Vukašin Đurđević,vukasin-durdevic,D,24,False,44.0,36.0,6.0,4.0,0.0,23.0,25.0,13.0,19.0,6.0,,,90.0,66.0,6.5,10.0,,"{'original': 6.5, 'alternative': 6.6}",0,-0.04,0.3,-0.28,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,4,3,81.81818181818183,66.66666666666666,,50.0,,1.0,3.0,5.0,2.0,1.0,4.0,2.0,,1.0,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
14015451,away,5152,FK Partizan,888701,Stefan Milić,stefan-milic,D,44,False,52.0,47.0,4.0,2.0,0.0,34.0,37.0,13.0,15.0,4.0,,,90.0,68.0,7.1,6.0,,"{'original': 7.1, 'alternative': 6.9}",0,0.26,0.14,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,3,7,6,1,90.38461538461539,50.0,,50.0,,1.0,3.0,7.0,2.0,1.0,3.0,3.0,2.0,,,2.0,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,
14015451,away,5152,FK Partizan,1427163,Nikola Simic,nikola-simic,D,40,False,47.0,43.0,3.0,2.0,0.0,29.0,30.0,14.0,17.0,,,,90.0,55.0,7.4,5.0,,"{'original': 7.4, 'alternative': 7.3}",2,0.39,0.16,-0.35,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,4,2,0,2,91.48936170212765,66.66666666666666,,,,2.0,4.0,2.0,,,3.0,,,1.0,2.0,2.0,1.0,1.0,,,0.49,,1.0,,,,,,,,,1.0,,,,,,
14015451,away,5152,FK Partizan,555538,Mario Jurčevič,mario-jurcevic,D,4,False,25.0,19.0,1.0,1.0,1.0,12.0,15.0,7.0,10.0,6.0,,,75.0,39.0,7.9,9.0,,"{'original': 7.9, 'alternative': 8}",1,0.23,0.13,-0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,76.0,100.0,33.33333333333333,,,,2.0,,1.0,,2.0,,,,,1.0,,1.0,,,0.51,,1.0,,3.0,1.0,,,2.0,,,1.0,,,,,,
14015451,away,1892,FK Partizan,286121,Yanis Karabelyov,yanis-karabelyov,M,28,False,51.0,44.0,4.0,1.0,0.0,25.0,27.0,19.0,24.0,7.0,,,90.0,72.0,6.9,12.0,,"{'original': 6.9, 'alternative': 6.9}",1,0.14,0.1,0.26,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,2,12,7,5,86.27450980392157,25.0,,,,1.0,6.0,8.0,2.0,,2.0,7.0,6.0,2.0,2.0,1.0,,,1.0,,0.01,,1.0,,,,1.0,1.0,,,,,,,,,,
14015451,away,5152,FK Partizan,1012248,Demba Seck,demba-seck,M,19,False,31.0,26.0,,,0.0,10.0,12.0,16.0,19.0,6.0,,,90.0,48.0,5.7,14.0,,"{'original': 5.7, 'alternative': 6.3}",0,-0.19,0.63,-0.54,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,1,11,4,7,83.87096774193549,,,50.0,,,8.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,,,,1.0,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,1.0
14015451,away,5152,FK Partizan,1500276,Vanja Dragojević,vanja-dragojevic,M,6,False,21.0,18.0,2.0,1.0,0.0,7.0,7.0,11.0,14.0,3.0,,,65.0,31.0,6.5,5.0,,"{'original': 6.5, 'alternative': 6.9}",2,0.13,0.08,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,1,3,85.71428571428571,50.0,,,,1.0,3.0,2.0,,,,1.0,,2.0,3.0,,,2.0,1.0,,0.28,,2.0,,,,,,1.0,,1.0,,,,,,,
14015451,away,5152,FK Partizan,1005605,Milan Vukotić,milan-vukotic,M,11,False,34.0,28.0,5.0,5.0,2.0,9.0,10.0,19.0,24.0,7.0,,,89.0,53.0,9.5,13.0,,"{'original': 9.5, 'alternative': 9.2}",2,0.92,0.5,-0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,1,10,4,6,82.35294117647058,100.0,75.0,66.66666666666666,,,7.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,0.5,,,,4.0,3.0,3.0,,3.0,2.0,,1.0,,,,,,
14015451,away,5152,FK Partizan,1584964,Bogdan Kostić,bogdan-kostic,M,99,False,26.0,20.0,2.0,,1.0,6.0,8.0,14.0,18.0,3.0,,,65.0,37.0,6.8,11.0,,"{'original': 6.8, 'alternative': 6.8}",1,0.32,0.27,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,1,2,76.92307692307693,,100.0,,,,3.0,1.0,1.0,,,1.0,1.0,3.0,,1.0,,,,,-0.19,1.0,,,1.0,1.0,,1.0,2.0,,,,,,,,,
14015451,away,2534,FK Partizan,1154491,Jovan Milošević,jovan-milosevic,F,7,False,30.0,21.0,1.0,1.0,0.0,12.0,13.0,9.0,17.0,2.0,,,75.0,40.0,7.3,11.0,,"{'original': 7.3, 'alternative': 7.7}",2,-0.61,0.03,0.25,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,2,4,70.0,100.0,,,,1.0,4.0,3.0,2.0,,,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,0.49,,,2.0,,,,,2.0,1.0,,1.0,,,,,,
14015451,away,5152,FK Partizan,19191,Bibars Natcho,bibars-natcho,M,10,True,15.0,12.0,2.0,1.0,1.0,3.0,3.0,9.0,12.0,1.0,,,25.0,22.0,6.7,4.0,,"{'original': 6.7, 'alternative': 6.8}",2,0.29,0.1,-0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,80.0,50.0,,,,,2.0,1.0,,,,1.0,,,,,2.0,,,,-0.24,1.0,1.0,,,,1.0,,1.0,,,,,,,,,
14015451,away,5152,FK Partizan,1427161,Ognjen Ugrešić,ognjen-ugresic,M,36,True,11.0,8.0,,,0.0,1.0,2.0,7.0,9.0,,,,25.0,14.0,6.0,4.0,,"{'original': 6, 'alternative': 6.5}",1,0.01,0.14,-0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,1,2,72.72727272727273,,,100.0,,1.0,3.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,-0.51,1.0,,,,,,,,,1.0,,,,,,,
14015451,away,5152,FK Partizan,805932,Aranđel Stojković,arandel-stojkovic,D,2,True,14.0,12.0,1.0,,0.0,,1.0,12.0,13.0,1.0,,,15.0,16.0,6.5,2.0,,"{'original': 6.5, 'alternative': 6.6}",1,0.27,0.15,-0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,85.71428571428571,,100.0,,,,,,,,,,,,,,,,,,-0.29,,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,
14015451,away,5152,FK Partizan,1819171,Andrej Kostić,andrej-kostic,F,9,True,7.0,6.0,1.0,1.0,0.0,1.0,1.0,5.0,6.0,1.0,,,15.0,12.0,7.1,4.0,,"{'original': 7.1, 'alternative': 7.4}",2,-0.08,0.24,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,85.71428571428571,100.0,,,,,2.0,,,,,,,2.0,,1.0,1.0,1.0,,,0.36,,,,,,1.0,,1.0,,,1.0,,,,,,
14015451,away,5152,FK Partizan,252121,Ghayas Zahid,ghayas-zahid,M,29,True,8.0,7.0,,,0.0,1.0,1.0,6.0,7.0,1.0,,,1.0,9.0,,2.0,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,87.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
14015451,away,5152,FK Partizan,807245,Miloš Krunić,milos-krunic,G,31,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015451,away,5152,FK Partizan,1124029,Mateja Milovanović,mateja-milovanovic,D,5,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015451,away,24356,FK Partizan,1409357,Ivan Vasiljević,ivan-vasiljevic,D,21,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015451,away,25736,FK Partizan,1493919,Zoran Alilović,zoran-alilovic,M,90,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015451,away,282203,FK Partizan,1500279,Dusan Jovanović,dusan-jovanovic,F,42,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015451,away,5152,FK Partizan,1429960,Dimitrije Janković,dimitrije-jankovic,M,70,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
