match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,keyPass,shotOffTarget,blockedScoringAttempt,bigChanceCreated
14147358,home,6223,FK Arsenal Tivat,881019,Vanja Vučićević,vanja-vucicevic,F,22,False,15.0,12.0,2.0,2.0,0.0,3.0,3.0,9.0,11.0,1.0,1.0,2.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,68.0,28.0,6.9,9.0,0.0,0.07,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,2,8,80.0,100.0,100.0,,,1.0,2.0,,,
14147358,home,37956,FK Arsenal Tivat,842506,Aleksandar Macanović,aleksandar-macanovic,M,20,True,3.0,3.0,0.0,0.0,0.0,2.0,2.0,,,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,22.0,5.0,6.6,1.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,1,1,100.0,,,100.0,,,,,,
14147358,home,37956,FK Arsenal Tivat,1396429,Nemanja Bojanić,nemanja-bojanic,M,18,True,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,,,,,,,15.0,10.0,6.6,2.0,0.04,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,4,3,2,1,100.0,,,100.0,,,,,1.0,
14147358,home,509406,FK Arsenal Tivat,941693,Aleksandar Katanić,aleksandar-katanic,F,9,True,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,15.0,10.0,6.6,6.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,2,3,100.0,,,,,,,,,
14147358,home,37956,FK Arsenal Tivat,1030485,Petar Mališić,petar-malisic,D,15,True,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.0,,6.4,0.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,,,,,,,,,,
14147358,home,37956,FK Arsenal Tivat,1423516,Ivan Božinović,ivan-bozinovic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147358,home,37956,FK Arsenal Tivat,1804545,Gojko Petović,gojko-petrovic,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147358,home,37956,FK Arsenal Tivat,1163504,David Sim,david-sim,D,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147358,home,37956,FK Arsenal Tivat,2296517,Marko Telesmanić,marko-telesmanic,F,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147358,home,37956,FK Arsenal Tivat,2210662,Vasilije Kašćelan,vasilije-kascelan,,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147358,away,6216,OFK Petrovac,188987,Marko Kordić,marko-kordic,G,25,False,22.0,16.0,13.0,7.0,0.0,12.0,15.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,90.0,24.0,6.5,4.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,72.72727272727273,53.84615384615385,,,,,,,,
14147358,away,36019,OFK Petrovac,1214474,Nikola Vuković,nikola-vukovic,D,11,False,27.0,19.0,6.0,2.0,0.0,10.0,11.0,8.0,14.0,2.0,2.0,2.0,3.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,,,,,,,90.0,36.0,6.8,9.0,0.0,0.36,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,5,10,3,7,70.37037037037037,33.33333333333333,100.0,,,,2.0,,1.0,
14147358,away,6216,OFK Petrovac,1484679,Marko Franeta,marko-franeta,D,13,False,35.0,25.0,6.0,3.0,0.0,17.0,20.0,8.0,14.0,0.0,0.0,2.0,3.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,90.0,43.0,6.2,12.0,0.0,0.0,"{'original': 6.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,5,11,2,9,71.42857142857143,50.0,,,,,,,,
14147358,away,6216,OFK Petrovac,57339,Dejan Boljević,dejan-boljevic,D,33,False,33.0,26.0,11.0,5.0,0.0,19.0,19.0,6.0,12.0,0.0,0.0,2.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,39.0,6.7,10.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,6,4,1,3,78.78787878787878,45.45454545454545,,,,,,,,
14147358,away,5143,OFK Petrovac,1000577,Andrej Pupović,andrej-pupovic,D,30,False,28.0,21.0,4.0,2.0,0.0,5.0,6.0,13.0,19.0,6.0,3.0,0.0,2.0,10.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,90.0,42.0,6.7,15.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,2,13,3,10,75.0,50.0,50.0,0.0,,,,,,
14147358,away,6216,OFK Petrovac,889063,Stefan Fićović,stefan-ficovic,M,18,False,38.0,30.0,4.0,0.0,0.0,21.0,23.0,6.0,12.0,1.0,0.0,1.0,3.0,5.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,83.0,49.0,6.9,10.0,0.0,0.0,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,4,4,78.94736842105263,0.0,0.0,100.0,,,,,,
14147358,away,6216,OFK Petrovac,959010,Zaim Divanović,zaim-divanovic,M,23,False,43.0,33.0,9.0,7.0,0.0,14.0,16.0,19.0,26.0,4.0,1.0,0.0,0.0,10.0,10.0,2.0,10.0,7.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,69.0,7.5,10.0,0.0,0.28,"{'original': 7.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,0,20,10,10,76.74418604651163,77.77777777777779,25.0,70.0,,1.0,4.0,,1.0,
14147358,away,6216,OFK Petrovac,800100,Nikola Zvrko,nikola-zvrko,M,7,False,11.0,8.0,0.0,0.0,0.0,4.0,5.0,4.0,5.0,0.0,0.0,2.0,1.0,3.0,5.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,58.0,20.0,7.1,6.0,0.01,0.0,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,4,1,72.72727272727273,,,100.0,,1.0,1.0,,,
14147358,away,6216,OFK Petrovac,1030468,Žarko Popović,zarko-popovic,M,4,False,29.0,23.0,6.0,4.0,0.0,7.0,8.0,15.0,20.0,2.0,1.0,2.0,0.0,11.0,5.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,,,,,,,88.0,48.0,7.0,10.0,0.24,0.0,"{'original': 7, 'alternative': None}",5.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,2,14,5,9,79.3103448275862,66.66666666666666,50.0,50.0,,,,3.0,1.0,
14147358,away,6216,OFK Petrovac,1046042,Savo Arambašić,savo-arambasic,M,17,False,24.0,15.0,2.0,0.0,1.0,3.0,5.0,11.0,17.0,4.0,1.0,6.0,0.0,17.0,7.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,,,,,,,90.0,44.0,6.8,13.0,0.48,0.5,"{'original': 6.8, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",24,6,18,7,11,62.5,0.0,25.0,100.0,,,1.0,1.0,2.0,1.0
14147358,away,6216,OFK Petrovac,791606,Adnan Bašić,adnan-basic,F,10,False,15.0,10.0,5.0,2.0,1.0,2.0,3.0,8.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,,,,,,90.0,20.0,7.8,6.0,0.5,0.05,"{'original': 7.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,66.66666666666666,40.0,,,,,1.0,,,
14147358,away,6216,OFK Petrovac,959868,Vladan Kordić,vladan-kordic,M,98,True,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,2.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,32.0,7.0,6.7,3.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,6,3,3,0,50.0,100.0,,100.0,,,,,,
14147358,away,301263,OFK Petrovac,989177,Viktor Živojinović,viktor-zivojinovic,M,45,True,4.0,4.0,1.0,1.0,0.0,,,3.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7.0,6.0,6.6,2.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,0,2,100.0,100.0,100.0,,,1.0,,,,
14147358,away,6216,OFK Petrovac,355010,Suad Ličina,suad-licina,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147358,away,241802,OFK Petrovac,1087564,Mihailo Vojvodić,mihailo-vojvodic,D,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147358,away,6216,OFK Petrovac,882142,Danilo Pešukić,danilo-pesukic,D,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147358,away,829702,OFK Petrovac,886236,Alija Krnić,alija-krnic,M,47,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147358,away,6216,OFK Petrovac,1381384,Nemanja Carević,nemanja-carevic,M,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147358,away,6216,OFK Petrovac,1218114,Strahinja Tešović,strahinja-tesovic,M,32,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147358,away,241802,OFK Petrovac,1606688,Nikola Balević,nikola-balevic,M,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
