match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,keyPass,interceptionWon,blockedScoringAttempt,bigChanceMissed,shotOffTarget,savedShotsFromInsideTheBox,penaltyWon
15281006,away,36019,FK Mornar Bar,856483,Balša Sekulić,balsa-sekulic,F,9,False,23.0,16.0,0.0,0.0,1.0,5.0,6.0,11.0,17.0,2.0,0.0,8.0,3.0,20.0,11.0,0.0,5.0,3.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,,,,,,90.0,52.0,8.0,21.0,0.15,0.19,"{'original': 8, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",31,11,20,8,12,69.56521739130434,,0.0,60.0,,4.0,1.0,2.0,1.0,,,,
15281006,away,36019,FK Mornar Bar,843005,Marko Đurišić,marko-durisic,M,8,True,10.0,8.0,0.0,0.0,0.0,6.0,6.0,2.0,4.0,1.0,0.0,2.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,24.0,15.0,6.5,5.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,4,6,2,4,80.0,,0.0,,,1.0,,,,,,,
15281006,away,36019,FK Mornar Bar,941133,Petar Vukčević,petar-vukcevic,D,19,True,11.0,9.0,2.0,1.0,0.0,6.0,7.0,3.0,4.0,0.0,0.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24.0,15.0,6.6,8.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,1,2,81.81818181818183,50.0,,,,,,1.0,,,,,
15281006,away,36019,FK Mornar Bar,1214474,Nikola Vuković,nikola-vukovic,M,14,True,5.0,5.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,14.0,10.0,6.6,3.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,1,2,100.0,100.0,,50.0,,,,,,,,,
15281006,away,36019,FK Mornar Bar,1404815,Matija Rovčanin,matija-rovcanin,M,21,True,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,0.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,0.0
15281006,away,36019,FK Mornar Bar,357708,Nikola Vujnović,nikola-vujnovic,F,97,True,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,1.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,,,,,,,,,,,,,
15281006,away,36019,FK Mornar Bar,187341,Stefan Popović,stefan-popovic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
15281006,away,36019,FK Mornar Bar,1498808,Vasilije Stojanović,vasilije-stojanovic,G,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
15281006,away,241802,FK Mornar Bar,839271,Nemanja Vlahović,nemanja-vlahovic,M,94,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
15281006,away,36019,FK Mornar Bar,1484678,Vukas Dragović,vukas-dragovic,M,99,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
