match_id,team_id,team_name,team_side,accurateCross,accurateLongBalls,accuratePasses,accurateThroughBall,aerialDuelsPercentage,ballPossession,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedScoringAttempt,cornerKicks,dispossessed,diveSaves,dribblesPercentage,duelWonPercent,errorsLeadToGoal,errorsLeadToShot,expectedGoals,finalThirdEntries,finalThirdPhaseStatistic,fouledFinalThird,fouls,freeKicks,goalKicks,goalkeeperSaves,groundDuelsPercentage,highClaims,hitWoodwork,interceptionWon,offsides,passes,penaltySaves,punches,redCards,shotsOffGoal,shotsOnGoal,throwIns,totalClearance,totalShotsInsideBox,totalShotsOnGoal,totalShotsOutsideBox,totalTackle,touchesInOppBox,wonTacklePercent,yellowCards
14015503,111127,FK Radnik Surdulica,home,3,27,207,1.0,17,48,53,1.0,0.0,1.0,4,3,6,,10,49,,,1.13,87,91,8.0,26,18,12,2.0,47,0.0,0,7,1.0,314,,,,6,4,23,27,7,14,7,21,22,12,3.0
14015503,36967,FK Spartak Subotica,away,4,23,226,0.0,21,52,47,3.0,3.0,0.0,2,3,11,,8,51,,,1.07,53,69,4.0,18,26,15,2.0,45,3.0,1,12,1.0,339,,,,6,2,21,31,8,10,2,12,24,6,4.0
14015504,5144,FK Javor Ivanjica,home,5,39,301,0.0,16,50,59,3.0,3.0,0.0,1,5,7,1.0,8,54,0.0,0.0,0.66,65,88,3.0,10,17,5,1.0,37,0.0,0,13,3.0,378,,,1.0,6,2,28,18,7,9,2,12,21,8,5.0
14015504,36967,FK Spartak Subotica,away,2,18,302,1.0,13,50,56,1.0,0.0,1.0,5,4,1,0.0,6,46,1.0,1.0,0.85,58,98,4.0,17,10,9,1.0,32,2.0,1,10,1.0,399,,,0.0,0,2,16,38,5,7,2,17,18,13,2.0
14015505,5149,FK Crvena zvezda,home,9,25,579,1.0,23,74,64,4.0,3.0,1.0,5,11,8,0.0,12,57,,,3.76,86,189,5.0,12,10,1,1.0,37,0.0,2,6,3.0,659,,0.0,,8,9,35,12,16,22,6,15,52,10,1.0
14015505,111127,FK Radnik Surdulica,away,1,15,151,0.0,10,26,54,1.0,0.0,1.0,3,1,11,2.0,6,43,,,0.28,25,22,1.0,10,12,13,8.0,36,1.0,0,9,0.0,240,,2.0,,0,2,12,55,2,5,3,18,7,11,4.0
14015506,5153,OFK Beograd,home,5,11,350,0.0,11,59,47,2.0,2.0,,1,4,10,1.0,5,43,,,0.5,55,59,1.0,12,10,7,4.0,28,,0,6,4.0,430,,,,5,4,22,25,4,10,6,13,9,8,1.0
14015506,25737,FK Radnički Niš,away,6,24,203,1.0,14,41,47,0.0,0.0,,4,3,6,1.0,4,57,,,2.1,39,50,4.0,10,12,9,4.0,37,,1,12,3.0,289,,,,6,4,25,21,10,14,4,22,21,14,4.0
14015507,5150,FK Vojvodina,home,10,18,433,3.0,13,63,69,2.0,1.0,1.0,6,13,3,1.0,12,56,,,1.54,88,132,7.0,6,10,1,3.0,34,0.0,0,10,3.0,529,,0.0,,10,8,20,10,17,24,7,12,40,9,0.0
14015507,308176,FK IMT Beograd,away,2,22,241,0.0,10,37,51,1.0,0.0,1.0,1,3,6,1.0,8,44,,,0.99,44,42,0.0,10,6,14,6.0,27,1.0,0,8,2.0,329,,1.0,,1,6,21,45,4,8,4,13,8,6,1.0
14015509,263360,FK TSC Bačka Topola,home,11,26,480,,20,68,55,2.0,2.0,,5,10,7,,7,59,,0.0,1.32,100,154,6.0,14,17,3,0.0,40,0.0,0,6,,554,,1.0,,7,3,20,10,9,15,6,16,40,13,1.0
14015509,7674,FK Napredak Kruševac,away,0,22,182,,12,32,51,0.0,0.0,,1,2,8,,4,41,,1.0,0.2,28,29,1.0,17,14,13,2.0,30,3.0,0,11,,268,,0.0,,2,1,18,40,2,4,2,12,7,8,3.0
14015511,7771,FK Mladost Lučani,home,0,37,267,1.0,15,51,54,0.0,0.0,,1,1,8,1.0,4,49,,3.0,0.09,61,41,3.0,23,20,6,3.0,41,,0,8,0.0,359,,,1.0,2,0,31,21,1,3,2,17,5,13,2.0
14015511,43981,FK Radnički 1923,away,5,22,261,1.0,16,49,57,2.0,2.0,,1,2,7,0.0,6,51,,0.0,1.2,61,65,1.0,20,23,6,0.0,43,,0,14,1.0,345,,,0.0,6,6,25,30,6,13,7,14,16,11,1.0
14015512,5148,FK Čukarički,home,3,19,137,,16,29,50,4.0,2.0,2.0,3,5,3,1.0,1,47,,,2.17,48,39,2.0,20,10,6,4.0,26,2.0,1,7,,213,,0.0,,6,7,22,35,8,16,8,17,17,12,8.0
14015512,5152,FK Partizan,away,6,31,458,,15,71,44,2.0,2.0,0.0,4,8,9,0.0,6,53,,,0.82,53,78,2.0,11,20,10,3.0,33,0.0,0,6,,535,,1.0,,2,5,17,19,7,11,4,8,22,7,3.0
14015513,25736,FK Novi Pazar,home,7,13,158,1.0,18,38,45,4.0,3.0,1.0,2,4,3,1.0,2,50,,0.0,1.53,40,48,1.0,19,11,8,4.0,29,0.0,1,7,6.0,245,,0.0,,6,7,12,22,11,15,4,16,20,10,3.0
14015513,282203,FK Železničar Pančevo,away,3,23,317,0.0,20,62,38,1.0,1.0,0.0,0,2,9,3.0,6,50,,1.0,0.28,47,42,4.0,11,19,8,6.0,27,1.0,0,7,0.0,411,,1.0,,3,4,23,22,1,7,6,3,4,2,2.0
14015514,282203,FK Železničar Pančevo,home,5,24,358,,20,51,51,5.0,4.0,1.0,3,5,9,1.0,2,48,,,2.38,55,65,4.0,10,13,6,6.0,20,1.0,0,7,0.0,444,,,,4,6,17,41,8,13,5,5,23,4,2.0
14015514,5144,FK Javor Ivanjica,away,6,30,320,,22,49,50,0.0,0.0,0.0,0,7,2,1.0,1,52,,,0.56,64,76,1.0,13,10,5,4.0,22,0.0,0,8,4.0,412,,,,3,6,23,16,5,9,4,12,21,9,2.0
14015515,5152,FK Partizan,home,2,28,374,,18,55,50,3.0,2.0,1.0,2,1,2,0.0,9,53,,,2.17,43,58,2.0,16,15,8,4.0,35,1.0,0,8,2.0,444,,,,7,7,10,26,8,16,8,12,18,7,3.0
14015515,25736,FK Novi Pazar,away,5,16,273,,13,45,47,2.0,2.0,0.0,3,3,6,1.0,7,47,,,1.16,37,48,0.0,15,16,6,5.0,34,0.0,0,9,1.0,345,,,,6,3,21,7,7,12,5,14,20,7,1.0
14015518,7674,FK Napredak Kruševac,home,6,28,409,,24,54,42,0.0,,0.0,7,9,9,,7,53,,,0.7,84,110,2.0,9,16,3,0.0,32,0.0,0,12,0.0,510,,0.0,,8,3,33,9,9,18,9,10,28,7,1.0
14015518,7771,FK Mladost Lučani,away,1,24,350,,17,46,51,1.0,,1.0,1,0,1,,9,47,,,1.06,55,44,2.0,16,8,8,3.0,33,1.0,0,9,1.0,446,,1.0,,1,1,16,50,2,3,1,15,9,9,3.0
14015519,308176,FK IMT Beograd,home,2,29,263,,14,46,49,3.0,2.0,1.0,0,2,7,1.0,8,49,,,1.29,44,61,1.0,14,19,8,4.0,41,,0,10,2.0,347,,,,5,4,18,43,5,9,4,13,17,7,2.0
14015519,263360,FK TSC Bačka Topola,away,6,25,302,,21,54,51,2.0,2.0,0.0,2,6,9,0.0,6,51,,,0.97,65,79,3.0,20,14,5,3.0,36,,0,4,5.0,407,,,,6,6,32,26,10,14,4,17,26,12,3.0
14015520,25737,FK Radnički Niš,home,3,33,290,1.0,26,55,64,0.0,,0.0,2,3,7,1.0,7,55,0.0,,1.08,66,83,3.0,12,11,5,2.0,40,0.0,0,7,2.0,386,,0.0,,8,6,26,34,8,16,8,22,23,15,3.0
14015520,5150,FK Vojvodina,away,2,19,206,0.0,22,45,51,1.0,,1.0,2,3,9,1.0,6,45,1.0,,0.17,64,54,3.0,11,12,10,5.0,32,1.0,0,6,1.0,313,,1.0,,1,3,36,38,3,6,3,14,14,11,4.0
14015521,111127,FK Radnik Surdulica,home,2,26,257,0.0,12,51,49,3.0,2.0,1.0,1,1,3,1.0,6,50,,0.0,1.81,62,75,3.0,20,14,12,1.0,38,2.0,0,9,4.0,369,,1.0,,3,7,24,30,6,11,5,19,29,11,2.0
14015521,5153,OFK Beograd,away,6,14,247,1.0,19,49,42,1.0,1.0,0.0,3,6,7,0.0,6,50,,1.0,0.77,52,57,5.0,15,20,10,6.0,32,0.0,1,8,1.0,345,,0.0,,6,1,25,28,8,10,2,7,17,5,2.0
14015522,36967,FK Spartak Subotica,home,2,19,227,,9,35,59,2.0,1.0,1.0,1,2,10,1.0,6,47,,2.0,1.8,48,50,3.0,14,9,13,5.0,35,1.0,0,11,4.0,312,,1.0,,1,5,16,26,4,7,3,20,21,13,3.0
14015522,5149,FK Crvena zvezda,away,8,23,490,,8,65,62,4.0,2.0,2.0,3,6,12,1.0,8,53,,0.0,2.5,84,121,1.0,10,14,2,3.0,42,0.0,0,11,1.0,581,,0.0,,10,7,12,14,13,20,7,21,32,15,2.0
14015523,5144,FK Javor Ivanjica,home,2,19,110,1.0,16,22,46,1.0,0.0,1.0,0,4,10,4.0,7,49,,,0.96,27,20,1.0,12,8,17,9.0,26,1.0,0,11,2.0,176,,,,1,5,20,66,4,6,2,11,6,8,1.0
14015523,5149,FK Crvena zvezda,away,8,16,541,0.0,8,78,52,4.0,4.0,0.0,11,17,5,0.0,9,51,,,4.24,66,264,4.0,8,12,2,4.0,36,0.0,0,10,0.0,612,,,,14,9,19,10,22,34,12,17,57,11,1.0
14015525,36967,FK Spartak Subotica,home,3,29,240,,4,45,42,1.0,0.0,1.0,1,5,5,1.0,4,38,,1.0,0.91,58,69,1.0,25,9,11,3.0,34,,0,10,0.0,326,,,1.0,1,8,16,26,4,10,6,22,13,13,7.0
14015525,5153,OFK Beograd,away,10,19,307,,13,55,45,4.0,3.0,1.0,8,9,6,3.0,8,62,,0.0,1.63,64,97,7.0,9,24,3,6.0,49,,0,11,2.0,389,,,0.0,8,5,30,16,11,21,10,16,30,9,1.0
14015526,111127,FK Radnik Surdulica,home,3,45,196,1.0,19,40,51,2.0,0.0,2.0,4,7,6,,9,53,,,1.9,46,72,3.0,16,15,8,2.0,39,,1,11,1.0,278,,1.0,,2,5,18,31,6,11,5,15,17,9,2.0
14015526,5150,FK Vojvodina,away,2,24,315,0.0,17,60,49,1.0,1.0,0.0,5,6,7,,6,47,,,1.01,69,75,3.0,15,16,6,3.0,34,,1,7,3.0,409,,0.0,,2,2,24,13,4,9,5,14,13,11,5.0
14015527,25737,FK Radnički Niš,home,2,23,259,1.0,10,42,58,1.0,,1.0,6,2,8,1.0,9,45,,,0.9,53,41,1.0,14,11,8,2.0,33,2.0,0,2,4.0,351,,1.0,,3,3,25,30,8,12,4,15,18,10,3.0
14015527,263360,FK TSC Bačka Topola,away,3,9,387,0.0,14,58,58,1.0,,1.0,3,5,6,0.0,9,55,,,0.47,63,86,0.0,11,14,6,2.0,38,1.0,0,15,3.0,480,,1.0,,1,3,24,31,5,7,2,15,19,8,1.0
14015529,308176,FK IMT Beograd,home,12,26,424,,23,58,56,3.0,2.0,1.0,9,7,4,0.0,3,58,,,2.01,69,113,1.0,11,11,5,3.0,31,,0,8,1.0,518,,0.0,,10,4,16,22,12,23,11,17,45,14,2.0
14015529,7771,FK Mladost Lučani,away,5,23,282,,17,42,56,4.0,2.0,2.0,2,1,9,1.0,3,42,,,2.35,45,65,0.0,11,11,12,3.0,22,,1,6,2.0,387,,1.0,,4,6,21,50,10,12,2,10,22,6,1.0
14015530,7674,FK Napredak Kruševac,home,3,24,174,,23,37,47,0.0,0.0,,2,2,9,,5,49,,,0.35,49,39,2.0,14,20,8,4.0,29,1.0,0,10,2.0,275,,0.0,,3,1,22,47,4,6,2,5,8,3,6.0
14015530,5148,FK Čukarički,away,10,34,355,,24,63,51,1.0,1.0,,6,9,3,,3,51,,,2.5,69,92,5.0,20,14,1,0.0,30,0.0,0,5,2.0,453,,1.0,,5,6,21,17,12,17,5,13,29,8,2.0
14015531,43981,FK Radnički 1923,home,4,23,282,,21,58,65,1.0,1.0,,5,6,4,,16,61,,,0.97,52,71,3.0,11,18,3,3.0,49,3.0,1,8,1.0,380,,0.0,,4,2,38,32,8,11,3,16,25,12,1.0
14015531,25736,FK Novi Pazar,away,4,15,178,,8,42,52,0.0,0.0,,3,6,8,,7,39,,,0.78,61,46,0.0,18,11,8,2.0,37,0.0,0,10,0.0,277,,1.0,,1,3,31,35,4,7,3,19,12,12,3.0
14015532,5152,FK Partizan,home,4,35,421,2.0,8,57,72,6.0,5.0,1.0,4,1,4,0.0,9,46,,0.0,2.25,65,94,0.0,12,9,10,2.0,26,,2,14,1.0,526,,1.0,,9,4,21,31,10,17,7,8,27,4,0.0
14015532,282203,FK Železničar Pančevo,away,4,26,290,2.0,9,43,63,4.0,1.0,3.0,1,3,5,1.0,8,54,,2.0,2.14,59,73,1.0,9,12,10,3.0,31,,1,9,0.0,388,,0.0,,9,4,12,31,12,14,2,12,29,11,4.0
14015533,5152,FK Partizan,home,9,18,455,1.0,7,62,62,3.0,2.0,1.0,4,13,8,0.0,14,48,,,1.21,61,121,1.0,8,6,5,5.0,30,,1,10,1.0,532,,1.0,,6,10,10,15,11,20,9,10,39,8,0.0
14015533,5144,FK Javor Ivanjica,away,2,15,255,1.0,10,38,52,4.0,4.0,0.0,1,3,7,2.0,6,52,,,1.23,54,50,0.0,6,8,11,6.0,30,,0,8,2.0,325,,0.0,,3,7,10,39,7,11,4,17,15,10,2.0
14015534,282203,FK Železničar Pančevo,home,1,26,416,,9,68,40,1.0,,1.0,1,3,8,,12,42,,,0.37,55,65,1.0,15,12,3,1.0,31,1.0,0,4,0.0,484,,,,2,4,25,22,3,7,4,9,18,4,2.0
14015534,43981,FK Radnički 1923,away,4,20,148,,15,32,39,0.0,,0.0,1,2,4,,6,58,,,0.34,43,29,1.0,12,15,7,3.0,40,0.0,0,10,2.0,213,,,,2,1,16,26,4,4,0,19,8,14,1.0
14015535,25736,FK Novi Pazar,home,3,13,319,,16,57,44,2.0,1.0,1.0,1,4,11,,2,36,,,1.35,46,89,3.0,22,11,8,0.0,22,1.0,0,7,0.0,410,,,,6,4,32,12,6,11,5,9,13,7,3.0
14015535,7674,FK Napredak Kruševac,away,7,13,213,,29,43,44,1.0,0.0,1.0,1,3,3,,3,64,,,0.49,34,32,3.0,11,22,12,3.0,40,0.0,0,9,2.0,305,,,,5,1,19,28,4,7,3,16,9,11,2.0
14015536,5148,FK Čukarički,home,4,37,222,,29,42,39,1.0,0.0,1.0,1,1,8,1.0,4,53,,,0.71,52,57,3.0,20,18,14,2.0,33,,0,7,1.0,320,,,1.0,3,1,21,28,3,5,2,12,12,7,2.0
14015536,308176,FK IMT Beograd,away,9,26,334,,21,58,50,3.0,3.0,0.0,3,8,10,0.0,3,47,,,1.43,62,71,2.0,18,20,4,0.0,34,,0,8,3.0,427,,,0.0,8,3,25,25,9,14,5,11,24,10,1.0
14015537,7771,FK Mladost Lučani,home,2,23,185,,19,33,51,4.0,2.0,2.0,1,2,3,1.0,7,45,,,2.01,44,46,3.0,14,9,18,1.0,29,,0,6,1.0,282,,,,2,6,20,48,7,9,2,13,13,10,1.0
14015537,25737,FK Radnički Niš,away,7,39,473,,23,67,61,2.0,1.0,1.0,5,7,7,0.0,12,55,,,0.57,80,119,4.0,10,14,5,4.0,36,,0,5,1.0,564,,,,4,2,29,14,5,11,6,10,22,4,3.0
14015538,263360,FK TSC Bačka Topola,home,6,13,437,1.0,10,70,58,3.0,3.0,0.0,6,9,6,,12,59,,1.0,1.08,74,154,6.0,18,18,4,2.0,47,0.0,0,8,2.0,519,,0.0,0.0,7,1,19,12,7,14,7,17,24,12,4.0
14015538,111127,FK Radnik Surdulica,away,3,21,150,0.0,14,30,47,2.0,1.0,1.0,0,0,9,,1,41,,0.0,0.92,38,28,2.0,18,18,13,2.0,26,4.0,0,14,2.0,233,,1.0,1.0,1,4,15,62,2,5,3,10,8,5,2.0
14015539,5150,FK Vojvodina,home,7,29,304,1.0,10,55,57,3.0,2.0,1.0,3,11,3,0.0,2,51,,,2.57,76,109,3.0,10,14,8,1.0,37,1.0,0,9,,402,,0.0,,10,10,33,19,18,23,5,22,36,14,5.0
14015539,36967,FK Spartak Subotica,away,3,32,264,0.0,16,45,45,1.0,1.0,0.0,3,5,10,3.0,7,49,,,0.27,55,76,0.0,14,10,17,7.0,30,1.0,1,11,,350,,2.0,,0,1,22,44,1,4,3,13,16,10,3.0
14015540,5153,OFK Beograd,home,0,13,217,,9,35,61,2.0,1.0,1.0,1,1,8,1.0,8,43,,1.0,1.56,29,16,0.0,8,9,17,7.0,22,2.0,0,8,0.0,318,,,,1,4,17,33,5,6,1,5,9,2,2.0
14015540,5149,FK Crvena zvezda,away,9,26,501,,10,65,68,3.0,2.0,1.0,14,13,1,0.0,7,57,,1.0,3.46,79,190,3.0,9,8,3,1.0,31,0.0,0,12,2.0,576,,,,12,11,18,10,22,37,15,16,51,11,0.0
14015541,5144,FK Javor Ivanjica,home,6,23,342,,16,51,64,2.0,2.0,0.0,3,1,6,1.0,10,52,,,1.37,50,92,1.0,12,11,3,3.0,39,1.0,1,8,1.0,429,,,,7,5,18,32,9,15,6,18,17,13,0.0
14015541,5153,OFK Beograd,away,5,20,335,,19,49,52,3.0,2.0,1.0,6,7,10,1.0,8,48,,,1.61,50,82,4.0,11,12,16,5.0,32,0.0,0,7,1.0,413,,,,2,5,13,23,10,13,3,12,32,4,2.0
14015542,5149,FK Crvena zvezda,home,12,35,469,,14,65,64,2.0,2.0,,6,6,3,,9,53,,,1.2,85,122,3.0,11,15,8,3.0,40,0.0,0,8,2.0,590,,0.0,,11,3,26,17,11,20,9,16,36,10,1.0
14015542,5150,FK Vojvodina,away,2,14,215,,14,35,75,2.0,2.0,,2,1,8,,11,47,,,1.08,57,36,0.0,15,11,8,3.0,34,1.0,0,11,0.0,323,,1.0,,4,4,16,42,3,10,7,12,9,9,0.0
14015543,36967,FK Spartak Subotica,home,1,15,225,,14,46,47,0.0,0.0,0.0,1,1,6,1.0,7,53,,,0.24,44,29,1.0,13,14,11,3.0,40,1.0,0,8,2.0,321,,1.0,,1,2,17,35,2,4,2,19,4,13,3.0
14015543,263360,FK TSC Bačka Topola,away,4,20,261,,12,54,48,3.0,2.0,1.0,4,5,6,0.0,4,47,,,1.83,68,77,1.0,14,12,4,1.0,36,0.0,0,5,4.0,359,,0.0,,4,6,26,19,7,14,7,20,21,11,3.0
14015544,111127,FK Radnik Surdulica,home,3,19,358,1.0,21,57,67,1.0,1.0,,3,1,8,0.0,9,55,,,0.51,81,88,,14,15,7,2.0,42,1.0,0,11,1.0,462,,1.0,,7,1,26,26,6,11,5,18,20,10,2.0
14015544,7771,FK Mladost Lučani,away,2,27,233,0.0,18,43,61,1.0,1.0,,2,1,13,1.0,3,45,,,0.54,69,60,,15,14,11,1.0,34,0.0,0,17,4.0,340,,0.0,,3,2,30,35,4,7,3,18,13,11,2.0
14015545,25737,FK Radnički Niš,home,3,30,215,,23,43,43,0.0,0.0,0.0,0,1,8,2.0,8,47,,1.0,0.23,56,49,2.0,13,21,11,6.0,37,0.0,0,6,3.0,299,1.0,1.0,1.0,2,3,28,48,3,5,2,10,7,6,4.0
14015545,5148,FK Čukarički,away,6,43,296,,27,57,52,5.0,3.0,2.0,7,5,4,0.0,11,53,,0.0,3.37,63,65,6.0,21,12,5,2.0,41,1.0,1,4,0.0,396,0.0,0.0,0.0,11,8,24,30,17,26,9,18,34,14,0.0
14015546,308176,FK IMT Beograd,home,7,16,349,,34,65,35,1.0,0.0,1.0,1,3,5,0.0,7,58,1.0,,1.07,72,106,4.0,12,15,5,1.0,30,0.0,0,8,2.0,470,,0.0,0.0,4,5,38,17,7,10,3,9,21,7,0.0
14015546,25736,FK Novi Pazar,away,4,13,141,,24,35,46,2.0,1.0,1.0,2,2,3,1.0,3,42,0.0,,1.95,51,34,4.0,15,11,12,3.0,23,1.0,0,9,0.0,259,,1.0,1.0,5,5,19,40,6,12,6,8,13,2,2.0
14015547,7674,FK Napredak Kruševac,home,5,19,146,1.0,26,39,47,1.0,0.0,1.0,1,1,7,,4,45,,,1.28,49,46,1.0,25,18,8,1.0,33,0.0,0,13,1.0,247,,,,3,3,22,34,5,7,2,13,16,9,7.0
14015547,282203,FK Železničar Pančevo,away,8,38,296,0.0,28,61,44,3.0,2.0,1.0,6,9,6,,11,55,,,2.67,63,76,5.0,18,23,5,1.0,44,1.0,0,9,1.0,395,,,,4,2,15,18,11,12,1,11,47,3,4.0
14015548,43981,FK Radnički 1923,home,4,16,273,1.0,15,46,59,2.0,1.0,1.0,4,3,4,0.0,6,50,1.0,,0.97,50,65,2.0,14,10,8,3.0,32,,0,10,1.0,343,,,1.0,5,6,15,24,10,15,5,16,22,13,5.0
14015548,5152,FK Partizan,away,5,29,330,0.0,8,54,54,4.0,2.0,2.0,1,6,5,2.0,8,50,0.0,,2.81,56,60,2.0,10,13,5,4.0,39,,0,4,2.0,416,,,0.0,7,7,15,23,11,15,4,17,24,11,1.0
14015549,43981,FK Radnički 1923,home,7,30,418,1.0,15,63,56,2.0,1.0,1.0,2,7,9,0.0,13,51,0.0,0.0,1.4,73,125,4.0,14,17,2,4.0,49,0.0,0,10,1.0,495,,,,6,5,18,17,7,13,6,19,28,16,1.0
14015549,5144,FK Javor Ivanjica,away,6,18,208,0.0,20,37,46,2.0,1.0,1.0,0,5,9,1.0,10,49,1.0,2.0,1.12,32,27,0.0,17,14,12,4.0,42,2.0,0,9,0.0,296,,,,1,5,23,40,5,6,1,19,11,16,2.0
14015550,5152,FK Partizan,home,3,21,307,1.0,17,52,59,5.0,3.0,2.0,4,4,5,0.0,10,55,2.0,1.0,2.97,51,106,6.0,17,19,4,3.0,48,1.0,0,3,0.0,406,,0.0,0.0,4,8,22,24,11,16,5,18,31,16,2.0
14015550,7674,FK Napredak Kruševac,away,2,23,306,2.0,13,48,60,2.0,0.0,2.0,0,0,8,2.0,7,45,1.0,0.0,0.95,48,46,1.0,20,17,4,5.0,41,0.0,0,4,1.0,381,,1.0,1.0,2,5,25,28,5,7,2,17,20,11,6.0
14015551,282203,FK Železničar Pančevo,home,0,23,444,,25,64,49,2.0,2.0,,2,3,12,0.0,11,55,,0.0,0.31,59,48,1.0,17,24,1,2.0,42,3.0,1,8,3.0,532,,0.0,,3,2,12,29,3,7,4,9,15,6,1.0
14015551,308176,FK IMT Beograd,away,5,21,191,,15,36,47,1.0,1.0,,4,3,7,1.0,2,45,,1.0,1.0,31,35,3.0,24,17,4,1.0,39,1.0,0,2,1.0,288,,1.0,,0,3,13,25,6,7,1,21,19,16,2.0
14015553,25736,FK Novi Pazar,home,3,20,228,,13,36,54,2.0,1.0,1.0,3,5,6,0.0,4,47,,,1.34,44,44,2.0,18,10,10,2.0,31,1.0,0,12,2.0,303,,,,4,5,12,38,10,12,2,18,19,13,0.0
14015553,25737,FK Radnički Niš,away,4,35,464,,11,64,58,0.0,0.0,0.0,0,5,13,3.0,11,53,,,0.36,79,104,2.0,10,18,5,4.0,39,0.0,0,10,0.0,548,,,,3,2,27,13,4,5,1,10,18,9,2.0
14015554,5148,FK Čukarički,home,1,20,168,,26,38,46,0.0,,0.0,1,1,4,0.0,5,51,,1.0,0.41,65,45,3.0,20,15,7,4.0,35,,1,8,1.0,272,,,,3,4,20,28,5,8,3,18,19,10,5.0
14015554,111127,FK Radnik Surdulica,away,6,18,357,,18,62,58,1.0,,1.0,6,7,10,1.0,10,49,,1.0,1.91,60,82,3.0,15,19,6,3.0,41,,0,7,4.0,447,,,,7,5,17,28,10,18,8,14,29,6,1.0
14015555,7771,FK Mladost Lučani,home,4,30,441,1.0,24,60,46,,,,2,7,3,1.0,10,51,,,0.37,56,97,2.0,20,13,8,2.0,33,0.0,0,7,3.0,533,,,,6,1,29,15,5,9,4,10,17,7,3.0
14015555,36967,FK Spartak Subotica,away,3,22,270,0.0,19,40,45,,,,2,3,5,1.0,7,49,,,0.36,40,59,1.0,13,20,11,1.0,35,2.0,1,12,0.0,365,,,,5,2,21,34,3,9,6,9,16,5,1.0
14015556,263360,FK TSC Bačka Topola,home,2,22,223,0.0,12,35,64,1.0,1.0,,2,3,13,3.0,5,42,,,0.69,42,43,1.0,17,8,11,7.0,33,0.0,1,12,3.0,302,,2.0,,3,3,14,48,3,8,5,20,12,17,7.0
14015556,5149,FK Crvena zvezda,away,5,33,494,2.0,16,65,72,3.0,3.0,,3,5,7,0.0,10,58,,,1.8,74,123,3.0,8,17,7,3.0,46,1.0,1,6,2.0,582,,0.0,,8,7,21,14,11,18,7,20,36,14,1.0
14015557,5150,FK Vojvodina,home,5,16,249,,18,54,58,1.0,1.0,,4,8,11,1.0,6,45,,1.0,1.62,55,82,0.0,20,16,4,4.0,41,1.0,0,3,1.0,337,,0.0,,10,4,17,32,12,18,6,20,31,14,1.0
14015557,5153,OFK Beograd,away,4,26,213,,21,46,47,2.0,2.0,,6,6,5,2.0,16,55,,1.0,0.98,64,82,4.0,16,20,14,4.0,52,2.0,0,5,0.0,304,,1.0,,3,4,24,35,6,13,7,18,30,10,2.0
14015558,5144,FK Javor Ivanjica,home,4,30,335,2.0,11,48,51,3.0,2.0,1.0,2,4,6,1.0,5,48,,1.0,0.93,56,53,2.0,11,14,12,5.0,31,0.0,0,16,2.0,418,,,,4,4,19,25,8,10,2,13,15,7,0.0
14015558,5150,FK Vojvodina,away,4,17,358,2.0,16,52,62,1.0,0.0,1.0,6,5,9,0.0,6,52,,0.0,2.06,75,133,2.0,14,11,6,3.0,30,3.0,0,14,1.0,450,,,,6,8,17,21,7,20,13,15,30,10,1.0
14015559,5153,OFK Beograd,home,5,28,387,0.0,13,64,59,0.0,0.0,,2,3,4,0.0,10,57,,,1.41,67,67,7.0,12,28,10,5.0,52,,0,5,6.0,482,,,,6,4,23,15,8,12,4,14,22,10,2.0
14015559,263360,FK TSC Bačka Topola,away,1,26,188,1.0,13,36,50,3.0,3.0,,4,4,5,1.0,9,43,,,1.73,41,53,4.0,28,12,9,4.0,36,,0,13,0.0,275,,,,7,6,17,49,9,17,8,17,23,12,3.0
14015560,5149,FK Crvena zvezda,home,8,21,608,1.0,12,75,64,2.0,,2.0,3,5,11,0.0,5,63,,,2.5,82,209,1.0,8,7,2,0.0,37,0.0,1,8,1.0,678,,0.0,,11,11,16,8,16,25,9,26,44,14,
14015560,7771,FK Mladost Lučani,away,0,16,156,0.0,0,25,61,0.0,,0.0,1,1,16,2.0,6,37,,,0.46,34,16,1.0,7,8,10,7.0,29,2.0,0,17,0.0,231,,1.0,,1,0,16,23,2,2,0,15,5,10,
14015561,36967,FK Spartak Subotica,home,3,20,373,1.0,13,54,58,3.0,2.0,1.0,1,3,11,2.0,5,46,1.0,1.0,1.02,63,57,1.0,12,12,4,2.0,34,,1,10,3.0,473,,1.0,1.0,5,4,23,19,6,10,4,17,14,13,3.0
14015561,5148,FK Čukarički,away,7,29,302,0.0,22,46,55,2.0,0.0,2.0,5,5,10,1.0,5,54,0.0,0.0,1.34,55,57,0.0,12,12,6,3.0,33,,0,13,2.0,396,,0.0,0.0,4,5,18,32,8,14,6,17,22,8,2.0
14015562,111127,FK Radnik Surdulica,home,5,20,234,,20,50,57,3.0,3.0,,1,4,9,,10,44,,,0.61,65,80,5.0,22,12,3,2.0,26,2.0,0,6,1.0,325,,,,3,5,25,20,7,9,2,7,28,5,2.0
14015562,25736,FK Novi Pazar,away,1,19,236,,19,50,48,0.0,0.0,,2,2,4,,4,56,,,0.37,56,60,2.0,12,22,7,3.0,39,0.0,0,6,1.0,326,,,,2,2,24,29,3,6,3,14,8,7,3.0
