match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,ballRecovery,unsuccessfulTouch,savedShotsFromInsideTheBox,penaltyFaced,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,bestBallCarryProgression,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalClearance,outfielderBlock,totalTackle,errorLeadToAShot,fouls,keyPass,wasFouled,totalContest,wonContest,interceptionWon,wonTackle,accurateCross,penaltyConceded,dispossessed,shotOffTarget,onTargetScoringAttempt,hitWoodwork,goals,shotValueNormalized,blockedScoringAttempt,totalOffside,penaltyWon
14015554,home,5148,FK Čukarički,905103,Slobodan Tedić,slobodan-tedic,F,9,False,23.0,10.0,1.0,,0.0,2.0,3.0,8.0,20.0,3.0,2.0,,,,,,90.0,42.0,6.8,17.0,80.869792464361,14.0,-7.665,12.705,,"{'original': 6.8, 'alternative': 7}",2,-0.4,0.27,0.3,,"{'sportSlug': 'football', 'statisticsType': 'player'}",22,15,7,4,3,43.47826086956522,,,,,,9.0,6.0,12.0,10.0,,5.0,,1.0,,3.0,,3.0,1.0,,,1.0,,,,2.0,,,,-0.01,,,
14015554,home,5148,FK Čukarički,1865407,Luka Đorđević,luka-djordevic,F,19,True,5.0,3.0,,,0.0,1.0,2.0,2.0,3.0,,2.0,,,,,,31.0,9.0,6.6,5.0,31.213750007091,3.0,16.695,13.86,,"{'original': 6.6, 'alternative': 6.5}",0,-0.01,0.18,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,60.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14015554,home,5148,FK Čukarički,834586,Lazar Tufegdžić,lazar-tufegdzic,M,7,True,5.0,1.0,,,0.0,1.0,2.0,,3.0,,,,,,,,14.0,9.0,6.5,4.0,5.1545028858271,1.0,-3.15,-3.15,,"{'original': 6.5, 'alternative': 6.6}",0,-0.17,0.06,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,3,0,0,0,20.0,,,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
14015554,home,5148,FK Čukarički,1595759,Ismael Maiga,ismael-maiga,D,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015554,home,5148,FK Čukarički,69362,Miloš Cvetković,milos-cvetkovic,D,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015554,home,5148,FK Čukarički,267523,Dušan Jovančić,dusan-jovancic,M,77,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015554,home,5148,FK Čukarički,804183,Milan Pavkov,milan-pavkov,F,50,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015554,home,5148,FK Čukarički,1464578,Lazar Stojanović,lazar-stojanovic,D,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015554,home,5148,FK Čukarički,1584983,Vladan Čarapić,vladan-carapic,G,81,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015554,home,33584,FK Čukarički,947437,Paul Mbong,paul-mbong,F,88,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015554,home,5148,FK Čukarički,345141,Marko Docić,marko-docic,M,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015554,away,111127,FK Radnik Surdulica,954755,Stefan Ranđelović,stefan-randjelovic,G,99,False,29.0,17.0,16.0,5.0,0.0,16.0,22.0,1.0,7.0,12.0,,2.0,,3.0,,,90.0,36.0,6.7,12.0,34.951032827758,7.0,-2.415,4.305,0.1047,"{'original': 6.7, 'alternative': 6.7}",0,0.0,-0.05,-0.04,-0.02,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,58.620689655172406,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015554,away,111127,FK Radnik Surdulica,1147541,Mateja Gašić,mateja-gasic,D,66,False,37.0,29.0,5.0,2.0,0.0,15.0,17.0,14.0,20.0,3.0,1.0,,,,,,90.0,64.0,6.6,20.0,118.2933094868,17.0,-72.87,4.41,,"{'original': 6.6, 'alternative': 7.1}",1,0.03,0.11,-0.21,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,3,7,3,4,78.37837837837837,40.0,18.181818181818183,,,11.0,3.0,,7.0,3.0,1.0,2.0,,1.0,,2.0,3.0,2.0,1.0,,,1.0,2.0,,1.0,,,,,-0.15,1.0,,1.0
14015554,away,111127,FK Radnik Surdulica,1215907,David Stojanović,david-stojanovic,D,6,False,57.0,50.0,4.0,,0.0,37.0,40.0,13.0,17.0,2.0,1.0,,,,,,90.0,67.0,6.4,9.0,208.12225689425,29.0,-92.505,11.13,,"{'original': 6.4, 'alternative': 6.4}",0,0.17,0.1,-0.22,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,2,4,87.71929824561403,,,,,1.0,1.0,2.0,5.0,4.0,1.0,5.0,,1.0,,3.0,,1.0,,,,,,,,,,,,,,,
14015554,away,111127,FK Radnik Surdulica,1388249,Sandro Trémoulet,sandro-tremoulet,D,18,False,63.0,53.0,7.0,2.0,0.0,36.0,40.0,17.0,23.0,3.0,2.0,,,,,,90.0,85.0,7.0,13.0,250.73606008994,37.0,-104.37,5.46,,"{'original': 7, 'alternative': 7.1}",1,0.2,0.13,-0.12,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,9,6,3,3,84.12698412698413,28.57142857142857,,100.0,,,1.0,8.0,4.0,11.0,,9.0,,1.0,,2.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,,-0.08,,,
14015554,away,37125,FK Radnik Surdulica,1427154,Uroš Filipović,uros-filipovic,D,21,False,49.0,35.0,6.0,4.0,0.0,20.0,26.0,15.0,23.0,9.0,1.0,,,,,,90.0,83.0,6.7,27.0,186.47273768819,25.0,-94.5,5.985,,"{'original': 6.7, 'alternative': 6.9}",1,0.17,0.17,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,4,4,71.42857142857143,66.66666666666666,33.33333333333333,50.0,,3.0,2.0,2.0,6.0,6.0,,4.0,,3.0,,2.0,1.0,,2.0,1.0,4.0,1.0,1.0,,1.0,,,,,-0.07,1.0,,
14015554,away,5149,FK Radnik Surdulica,1916326,Douglas Owusu,owusu-douglas,M,7,False,35.0,31.0,2.0,1.0,0.0,9.0,10.0,22.0,25.0,3.0,1.0,,,,,,89.0,53.0,7.7,11.0,234.50551240173,26.0,-91.875,12.39,,"{'original': 7.7, 'alternative': 8}",3,0.08,0.34,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,2,10,7,3,88.57142857142857,50.0,25.0,75.0,,4.0,1.0,1.0,4.0,8.0,,,,1.0,,,4.0,3.0,4.0,3.0,,1.0,1.0,,2.0,1.0,2.0,,1.0,0.3,,1.0,
14015554,away,111127,FK Radnik Surdulica,1165840,Miloš Popović,milos-popovic,M,5,False,42.0,35.0,3.0,,0.0,14.0,15.0,21.0,27.0,7.0,,,,,,,90.0,54.0,6.6,9.0,166.76994599008,23.0,-33.495,5.985,,"{'original': 6.6, 'alternative': 6.6}",0,0.13,0.15,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,7,5,3,2,83.33333333333334,,,100.0,,,4.0,3.0,6.0,6.0,,2.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,
14015554,away,111127,FK Radnik Surdulica,997184,Martin Novaković,martin-novakovic,M,30,False,54.0,45.0,4.0,2.0,0.0,26.0,27.0,19.0,27.0,10.0,4.0,,,,,,89.0,79.0,6.7,17.0,232.2856601469,32.0,-70.35,6.93,,"{'original': 6.7, 'alternative': 6.9}",4,-0.14,0.21,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,3,12,6,6,83.33333333333334,50.0,50.0,33.33333333333333,,2.0,3.0,,9.0,6.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,,1.0,,,,,-0.48,4.0,,
14015554,away,111127,FK Radnik Surdulica,356190,Borko Duronjić,borko-duronjic,M,11,False,26.0,19.0,4.0,1.0,0.0,8.0,11.0,11.0,15.0,3.0,2.0,,,,,,90.0,49.0,6.7,12.0,164.27734444663,18.0,-32.55,8.4,,"{'original': 6.7, 'alternative': 7}",3,0.04,0.23,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,3,7,4,3,73.07692307692307,25.0,100.0,33.33333333333333,,1.0,2.0,1.0,5.0,5.0,1.0,4.0,,,,,2.0,3.0,3.0,1.0,,,1.0,,,1.0,2.0,,,0.02,,1.0,
14015554,away,287019,FK Radnik Surdulica,999008,Stephen Chinedu,chinedu-stephen,F,77,False,12.0,11.0,,,0.0,3.0,3.0,8.0,9.0,1.0,3.0,,,,,,82.0,24.0,6.4,5.0,22.843931430601,6.0,-10.5,3.885,,"{'original': 6.4, 'alternative': 6.9}",2,-0.23,0.27,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,2,2,91.66666666666666,,,,,,3.0,,5.0,2.0,,1.0,,,,1.0,1.0,2.0,,,,,,,1.0,2.0,,,,-0.52,,1.0,
14015554,away,111127,FK Radnik Surdulica,901590,Haris Hajdarević,haris-hajdarevic,F,4,False,39.0,31.0,1.0,1.0,0.0,10.0,14.0,21.0,25.0,4.0,2.0,,,,,,90.0,55.0,6.2,13.0,172.54979158841,19.0,34.86,59.85,,"{'original': 6.2, 'alternative': 7.1}",3,-0.35,0.19,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,5,7,4,3,79.48717948717949,100.0,,100.0,,1.0,5.0,,8.0,4.0,,,,2.0,,1.0,,,2.0,2.0,,1.0,,,2.0,2.0,1.0,,,-0.51,,1.0,
14015554,away,111127,FK Radnik Surdulica,1130262,Đorđe Jovanović,dorde-jovanovic,F,88,True,4.0,1.0,2.0,,0.0,1.0,2.0,,2.0,1.0,,,,,,,8.0,7.0,6.5,5.0,6.8171783752518,1.0,5.985,5.985,,"{'original': 6.5, 'alternative': 6.4}",0,0.0,-0.2,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,1,1,25.0,,,,,1.0,1.0,1.0,2.0,2.0,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,
14015554,away,111127,FK Radnik Surdulica,938002,Mlađan Stevanović,mladjan-stevanovic,F,24,True,,,,,0.0,,,,,,,,,,,,1.0,1.0,,,11.111770380997,1.0,9.975,9.975,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
14015554,away,111127,FK Radnik Surdulica,1544668,Darije Markočević,darije-markocevic,F,49,True,,,,,0.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
14015554,away,111127,FK Radnik Surdulica,1406169,Uroš Ilić,uros-ilic,D,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015554,away,202066,FK Radnik Surdulica,997182,Uroš Blagojević,uros-blagojevic,D,33,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015554,away,111127,FK Radnik Surdulica,1907123,Teo Lakić,teo-lakic,F,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015554,away,111127,FK Radnik Surdulica,1166090,Luka Puzovic,luka-puzovic,M,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015554,away,111127,FK Radnik Surdulica,1801667,Lazar Stojanović,lazar-stojanovic,F,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015554,away,111127,FK Radnik Surdulica,1000660,Savo Rašković,savo-raskovic,M,80,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015554,away,111127,FK Radnik Surdulica,2208696,Emmanuel Quarshie,emmanuel-quarshie,F,47,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015554,away,111127,FK Radnik Surdulica,1424357,Lazar Radojičić,lazar-radojicic,G,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
