match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,clearanceOffLine,shotOffTarget,keyPass,blockedScoringAttempt,penaltyWon,penaltyConceded
14147388,away,5143,FK Budućnost Podgorica,890615,Marko Milickovic,marko-milickovic,M,10,False,28.0,21.0,2.0,2.0,0.0,7.0,9.0,14.0,19.0,0.0,0.0,1.0,0.0,16.0,9.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,,,,,,,84.0,51.0,7.2,15.0,0.0,0.2,"{'original': 7.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",25,1,24,9,15,75.0,100.0,,16.666666666666664,,1.0,,,3.0,,,
14147388,away,5143,FK Budućnost Podgorica,287757,Milan Vušurović,milan-vusurovic,M,17,False,16.0,12.0,2.0,1.0,0.0,3.0,4.0,7.0,10.0,0.0,0.0,0.0,1.0,8.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,,,,,,,76.0,24.0,6.9,11.0,0.0,0.02,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,1,10,2,8,75.0,50.0,,50.0,,,,,1.0,,,
14147388,away,5143,FK Budućnost Podgorica,357712,Zoran Petrović,zoran-petrovic,F,25,False,31.0,17.0,4.0,0.0,0.0,3.0,4.0,14.0,26.0,2.0,0.0,1.0,2.0,10.0,8.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,,,,,90.0,53.0,6.5,25.0,0.1,0.01,"{'original': 6.5, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,3,15,6,9,54.83870967741935,0.0,0.0,33.33333333333333,,1.0,,1.0,1.0,1.0,,
14147388,away,5143,FK Budućnost Podgorica,894403,Ivan Bulatović,ivan-bulatovic,F,11,True,9.0,6.0,0.0,0.0,0.0,3.0,5.0,3.0,4.0,1.0,1.0,1.0,0.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,,,,,,,44.0,20.0,6.4,8.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,3,4,66.66666666666666,,100.0,50.0,,2.0,,,,,,
14147388,away,241802,FK Budućnost Podgorica,1871041,Matija Jovanovic,matija-jovanovic,M,99,True,3.0,2.0,0.0,0.0,0.0,2.0,2.0,,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,14.0,8.0,6.5,4.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,2,2,66.66666666666666,,0.0,100.0,,,,,,,,
14147388,away,2414,FK Budućnost Podgorica,976992,Luka Štor,luka-stor,M,70,True,1.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6.0,1.0,6.4,1.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,0.0,,,,,,,,,,,
14147388,away,5143,FK Budućnost Podgorica,55655,Milan Mijatović,milan-mijatovic,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147388,away,241802,FK Budućnost Podgorica,858601,Marin Galić,marin-galic,D,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147388,away,5143,FK Budućnost Podgorica,2081029,Matija Rakcevic,matija-rakcevic,M,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147388,away,287219,FK Budućnost Podgorica,2081027,Petar Vujović,petar-vujovic,M,26,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
