player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,addedTime
"{'name': 'Bruno Duarte', 'slug': 'bruno-duarte', 'shortName': 'B. Duarte', 'position': 'F', 'jerseyNumber': '17', 'userCount': 1529, 'gender': 'M', 'id': 878830, 'fieldTranslations': {'nameTranslation': {'ar': 'برونو دوارتي', 'bn': 'ব্রুনো ডুয়ার্তে', 'hi': 'ब्रूनो डुआर्टे'}, 'shortNameTranslation': {'ar': 'ب. دوارتي', 'bn': 'বি. ডুয়ার্তে', 'hi': 'बी. डुआर्टे'}}}",True,save,,assisted,"{'x': 6.3, 'y': 68.5, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51, 'z': 15.8}",5311042,52,3107,"{'start': {'x': 68.5, 'y': 6.3}, 'block': {'x': 55.6, 'y': 1.2}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 84.2}}",39,2293,407,shot,"{'x': 1.2, 'y': 55.6, 'z': 0}",
"{'name': 'Bruno Duarte', 'slug': 'bruno-duarte', 'shortName': 'B. Duarte', 'position': 'F', 'jerseyNumber': '17', 'userCount': 1529, 'gender': 'M', 'id': 878830, 'fieldTranslations': {'nameTranslation': {'ar': 'برونو دوارتي', 'bn': 'ব্রুনো ডুয়ার্তে', 'hi': 'ब्रूनो डुआर्टे'}, 'shortNameTranslation': {'ar': 'ب. دوارتي', 'bn': 'বি. ডুয়ার্তে', 'hi': 'बी. डुआर्टे'}}}",True,miss,,corner,"{'x': 4.9, 'y': 45.8, 'z': 0}",head,right,"{'x': 0, 'y': 16.5, 'z': 1.4}",5311120,50,2995,"{'start': {'x': 45.8, 'y': 4.9}, 'block': {'x': 77.3, 'y': 5.5}, 'end': {'x': 83.5, 'y': 0}, 'goal': {'x': 83.5, 'y': 98.6}}",41,2405,295,shot,"{'x': 5.5, 'y': 77.3, 'z': 0}",
"{'name': 'Nair Tiknizyan', 'firstName': '', 'lastName': '', 'slug': 'nair-tiknizyan', 'shortName': 'N. Tiknizyan', 'position': 'D', 'jerseyNumber': '23', 'userCount': 1528, 'gender': 'M', 'id': 904400, 'fieldTranslations': {'nameTranslation': {'ar': 'ناير تكنيزيان', 'bn': 'নায়ার টিকনিজিয়ান', 'hi': 'नायर टिक्निज़्यान'}, 'shortNameTranslation': {'ar': 'ن. تكنيزيان', 'bn': 'এন. টিকনিজিয়ান', 'hi': 'एन. टिक्निज़्यान'}}}",True,save,,assisted,"{'x': 3.8, 'y': 34, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51, 'z': 13.3}",5311022,50,2940,"{'start': {'x': 34, 'y': 3.8}, 'block': {'x': 39.2, 'y': 3.6}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 86.7}}",41,2460,240,shot,"{'x': 3.6, 'y': 39.2, 'z': 0}",
"{'name': 'Milson', 'slug': 'milson', 'shortName': 'Milson', 'position': 'M', 'jerseyNumber': '77', 'userCount': 4342, 'gender': 'M', 'id': 939721, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلسون', 'bn': 'মিলসন', 'hi': 'मिल्सन'}, 'shortNameTranslation': {'ar': 'ميلسون', 'bn': 'মিলসন', 'hi': 'मिल्सन'}}}",True,goal,regular,assisted,"{'x': 12.3, 'y': 67.7, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.3, 'z': 2.5}",5310992,48,2834,"{'start': {'x': 67.7, 'y': 12.3}, 'end': {'x': 45.7, 'y': 0}, 'goal': {'x': 45.7, 'y': 97.5}}",43,2566,134,shot,,
"{'name': 'Uroš Lazić', 'firstName': 'Uros Lazic', 'lastName': '', 'slug': 'uros-lazic', 'shortName': 'U. Lazić', 'position': 'D', 'jerseyNumber': '21', 'userCount': 63, 'gender': 'M', 'id': 1104742, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروش لازيتش'}, 'shortNameTranslation': {'ar': 'أ. لازيتش'}}}",False,miss,,regular,"{'x': 24.7, 'y': 76.1, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 58.3, 'z': 29.2}",5310991,47,2799,"{'start': {'x': 76.1, 'y': 24.7}, 'end': {'x': 41.7, 'y': 0}, 'goal': {'x': 41.7, 'y': 70.8}}",44,2601,99,shot,,
"{'name': 'Stefan Leković', 'firstName': 'Stefan Lekovic', 'slug': 'stefan-lekovic', 'shortName': 'S. Leković', 'position': 'D', 'jerseyNumber': '4', 'userCount': 892, 'gender': 'M', 'id': 1146225, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ليكوفيتش', 'bn': 'স্টেফান লেকোভিচ', 'hi': 'स्टीफ़न लेकोविच'}, 'shortNameTranslation': {'ar': 'س. ليكوفيتش', 'bn': 'এস. লেকোভিচ', 'hi': 'एस. लेकोविच'}}}",True,miss,,corner,"{'x': 8.2, 'y': 51.1, 'z': 0}",head,left,"{'x': 0, 'y': 79.2, 'z': 16.7}",5310843,45,2955,"{'start': {'x': 51.1, 'y': 8.2}, 'block': {'x': 25.8, 'y': 5.1}, 'end': {'x': 20.8, 'y': 0}, 'goal': {'x': 20.8, 'y': 83.3}}",1,2445,255,shot,"{'x': 5.1, 'y': 25.8, 'z': 0}",5.0
"{'name': 'Rade Krunić', 'slug': 'rade-krunic', 'shortName': 'R. Krunić', 'position': 'M', 'jerseyNumber': '33', 'userCount': 2476, 'gender': 'M', 'id': 155449, 'fieldTranslations': {'nameTranslation': {'ar': 'رادي كرونيتش', 'bn': 'রেড ক্রুনিচ', 'hi': 'राडे क्रुनिक'}, 'shortNameTranslation': {'ar': 'ر. كرونيتش', 'bn': 'আর. ক্রুনিচ', 'hi': 'आर. क्रुनिक'}}}",True,goal,regular,assisted,"{'x': 4.3, 'y': 64.8, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.5, 'z': 1.3}",5310743,43,2540,"{'start': {'x': 64.8, 'y': 4.3}, 'end': {'x': 48.5, 'y': 0}, 'goal': {'x': 48.5, 'y': 98.7}}",3,160,2540,shot,,
"{'name': 'Bruno Duarte', 'slug': 'bruno-duarte', 'shortName': 'B. Duarte', 'position': 'F', 'jerseyNumber': '17', 'userCount': 1529, 'gender': 'M', 'id': 878830, 'fieldTranslations': {'nameTranslation': {'ar': 'برونو دوارتي', 'bn': 'ব্রুনো ডুয়ার্তে', 'hi': 'ब्रूनो डुआर्टे'}, 'shortNameTranslation': {'ar': 'ب. دوارتي', 'bn': 'বি. ডুয়ার্তে', 'hi': 'बी. डुआर्टे'}}}",True,miss,,assisted,"{'x': 8.9, 'y': 56.4, 'z': 0}",head,high,"{'x': 0, 'y': 46.7, 'z': 65.3}",5310738,42,2478,"{'start': {'x': 56.4, 'y': 8.9}, 'end': {'x': 53.3, 'y': 0}, 'goal': {'x': 53.3, 'y': 34.7}}",4,222,2478,shot,,
"{'name': 'Miloš Pantović', 'slug': 'milos-pantovic', 'shortName': 'M. Pantović', 'position': 'M', 'jerseyNumber': '27', 'userCount': 80, 'gender': 'M', 'id': 352610, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش بانتوفيتش', 'bn': 'মিলোস প্যান্টোভিচ', 'hi': 'मिलोस पेंटोविक'}, 'shortNameTranslation': {'ar': 'م. بانتوفيتش', 'bn': 'এম. প্যান্টোভিচ', 'hi': 'एम. पेंटोविक'}}}",False,block,,assisted,"{'x': 22, 'y': 48.3, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.2, 'z': 19}",5310722,37,2180,"{'start': {'x': 48.3, 'y': 22}, 'block': {'x': 48.4, 'y': 18.5}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 81}}",9,520,2180,shot,"{'x': 18.5, 'y': 48.4, 'z': 0}",
"{'name': 'Bruno Duarte', 'slug': 'bruno-duarte', 'shortName': 'B. Duarte', 'position': 'F', 'jerseyNumber': '17', 'userCount': 1529, 'gender': 'M', 'id': 878830, 'fieldTranslations': {'nameTranslation': {'ar': 'برونو دوارتي', 'bn': 'ব্রুনো ডুয়ার্তে', 'hi': 'ब्रूनो डुआर्टे'}, 'shortNameTranslation': {'ar': 'ب. دوارتي', 'bn': 'বি. ডুয়ার্তে', 'hi': 'बी. डुआर्टे'}}}",True,miss,,assisted,"{'x': 11.3, 'y': 38.3, 'z': 0}",left-foot,right,"{'x': 0, 'y': 38.7, 'z': 1.4}",5310701,31,1802,"{'start': {'x': 38.3, 'y': 11.3}, 'end': {'x': 61.3, 'y': 0}, 'goal': {'x': 61.3, 'y': 98.6}}",15,898,1802,shot,,
"{'name': 'Hugo Alba', 'firstName': 'Hugo Alba', 'slug': 'hugo-alba', 'shortName': 'H. Alba', 'position': 'F', 'jerseyNumber': '24', 'userCount': 820, 'gender': 'M', 'id': 1544616, 'fieldTranslations': {'nameTranslation': {'ar': 'هوغو ألبا'}, 'shortNameTranslation': {'ar': 'ه. ألبا'}}}",False,miss,,regular,"{'x': 8, 'y': 33.3, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 57.6, 'z': 8.3}",5310695,29,1719,"{'start': {'x': 33.3, 'y': 8}, 'end': {'x': 42.4, 'y': 0}, 'goal': {'x': 42.4, 'y': 91.7}}",17,981,1719,shot,,
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",True,goal,regular,assisted,"{'x': 15.4, 'y': 52, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.3, 'z': 3.2}",5310607,23,1352,"{'start': {'x': 52, 'y': 15.4}, 'end': {'x': 45.7, 'y': 0}, 'goal': {'x': 45.7, 'y': 96.8}}",23,1348,1352,shot,,
"{'name': 'Bruno Duarte', 'slug': 'bruno-duarte', 'shortName': 'B. Duarte', 'position': 'F', 'jerseyNumber': '17', 'userCount': 1529, 'gender': 'M', 'id': 878830, 'fieldTranslations': {'nameTranslation': {'ar': 'برونو دوارتي', 'bn': 'ব্রুনো ডুয়ার্তে', 'hi': 'ब्रूनो डुआर्टे'}, 'shortNameTranslation': {'ar': 'ب. دوارتي', 'bn': 'বি. ডুয়ার্তে', 'hi': 'बी. डुआर्टे'}}}",True,save,,assisted,"{'x': 11.4, 'y': 66.9, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47, 'z': 17.7}",5310596,15,840,"{'start': {'x': 66.9, 'y': 11.4}, 'block': {'x': 53.6, 'y': 2.2}, 'end': {'x': 53, 'y': 0}, 'goal': {'x': 53, 'y': 82.3}}",31,1860,840,shot,"{'x': 2.2, 'y': 53.6, 'z': 0}",
"{'name': 'Hugo Alba', 'firstName': 'Hugo Alba', 'slug': 'hugo-alba', 'shortName': 'H. Alba', 'position': 'F', 'jerseyNumber': '24', 'userCount': 820, 'gender': 'M', 'id': 1544616, 'fieldTranslations': {'nameTranslation': {'ar': 'هوغو ألبا'}, 'shortNameTranslation': {'ar': 'ه. ألبا'}}}",False,save,,assisted,"{'x': 4.2, 'y': 70.1, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.3, 'z': 1.3}",5310588,11,644,"{'start': {'x': 70.1, 'y': 4.2}, 'block': {'x': 54.2, 'y': 1.5}, 'end': {'x': 53.7, 'y': 0}, 'goal': {'x': 53.7, 'y': 98.7}}",35,2056,644,shot,"{'x': 1.5, 'y': 54.2, 'z': 0}",
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",True,block,,assisted,"{'x': 12.8, 'y': 37.7, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.3, 'z': 19}",5310584,10,557,"{'start': {'x': 37.7, 'y': 12.8}, 'block': {'x': 39.5, 'y': 10.5}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 81}}",36,2143,557,shot,"{'x': 10.5, 'y': 39.5, 'z': 0}",
