match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,keyPass,shotOffTarget,blockedScoringAttempt,dispossessed,bigChanceCreated,bigChanceMissed,hitWoodwork
15566229,home,6219,FK Jedinstvo Bijelo Polje,2223988,Zijad Mahmutović,zijad-mahmutovic,,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
15566229,home,6219,FK Jedinstvo Bijelo Polje,808565,Haris Banda,haris-banda,D,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
15566229,home,6219,FK Jedinstvo Bijelo Polje,1190521,Lazar Šekularac,lazar-sekularac,D,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
15566229,home,6219,FK Jedinstvo Bijelo Polje,2538126,Amil Ćatović,amil-catovic,,19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
15566229,away,6224,FK Sutjeska Nikšić,57363,Vladan Giljen,vladan-giljen,G,1,False,17.0,11.0,9.0,3.0,0.0,7.0,8.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,90.0,20.0,7.2,7.0,0.0,0.0,"{'original': 7.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,64.70588235294117,33.33333333333333,,,0.0,,,,,,,
15566229,away,6224,FK Sutjeska Nikšić,1149283,Milos Vracar,milos-vracar,D,4,False,19.0,11.0,3.0,0.0,0.0,7.0,12.0,2.0,5.0,2.0,1.0,2.0,0.0,9.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,26.0,7.1,8.0,0.0,0.13,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,2,7,57.89473684210527,0.0,50.0,100.0,,1.0,,,,,,
15566229,away,6224,FK Sutjeska Nikšić,138937,Boris Kopitović,boris-kopitovic,D,15,False,22.0,17.0,5.0,4.0,0.0,10.0,12.0,5.0,8.0,0.0,0.0,3.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,31.0,7.8,11.0,0.0,0.0,"{'original': 7.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,8,3,1,2,77.27272727272727,80.0,,,,,,,,,,
15566229,away,6224,FK Sutjeska Nikšić,1063207,Rados Dedic,rados-dedic,D,6,False,23.0,15.0,7.0,3.0,0.0,10.0,13.0,2.0,7.0,0.0,0.0,4.0,4.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,,,,,,,90.0,28.0,7.0,11.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,8,4,0,4,65.21739130434783,42.857142857142854,,,,,,,,,,
15566229,away,6224,FK Sutjeska Nikšić,1000770,Andrija Ražnatović,andrija-raznatovic,D,22,False,31.0,16.0,14.0,4.0,0.0,5.0,7.0,8.0,21.0,3.0,1.0,2.0,0.0,7.0,3.0,2.0,1.0,1.0,0.0,0.0,6.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,37.0,7.0,17.0,0.18,0.0,"{'original': 7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,3,5,51.61290322580645,28.57142857142857,33.33333333333333,100.0,,,,2.0,,,,
15566229,away,6224,FK Sutjeska Nikšić,850088,Jovan Čađenović,jovan-cadenovic,M,20,False,20.0,13.0,1.0,0.0,0.0,2.0,4.0,8.0,13.0,1.0,0.0,3.0,5.0,12.0,9.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,10.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,,,,,,,84.0,30.0,6.9,12.0,0.02,0.0,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,8,13,4,9,65.0,0.0,0.0,,,,1.0,,,,,
15566229,away,6224,FK Sutjeska Nikšić,1479109,Marko Simun,marko-simun,M,19,False,37.0,21.0,10.0,4.0,1.0,6.0,11.0,15.0,24.0,0.0,0.0,0.0,1.0,20.0,10.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,18.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,90.0,53.0,7.2,22.0,0.0,0.25,"{'original': 7.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",30,1,29,9,20,56.75675675675676,40.0,,50.0,,2.0,,,,,,
15566229,away,6224,FK Sutjeska Nikšić,929998,Ivan Vukčević,ivan-vukcevic,M,7,False,16.0,5.0,1.0,1.0,0.0,2.0,4.0,3.0,10.0,2.0,0.0,6.0,1.0,15.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,,,,,,71.0,26.0,6.7,18.0,0.22,0.0,"{'original': 6.7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,7,10,1,9,31.25,100.0,0.0,,,,1.0,,1.0,,,1.0
15566229,away,6224,FK Sutjeska Nikšić,1896811,Medo Jukovic,medo-jukovic,M,88,False,18.0,14.0,1.0,0.0,0.0,8.0,8.0,5.0,9.0,1.0,0.0,1.0,0.0,9.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,71.0,26.0,6.4,7.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,1,10,2,8,77.77777777777779,0.0,0.0,0.0,,,,,,,,
15566229,away,6224,FK Sutjeska Nikšić,962100,Vasilije Cavor,vasilije-cavor,M,24,False,4.0,0.0,1.0,0.0,0.0,,,,3.0,3.0,0.0,3.0,0.0,5.0,3.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,60.0,15.0,7.6,5.0,0.22,0.0,"{'original': 7.6, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,3,2,0.0,0.0,0.0,100.0,,,,,,,,
15566229,away,6224,FK Sutjeska Nikšić,1005753,Marko Mrvaljević,marko-mrvaljevic,F,99,False,10.0,6.0,1.0,1.0,0.0,2.0,4.0,4.0,6.0,0.0,0.0,9.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,,,,,,,60.0,18.0,6.3,14.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,11,6,0,6,60.0,100.0,,,,,,,4.0,,,
15566229,away,6224,FK Sutjeska Nikšić,1030493,Aleksa Golubovic,aleksa-golubovic,M,2,True,10.0,6.0,1.0,0.0,0.0,4.0,7.0,2.0,3.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,30.0,17.0,6.6,7.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,2,6,60.0,0.0,,0.0,,,,,1.0,,,
15566229,away,6224,FK Sutjeska Nikšić,1381358,Petar Anicic,petar-anicic,M,9,True,6.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,30.0,13.0,6.9,4.0,0.57,0.0,"{'original': 6.9, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,2,4,66.66666666666666,,,50.0,,1.0,,1.0,,,1.0,
15566229,away,5143,FK Sutjeska Nikšić,1030465,Balša Tošković,balsa-toskovic,F,10,True,4.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,19.0,9.0,6.8,2.0,0.02,0.15,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,3,1,50.0,,,100.0,,1.0,1.0,,1.0,,,
15566229,away,6224,FK Sutjeska Nikšić,138947,Deni Hočko,deni-hocko,M,44,True,9.0,6.0,1.0,1.0,0.0,2.0,2.0,3.0,6.0,0.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,19.0,10.0,6.7,3.0,0.0,0.02,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,3,3,0,3,66.66666666666666,100.0,,,,1.0,,,,,,
15566229,away,6224,FK Sutjeska Nikšić,1067578,Igor Pajović,igor-pajovic,M,5,True,2.0,1.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6.0,4.0,6.3,1.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,0,3,50.0,,,0.0,,,,,,,,
15566229,away,6224,FK Sutjeska Nikšić,1032030,Stojan Vukcevic,stojan-vukcevic,G,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
15566229,away,6224,FK Sutjeska Nikšić,1030470,Marko Đukanović,marko-dukanovic,D,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
15566229,away,481825,FK Sutjeska Nikšić,2055858,Andrija Kecojević,andrija-kecojevic,M,30,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
15566229,away,6224,FK Sutjeska Nikšić,172957,Vasko Kalezić,vasko-kalezic,M,70,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
