player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Miomir Đuričković', 'slug': 'miomir-durickovic', 'shortName': 'M. Đuričković', 'position': 'D', 'jerseyNumber': '4', 'userCount': 37, 'gender': 'M', 'id': 1030472, 'fieldTranslations': {'nameTranslation': {'ar': 'ميومير دوريتشكوفيتش', 'hi': 'मिओमिर ज़ुरिस्कोविक', 'bn': 'মিওমির ডুরিকোভিচ'}, 'shortNameTranslation': {'ar': 'م. دوريتشكوفيتش', 'hi': 'एम. ज़ुरिस्कोविक', 'bn': 'এম. ডুরিচকোভিচ'}}}",True,block,,regular,"{'x': 24, 'y': 62, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.001895,,6554036,55,3275,"{'start': {'x': 62, 'y': 24}, 'block': {'x': 62, 'y': 24}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",36,2125,575,shot,"{'x': 24, 'y': 62, 'z': 0}"
"{'name': 'Petar Grbić', 'firstName': '', 'lastName': '', 'slug': 'petar-grbic', 'shortName': 'P. Grbić', 'position': 'M', 'userCount': 40, 'gender': 'M', 'id': 57341, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر غربيش', 'hi': 'पीटर ग्रबिक', 'bn': 'পেটার গ্রিবিক'}, 'shortNameTranslation': {'ar': 'ب. غربيش', 'hi': 'पी. ग्रबिक', 'bn': 'পি. গ্রিবিক'}}}",True,save,,regular,"{'x': 5, 'y': 67, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46, 'z': 9.2}",0.09672,0.07509,6554035,54,3216,"{'start': {'x': 67, 'y': 5}, 'end': {'x': 54, 'y': 0}, 'goal': {'x': 54, 'y': 90.8}}",37,2184,516,shot,
"{'name': 'Nedeljko Piščević', 'firstName': '', 'lastName': '', 'slug': 'nedeljko-piscevic', 'shortName': 'N. Piščević', 'position': 'M', 'userCount': 13, 'gender': 'M', 'id': 889060, 'fieldTranslations': {'nameTranslation': {'ar': 'نيديلجو بيشيفيتش', 'hi': 'नेडेल्ज्को पिस्चेविक', 'bn': 'নেদেলজকো পিশেভিচ'}, 'shortNameTranslation': {'ar': 'ن. بيشيفيتش', 'hi': 'एन. पिस्चेविक', 'bn': 'এন. পিসচেভিচ'}}}",True,block,,regular,"{'x': 23, 'y': 77, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.0006855,,6554034,52,3062,"{'start': {'x': 77, 'y': 23}, 'block': {'x': 77, 'y': 23}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",39,2338,362,shot,"{'x': 23, 'y': 77, 'z': 0}"
"{'name': 'Marko Milickovic', 'slug': 'marko-milickovic', 'shortName': 'M. Milickovic', 'position': 'M', 'jerseyNumber': '10', 'userCount': 28, 'gender': 'M', 'id': 890615, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميليكوفيتش', 'hi': 'मार्को मिलिकोविच', 'bn': 'মার্কো মিলিকোভিচ'}, 'shortNameTranslation': {'ar': 'م. ميليكوفيتش', 'hi': 'एम. मिलिकोविच', 'bn': 'এম. মিলিকোভিচ'}}}",True,block,,regular,"{'x': 23, 'y': 39, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01321,,6554033,51,3034,"{'start': {'x': 39, 'y': 23}, 'block': {'x': 39, 'y': 23}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",40,2366,334,shot,"{'x': 23, 'y': 39, 'z': 0}"
"{'name': 'Lazar Mijović', 'slug': 'lazar-mijovic', 'shortName': 'L. Mijović', 'position': 'M', 'jerseyNumber': '18', 'userCount': 36, 'gender': 'M', 'id': 1005616, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ميوفيتش', 'hi': 'लज़ार मिजोविक', 'bn': 'লাজার মিজোভিচ'}, 'shortNameTranslation': {'ar': 'ل. ميوفيتش', 'hi': 'एल. मिजोविक', 'bn': 'এল. মিজোভিচ'}}}",True,miss,,regular,"{'x': 23, 'y': 55, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 58.5, 'z': 48.9}",0.0447,,6554032,42,2485,"{'start': {'x': 55, 'y': 23}, 'end': {'x': 41.5, 'y': 0}, 'goal': {'x': 41.5, 'y': 51.1}}",4,215,2485,shot,
"{'name': 'Lazar Mijović', 'slug': 'lazar-mijovic', 'shortName': 'L. Mijović', 'position': 'M', 'jerseyNumber': '18', 'userCount': 36, 'gender': 'M', 'id': 1005616, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ميوفيتش', 'hi': 'लज़ार मिजोविक', 'bn': 'লাজার মিজোভিচ'}, 'shortNameTranslation': {'ar': 'ل. ميوفيتش', 'hi': 'एल. मिजोविक', 'bn': 'এল. মিজোভিচ'}}}",True,miss,,free-kick,"{'x': 28, 'y': 74, 'z': 0}",left-foot,close-high,"{'x': 0, 'y': 51.4, 'z': 51.3}",0.0004498,,6554046,40,2392,"{'start': {'x': 74, 'y': 28}, 'end': {'x': 48.6, 'y': 0}, 'goal': {'x': 48.6, 'y': 48.7}}",6,308,2392,shot,
"{'name': 'Andrej Camaj', 'slug': 'camaj-andrej', 'shortName': 'A. Camaj', 'position': 'F', 'jerseyNumber': '24', 'userCount': 32, 'gender': 'M', 'id': 1423503, 'fieldTranslations': {'nameTranslation': {'ar': 'كاما، أندريه'}, 'shortNameTranslation': {'ar': 'أ. كاما'}}}",True,goal,regular,throw-in-set-piece,"{'x': 5, 'y': 49, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.7, 'z': 4.7}",0.3156,0.7987,6554031,32,1913,"{'start': {'x': 49, 'y': 5}, 'end': {'x': 45.3, 'y': 0}, 'goal': {'x': 45.3, 'y': 95.3}}",14,787,1913,shot,
"{'name': 'Mirza Idrizović', 'firstName': '', 'lastName': '', 'slug': 'mirza-idrizovic', 'shortName': 'M. Idrizović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 874418, 'fieldTranslations': {'nameTranslation': {'ar': 'ميرزا إدريزوفيتش'}, 'shortNameTranslation': {'ar': 'م. إدريزوفيتش'}}}",False,post,,regular,"{'x': 9, 'y': 45, 'z': 0}",head,left,"{'x': 0, 'y': 55.2, 'z': 22}",0.1717,,6554030,32,1880,"{'start': {'x': 45, 'y': 9}, 'end': {'x': 44.8, 'y': 0}, 'goal': {'x': 44.8, 'y': 78}}",14,820,1880,shot,
"{'name': 'Arsenije Čepić', 'firstName': 'Arsenije', 'lastName': 'Čepić', 'slug': 'arsenije-cepic', 'shortName': 'A. Čepić', 'position': 'M', 'jerseyNumber': '15', 'userCount': 8, 'gender': 'M', 'id': 1185130, 'fieldTranslations': {'nameTranslation': {'ar': 'أرسينيي جيبيتش'}, 'shortNameTranslation': {'ar': 'أ. جيبيتش'}}}",False,save,,regular,"{'x': 27, 'y': 50, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.7, 'z': 4.3}",0.04708,0.02454,6554029,27,1562,"{'start': {'x': 50, 'y': 27}, 'end': {'x': 51.3, 'y': 0}, 'goal': {'x': 51.3, 'y': 95.7}}",19,1138,1562,shot,
"{'name': 'Stefan Radojevic', 'firstName': 'Stefan Radojevic', 'slug': 'stefan-radojevic', 'shortName': 'S. Radojevic', 'position': 'M', 'jerseyNumber': '8', 'userCount': 10, 'gender': 'M', 'id': 1536333, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رادويفيتش'}, 'shortNameTranslation': {'ar': 'س. رادويفيتش'}}}",False,block,,regular,"{'x': 25, 'y': 52, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.009109,,6554028,26,1557,"{'start': {'x': 52, 'y': 25}, 'block': {'x': 52, 'y': 25}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",20,1143,1557,shot,"{'x': 25, 'y': 52, 'z': 0}"
"{'name': 'Andrej Camaj', 'slug': 'camaj-andrej', 'shortName': 'A. Camaj', 'position': 'F', 'jerseyNumber': '24', 'userCount': 32, 'gender': 'M', 'id': 1423503, 'fieldTranslations': {'nameTranslation': {'ar': 'كاما، أندريه'}, 'shortNameTranslation': {'ar': 'أ. كاما'}}}",True,save,,regular,"{'x': 7, 'y': 28, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.5, 'z': 2.7}",0.03904,0.03756,6554027,25,1447,"{'start': {'x': 28, 'y': 7}, 'end': {'x': 47.5, 'y': 0}, 'goal': {'x': 47.5, 'y': 97.3}}",21,1253,1447,shot,
"{'name': 'Arsenije Čepić', 'firstName': 'Arsenije', 'lastName': 'Čepić', 'slug': 'arsenije-cepic', 'shortName': 'A. Čepić', 'position': 'M', 'jerseyNumber': '15', 'userCount': 8, 'gender': 'M', 'id': 1185130, 'fieldTranslations': {'nameTranslation': {'ar': 'أرسينيي جيبيتش'}, 'shortNameTranslation': {'ar': 'أ. جيبيتش'}}}",False,save,,regular,"{'x': 21, 'y': 40, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 51.5, 'z': 28.3}",0.05483,0.06134,6554026,24,1393,"{'start': {'x': 40, 'y': 21}, 'end': {'x': 48.5, 'y': 0}, 'goal': {'x': 48.5, 'y': 71.7}}",22,1307,1393,shot,
"{'name': 'Stefan Radojevic', 'firstName': 'Stefan Radojevic', 'slug': 'stefan-radojevic', 'shortName': 'S. Radojevic', 'position': 'M', 'jerseyNumber': '8', 'userCount': 10, 'gender': 'M', 'id': 1536333, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رادويفيتش'}, 'shortNameTranslation': {'ar': 'س. رادويفيتش'}}}",False,block,,regular,"{'x': 8, 'y': 58, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.2135,,6554025,23,1348,"{'start': {'x': 58, 'y': 8}, 'block': {'x': 58, 'y': 8}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",23,1352,1348,shot,"{'x': 8, 'y': 58, 'z': 0}"
"{'name': 'Miomir Đuričković', 'slug': 'miomir-durickovic', 'shortName': 'M. Đuričković', 'position': 'D', 'jerseyNumber': '4', 'userCount': 37, 'gender': 'M', 'id': 1030472, 'fieldTranslations': {'nameTranslation': {'ar': 'ميومير دوريتشكوفيتش', 'hi': 'मिओमिर ज़ुरिस्कोविक', 'bn': 'মিওমির ডুরিকোভিচ'}, 'shortNameTranslation': {'ar': 'م. دوريتشكوفيتش', 'hi': 'एम. ज़ुरिस्कोविक', 'bn': 'এম. ডুরিচকোভিচ'}}}",True,save,,set-piece,"{'x': 11, 'y': 56, 'z': 0}",head,low-right,"{'x': 0, 'y': 45.9, 'z': 14}",0.09903,0.3641,6554024,23,1321,"{'start': {'x': 56, 'y': 11}, 'end': {'x': 54.1, 'y': 0}, 'goal': {'x': 54.1, 'y': 86}}",23,1379,1321,shot,
"{'name': 'Lazar Mijović', 'slug': 'lazar-mijovic', 'shortName': 'L. Mijović', 'position': 'M', 'jerseyNumber': '18', 'userCount': 36, 'gender': 'M', 'id': 1005616, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ميوفيتش', 'hi': 'लज़ार मिजोविक', 'bn': 'লাজার মিজোভিচ'}, 'shortNameTranslation': {'ar': 'ل. ميوفيتش', 'hi': 'एल. मिजोविक', 'bn': 'এল. মিজোভিচ'}}}",True,miss,,regular,"{'x': 24, 'y': 44, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.9, 'z': 19.2}",0.04186,,6554023,19,1135,"{'start': {'x': 44, 'y': 24}, 'end': {'x': 41.1, 'y': 0}, 'goal': {'x': 41.1, 'y': 80.8}}",27,1565,1135,shot,
"{'name': 'Andrej Camaj', 'slug': 'camaj-andrej', 'shortName': 'A. Camaj', 'position': 'F', 'jerseyNumber': '24', 'userCount': 32, 'gender': 'M', 'id': 1423503, 'fieldTranslations': {'nameTranslation': {'ar': 'كاما، أندريه'}, 'shortNameTranslation': {'ar': 'أ. كاما'}}}",True,block,,regular,"{'x': 14, 'y': 70, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.0182,,6554022,18,1049,"{'start': {'x': 70, 'y': 14}, 'block': {'x': 70, 'y': 14}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",28,1651,1049,shot,"{'x': 14, 'y': 70, 'z': 0}"
